region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	24338050992	11488	411	217
GH-actions	17851263344	10181	512	316
AWS/us-east-1	10064719288	681	91	57
CAN/QC	7070605480	86	86	0
MEX/CMX	1505945252	724	104	59
CHN/SH	4686909468	57	57	0
FRA/IDF	7268841232	119	91	12
AWS/ap-southeast-1	118503972	78	78	0
USA/MA	10716627130	500	61	95
USA/CA	19582775868	850	278	47
USA	7716299492	114	95	1
DEU/NW	16542503604	229	207	2
DEU	7160520544	220	94	8
AWS/us-east-2	575960588	7	7	0
USA/UT	46192300	228	29	29
USA/VA	288928224	1016	60	58
JPN/26	7151088036	87	87	0
NLD/ZH	19526870736	980	296	33
USA/WA	2180112646	2198	87	58
USA/GA	2384547616	30	30	0
USA/NY	19440764335	1435	211	31
FRA/PAC	2383696012	29	29	0
PAN/8	2462475288	30	30	0
USA/MN	2460482216	30	30	0
ROU	1984641808	24	24	0
GBR/ENG	4958221852	64	64	0
CHN/ZJ	2383696012	29	29	0
KOR/44	2383696012	29	29	0
GCP/us-west4	2383696012	29	29	0
USA/NE	2383696012	29	29	0
HKG	3985721980	107	52	3
DEU/BE	2987619117	680	69	37
USA/TX	2687310556	35	35	0
SWE/O	2383696012	29	29	0
USA/NJ	4846171300	59	59	0
FRA/NAQ	2383696012	29	29	0
TUR/06	2383696012	29	29	0
CHE/FR	2383696012	29	29	0
ISR/M	2460482216	30	30	0
AUS/NSW	4849113196	59	59	0
SVK/TA	2383696012	29	29	0
IND/KA	4767392024	58	58	0
CHE	2383696012	29	29	0
CHE/ZH	7156735328	140	88	2
TWN/CHA	5944958996	138	66	32
AWS/us-west-2	4677488065	727	106	38
IND/RJ	2383696012	29	29	0
COL/DC	2430971284	34	29	5
NOR/03	2383696012	29	29	0
IRN	7151088036	87	87	0
ISR/TA	9619327520	118	118	0
GCP/us-central1	15722658458	2858	42	29
CHN/BJ	2585690612	33	31	1
JPN/13	861964228	2047	4	29
CHN	2648795016	34	32	2
CHE/VD	757173084	571	30	30
NLD	2383696012	29	29	0
TWN	827267144	10	10	0
DEU/SN	2383696012	29	29	0
IRN/23	2644281612	73	31	18
CZE	96273540	117	6	6
TWN/TPE	41283984	43	2	4
GCP/europe-west4	2383696012	29	29	0
USA/MD	146595808	29	0	4
BEL/BRU	14291180	67	8	8
SGP	505815920	25	10	2
NZL/OTA	247572956	3	3	0
JPN/28	581228300	7	7	0
DEU/BW	194111152	9	5	1
IND/MH	17752668	1	1	0
USA/CO	1013176	1372	0	3
USA/IL	14703808	33	2	2
USA/FL	76786204	1	1	0
BRA/MG	25873888	44	2	2
USA/TN	82597264	21	2	1
KOR/41	22600260	1	1	0
IND/KL	506832	9	0	1
DEU/HE	4980008	25	2	1
CHN/JS	1441176	1	1	0
VNM/SG	78779276	1	1	0
GCP/us-west3	639851480	144	2	1
USA/IN	78779276	1	1	0
SWE/AB	78779276	1	1	0
EGY/C	24	3	0	1
