region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	543591727	66	0	2
USA/CA	11767910281	57	46	8
USA/MA	14875415335	2310	13	33
GitHub	2480326199	6815	551	531
AWS/us-east-1	2851547243	332	30	10
USA	653305442	170	11	3
VPN	3857088513	6432	78	126
AWS/ap-southeast-1	57319500	12	12	0
CHN	6087991184	398	10	10
GCP/us-east1	29843843266	118	118	0
BRA/SP	4839804616	18	18	0
USA/VA	3041925864	19	19	0
USA/NC	2500403865	10	10	0
USA/TX	7501211595	30	30	0
TUR/34	2620590537	19	12	5
USA/MD	46394947	32	10	10
USA/IL	95057996	43	7	2
GCP/us-west1	7340208481	28	28	0
GBR/SCT	2500403865	10	10	0
CHN/SH	2500403865	10	10	0
ITA/45	563922788	111	0	9
PRT/11	2604567092	339	12	2
MEX/CMX	68507567	257	31	31
AWS/us-east-2	543591727	2	2	0
GCP/us-east4	5164694036	35	23	1
GCP/us-central1	2631664447	12	12	0
USA/NY	4157553572	97	20	2
IND/BR	2565547454	23	12	10
GCP/europe-west4	2500403865	10	10	0
USA/NH	2945414194	254	14	4
GCP/asia-southeast1	3761487384	16	16	0
KOR/29	2500403865	10	10	0
USA/NV	2942086791	11	11	0
GBR/ENG	65630291	1	1	0
JPN/13	228726647	9	4	1
EST/37	65630291	1	1	0
CHE/VD	2858224	12	2	1
FRA/IDF	3849120	13	3	3
USA/WA	340340436	1	1	0
IND/MH	318876616	1	1	0
VNM/HN	9367644	1	1	0
ARE/DU	10612296	1	1	0
MEX/PUE	5502672	1	1	0
PHL/03	13101600	1	1	0
USA/OH	40065638	161	1	1
ARE	62441888	10	1	1
PER/LIM	60791424	1	1	0
TWN/CHA	80501557	1	1	0
GUY/DE	3078876	1	1	0
