region	bytes_sent
GitHub	9821769680
GCP/us-central1	1705016371
US/California	1291491125
AWS/us-east-1	610029007
VPN	461621734
CA/Quebec	430043190
US/Washington	408910387
CA/Ontario	408910387
DE/Bavaria	408910387
FR/Auvergne-Rhône-Alpes	408910387
NL/North Holland	408910387
US/New Mexico	408910387
GB/England	386393135
AWS/us-east-2	239355963
US/New York	235049717
CN/Shanghai	113336057
PT/Lisbon	59744257
AWS/ap-southeast-1	45724796
US/North Carolina	36285020
US/Maryland	27895024
US/Rhode Island	27135036
US/Texas	22765387
VN/Ho Chi Minh	19556668
BR/São Paulo	17862076
IN/Maharashtra	17443987
US/Missouri	17330671
VN/Kiên Giang Province	14100090
SE/Västra Götaland	551024
PT/Viseu	315360
