week_start	sub-Mouse12/sub-Mouse12_ses-Mouse12-120806_behavior+ecephys.nwb	sub-Mouse12/sub-Mouse12_ses-Mouse12-120807_behavior+ecephys.nwb	sub-Mouse12/sub-Mouse12_ses-Mouse12-120808_behavior+ecephys.nwb	sub-Mouse12/sub-Mouse12_ses-Mouse12-120809_behavior+ecephys.nwb	sub-Mouse12/sub-Mouse12_ses-Mouse12-120810_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130125_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130128_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130129_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130130_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130131_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130201_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130202_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130203_behavior+ecephys.nwb	sub-Mouse17/sub-Mouse17_ses-Mouse17-130204_behavior+ecephys.nwb	sub-Mouse20/sub-Mouse20_ses-Mouse20-130514_behavior+ecephys.nwb	sub-Mouse20/sub-Mouse20_ses-Mouse20-130515_behavior+ecephys.nwb	sub-Mouse20/sub-Mouse20_ses-Mouse20-130516_behavior+ecephys.nwb	sub-Mouse20/sub-Mouse20_ses-Mouse20-130517_behavior+ecephys.nwb	sub-Mouse20/sub-Mouse20_ses-Mouse20-130520_behavior+ecephys.nwb	sub-Mouse24/sub-Mouse24_ses-Mouse24-131213_behavior+ecephys.nwb	sub-Mouse24/sub-Mouse24_ses-Mouse24-131216_behavior+ecephys.nwb	sub-Mouse24/sub-Mouse24_ses-Mouse24-131217_behavior+ecephys.nwb	sub-Mouse24/sub-Mouse24_ses-Mouse24-131218_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140123_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140124_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140128_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140129_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140130_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140131_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140203_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140204_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140205_behavior+ecephys.nwb	sub-Mouse25/sub-Mouse25_ses-Mouse25-140206_behavior+ecephys.nwb	sub-Mouse28/sub-Mouse28_ses-Mouse28-140310_behavior+ecephys.nwb	sub-Mouse28/sub-Mouse28_ses-Mouse28-140311_behavior+ecephys.nwb	sub-Mouse28/sub-Mouse28_ses-Mouse28-140312_behavior+ecephys.nwb	sub-Mouse28/sub-Mouse28_ses-Mouse28-140313_behavior+ecephys.nwb	sub-Mouse28/sub-Mouse28_ses-Mouse28-140317_behavior+ecephys.nwb	sub-Mouse28/sub-Mouse28_ses-Mouse28-140318_behavior+ecephys.nwb	sub-Mouse32/sub-Mouse32_ses-Mouse32-140820_behavior+ecephys.nwb
2023-10-09	0	185233628	0	0	0	108569848	0	0	0	0	0	0	110363332	0	0	0	0	0	91847776	0	99546000	0	182831992	58798504	84614100	0	0	19046468	0	0	0	108637868	79105060	170023740	0	214820268	0	103726932	115937908	0
2023-10-16	0	562904	0	0	172878220	0	0	113084256	0	111624248	0	121976204	0	0	0	115805180	142284416	0	0	0	1342177280	0	0	0	0	0	2104200867	0	132063532	109566964	45127520	0	0	0	93639604	0	0	0	0	85742288
2023-10-23	0	3606049723	4088457766	0	76086967926	2787606103	2581140638	3090717305	3059947962	0	2646303928	3092570787	0	3757564959	0	0	2950586288	0	0	1306159378	2672811531	2240254646	0	2552062673	0	0	2614726263	2859018250	2256017415	2314960844	2859337954	2054037139	0	3757771225	0	5437681337	5027117061	4291157614	0	0
2023-10-30	0	0	0	0	0	0	0	1333788672	0	119853384	1278960824	116800640	0	0	0	0	108305220	1602974260	0	1306159378	0	0	0	47649352	1477932272	0	0	0	0	101470556	0	0	0	0	36300280	0	89525036	194045852	151774468	687865856
2023-11-06	0	93126220	226301240	24488316	59661236	0	0	0	141355320	0	0	0	158742688	0	6304580	0	0	0	0	0	0	161795432	115206248	0	0	158808224	0	0	0	0	0	160733608	1284932907	0	0	0	0	0	0	0
2023-11-13	0	0	0	0	0	0	0	233601280	0	0	0	0	0	134120816	0	6304580	0	0	0	0	0	0	0	0	0	0	112750780	33712912	7830952	0	0	0	0	58465856	0	53688476	0	0	0	72801308
2023-11-20	0	380438106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	0	71791446	35711526	0	0	10485760	57858906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15728640	0	0	0	0
2023-12-11	0	328760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306159378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273805028
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306159378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-08	246741352	181837360	126622512	212829348	119386352	84282280	143874668	65567632	147326424	86140472	154096380	92842408	203073840	131334356	0	70014020	61121244	118658004	94833328	14799172	116998904	56275844	115406996	110827880	138501668	144341700	126091600	175996500	109434236	120516196	114411536	116601548	22895580	78641340	148987180	24355588	94037788	164448336	100408732	1510810964
2024-01-22	8770394	8862267	8920320	18648506	7671306	2735703	7167312	5242756	13246616	11807022	5508212	1831587	3631576	2249759	6370944	8306358	0	12542796	13803712	7954322	13485266	10785246	6769128	1893073	2700507	2073741	2195063	8357122	2091015	2190012	4141508	14719063	10871942	0	7009015	11447569	1734661	1621614	2012613	2553248
2024-02-05	40415676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	292762501	288682572	0	0	0	142947228	0	0	0	0	65832260	0	67359460	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	139895312	0	0	0	0	0	0	0	0	0	0
2024-03-11	132728	24888039	65026548	895607158	240732038	2123648	16264026	11414608	432771115	215352415	10020964	27880799	128148944	9069380	8015004	37762838	38001344	35823964	5840032	113083428	144510687	112937082	3119108	118608864	25603223	140786261	12186043	253720723	89116659	70351019	153686347	203033974	188871944	167040048	4114568	28031349	144541208	32588238	6304580	20109230
2024-03-18	0	0	0	0	0	0	0	0	0	102399652	0	0	0	0	0	89589744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133922552	0	0	0	0	0	177312118	0	0	97819708
2024-03-25	81989274	20001723	34635906	66862126	28604438	0	35703832	61235698	60621780	39683063	15443128	90460765	17636588	68610170	21776972	17038898	6370944	18365720	19156848	20552680	13604620	127471662	15396448	16777054	25720502	12940152	192632384	32122862	0	177219572	21482534	28933554	21601798	210059805	27016627	25738937	0	18824814	40162905	0
2024-04-01	24277014	7565496	22358566	29682941	30382718	12873303	22634970	6370944	7233676	9689144	0	307200	0	35756703	14078748	17967994	12115888	16615628	10300108	13163174	666241919	12542646	0	14726289	0	5934613	11762926	0	6835492	0	15177954	171773058	0	0	273999961	30809009	6769128	1460008	5309120	4180932
2024-04-08	0	0	0	0	436506624	0	0	0	154778940	0	0	0	0	0	0	9954600	0	0	0	0	0	0	655432111	0	192308308	427810301	0	196136546	0	0	0	0	0	0	0	0	0	0	141761418	0
2024-04-15	88463212	320135189	54883028	2336	20374468	83330295	9490052	15076152751	7896856	0	30461444	218162107	141927552	274368371	0	50038600	108765384	11613700	0	11480972	0	264	0	114123473	0	0	0	0	0	0	161757360	0	0	0	0	0	0	0	0	1265964448
2024-04-22	372636114	84495223	202524716	44099197	30574658	55266903	0	354280634	0	0	172590204	67879587	0	0	0	0	0	0	0	177654000	0	0	0	101802376	0	0	0	0	153264234	0	0	0	0	0	0	0	0	0	0	203979316
2024-04-29	0	0	0	0	0	0	59067226	72319269	20480000	190138893	45838476	0	81976172	368503226	291162452	115885306	50802228	20787200	26214400	32331480	101711872	63017654	60939057	77725696	0	88446101	111316434	0	0	26214400	0	0	107108414	0	0	43136600	0	99873400	0	0
2024-05-06	0	0	0	0	0	0	59566016	0	0	0	0	167710064	0	0	0	0	0	0	0	182560880	0	108814234	0	0	79910107	0	52428800	69150730	33116256	0	217885982	36052627	6437308	23343977	19871539	93866668	303490816	26861166	148244570	0
2024-05-13	0	126739732	0	795289092	0	0	0	0	0	0	789618272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124412586	0	0	0	0	35571104	0	141954896
2024-05-20	162746368	0	0	0	16458272	0	0	0	0	123653149	0	0	0	0	0	0	0	77560772	0	0	275283251	0	0	77955829	0	307094079	0	0	0	0	0	86673097	0	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	0	0	0	123733382	0	374004127	0	0	0	0	0	0	0	98344948	0	71119214	0	0	92724426	23625584	0	0	401407621	87588510	0	0	282372230	0	0	0	0	0	0	0	0	0
2024-06-03	11812792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113679904	0	0	167940368	0	12410068	0	78134688	0	0	0	0	0	0	0	118718774	178554818	0	0	0	99265494	0
2024-06-10	0	9622780	21767392	0	0	13737348	0	0	246378724	0	0	0	0	127003627	0	0	0	23691948	0	0	0	0	0	131389183	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	7830952	0
2024-06-24	0	1155649860	8197210040	74835692794	2266290068	1772584535	4947316068	3108223533	3074388570	2963782803	0	3092570787	3244362988	7515129918	1892072604	2622899450	0	3164741260	0	0	0	0	0	2552062673	2416268507	0	0	2859018250	2256017415	4629921688	0	0	0	0	4660082483	0	0	0	0	0
2024-07-01	14060584842	0	0	0	13261010242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	61490	22541243	0	27723389	181859544	7034584	25712898	25205369	34497442	32503375	6769128	0	6370944	0	9755508	21219610	13131696	16474620	11602636	4090130	0	0	132728	0	6304580	14128277	0	20523018	0	6370944	6901856	14032531	0	79593073	19871539	262144	0	33497566	0	2190012
2024-07-22	10419148	11812792	10020964	10020964	29992834258	0	0	10551048	0	10153692	0	6702764	10020964	0	10419148	0	0	10020964	0	0	0	12609160	10020964	0	10153692	0	0	0	0	0	0	10020964	0	0	0	10087328	10087328	7499132	0	12078248
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41875684	0	0	0	2426303012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11680064	0	0	0	9888236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9954600	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	13077450447	47527599	14201896	0	0	0	10087328	6304580	0	0	14268260	5110028	0	0	10618240	0	0	7963680	11746428	0	10419148	0	0	0	0	0	0	19776472	0	9888236	0	0	0	0	0	0	9888236	0	0	2190012
2024-09-02	9336238730	0	0	20244841864	48445956470	0	0	0	1966808308	0	0	0	0	0	0	0	0	1691404964	0	0	2121507783	1573557536	0	0	1627960324	1553371332	10187620609	2135375432	0	0	0	0	1443121724	0	0	0	0	0	0	0
2024-09-09	0	59759409	0	0	0	0	1465430088	0	0	0	0	0	1746734316	0	1295135488	1715723154	0	0	858026812	0	0	0	0	0	0	0	0	0	82252135	1368528428	30151108	0	0	0	2842040224	3499299637	0	0	0	0
2024-09-16	25620502	35648443	35711526	34757973	0	0	57858906	0	27728314	33366107	26866316	6570036	20253932	0	9223324	20091422	6370944	9838220	0	9399250	7100948	7432768	0	14199993	5854427	7757333	7167312	20523018	13113351	13205452	21977410	7300040	18397375	9091868	19871539	7628548	28392485	10419148	7167312	4446388
2024-09-23	277794882	233195492	142846104	648352631	936989512	654603361	588325916	904594525	764582492	764308338	662985808	735604015	550846620	554668156	101822220	105452520	146267760	125197220	126296164	112147254	218086422	165619052	209434210	165332386	133854586	70564906	56200823	69806090	144715790	131530648	203166148	56499859	65175299	238425010	265711206	190373234	396044303	340507868	186952586	104475456
2024-09-30	0	219149243	250669606	0	0	145194583	136502106	222861945	228792762	185056403	98264248	0	0	0	0	0	97039028	0	17631948	31457280	0	0	0	0	0	0	0	0	0	0	15860996	0	0	0	0	100357228	0	0	0	0
2024-10-07	0	0	0	0	0	100025408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	176484374	0	5309120	10153692	374875794	10153692	0	6238216	0	3052744	0	6835492	36700160	307749919	30850204	38159610	62356436	0	0	0	8096408	12410068	0	0	0	0	4114568	7897316	0	0	7897316	4910936	8361864	0	5110028	0	10352784	9821872	10153692	2190012
2024-10-28	0	203420603	0	0	0	0	0	0	0	31457280	45835448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-04	1048576000	0	0	14400988	0	0	6570036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	0	9821872	9888236	0	0	0	9091868	0	0	4114568	4048204	11348244	4114568	0	0	0	4048204	0	0	0	80000	18714648	0	0	4114568	0	0	0	0	0	0	0	0	7698224	0	0	9954600	0	4114568	12741888
2024-11-18	171817118	15330084	276490790	243335049	232981246	105670455	120955874	387826374	9091868	146253999	0	383370566	4114568	319204519	30957844	0	0	0	16192816	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	4114568	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	0	0	25881960	13405528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13007344	17519268	0	0	0	0	0	0	0	0	0	12410068
2025-02-10	14911200	18809371	18524188	12172197	26820684	22119699	16605780	30699273	13852342	38776523	11953000	27326779	25388384	20462944	23716176	14550282	12489564	16962096	20204028	12215092	20017478	11189744	32454223	28847118	24799719	18413954	13721829	31683146	12167508	9654044	35745576	26090139	24720977	23415633	22699459	19038972	16097825	37238720	17973082	11006096
2025-02-17	14002804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	0	0	0	6370116	4114568	4114568	0	8693684	0	0	0	0	4114568	0	0	0	0	0	0	4114568	0	4114568	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	0	0	0	0	307200	0	307200	0	0	0	0	307200	0	0	437404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	0	0	0	0	0	0	0	8628714166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	0	5236571659	1350870964	37417846397	29992834258	1419373472	1492919644	0	4662117610	0	5292607856	3092570787	3244362988	3757564959	1892072604	2622899450	0	3164741260	2387413708	1306159378	0	0	0	0	2416268507	2509921813	2614726263	2859018250	0	0	2859337954	2054037139	2293399299	0	0	5437681337	0	0	0	1265964448
2025-06-02	30861410551	3412317148	0	80000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51559904
2025-06-09	63065198	3606049723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	30600917014	7212099446	12265373298	58118721014	44190764770	2787606103	0	0	3059947962	0	2646303928	3092570787	0	3757564959	1892072604	2622899450	2950586288	3164741260	2387413708	1306159378	2672811531	2240254646	2545277745	2552062673	2416268507	0	2614726263	2859018250	2256017415	2314960844	2859337954	0	2293399299	0	4660082483	5437681337	10054234122	4291157614	0	1265964448
2025-06-23	4882664	6220480	4090484206	37421844861	4584176	5052264	6004384	16564736	9528720	6757344	1839400	9552320	2927376	5823088	1892416700	0	2951074232	3165286804	2388900044	1306159378	1059712	3484752	2548358913	0	2416268507	0	2614726263	2862728938	2257146903	2315764108	1792384	2055916531	2294128915	3759608473	4664617475	4954592	4005856	0	2939008	1041808
2025-07-07	451508071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	5076120	9287000	2807776	449472	4921152	1728656	1582240	2590576	4719840	2388720	1946416	4832224	263136	5688760	979792	2136576	3727960	181848	1610272	0	2119424	1161584	1027056	0	0	0	0	194144	2258976	803264	1792384	939696	729616	1837248	416736	2477296	2002928	1915856	2554144	2718960
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258291200	0	0	0	0	0	1415577600	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	0	0	0	0	1153433600	0	0	1338490003	0	0	0	0	1053211804	734003200	1430151088	0	1286408908	467298578	0	1401393846	0	943718400	1787122907	0	0	0	1207441415	0	0	681574400	0	0	0	0	2510534661	0	0	0
2025-08-04	11359547414	21021371	0	17144217600	16357785600	1843887703	0	1992294400	0	0	0	0	0	0	0	0	0	524288000	0	0	0	0	0	0	0	891289600	0	0	0	1205862400	0	0	0	0	0	0	0	1939865600	0	427103648
2025-08-11	4114568	3720123	7565170	10204797	4114568	0	0	0	1479460354	9647338	1209119928	1210151587	0	4114568	0	2688250	0	6829104	4645480	0	8160175	4512752	1470589745	3633873	4236507	3477013	1367391863	3901450	3934215	0	2129043908	4114568	528535299	1734264968	10544735	3570002972	0	0	1840399813	3679648
2025-08-18	0	25534123	1938876966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205862400	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	2001192425	0	1444923612	0	0	0	1310720000	0	0	0	1259750650	0	0	0	0	0	0	0	1625292800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468006400	1443760354	0	0	0	0	2778726400	0	0	0	0
2025-09-08	0	2044723200	0	0	0	0	0	0	0	0	0	0	1153433600	1258291200	0	0	1258291200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2806528959	0	0	0	0	0
2025-09-15	0	16591000	15263720	0	0	5910103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	0	32806250	29463660	0	0	30206741	36147256	0	25031556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	7291823008	3803512343	8176915532	40019946241	37050812314	2994639999	2464340826	6181434610	3266450946	5927565606	2646303928	0	3244362988	3757564959	0	5245798900	0	3164741260	2387413708	1306159378	0	0	2545277745	0	2416268507	18515556	17586460	0	0	0	0	0	0	3774561317	0	5455665981	18648284	4307748614	17321004	0
2025-10-06	13570364	43170387	7033932	20409594	4114568	21911241	8904086	0	25097920	10932812	6515056	12759306	4114568	8412327	11328940	13738364	3309488	6364556	6939476	8560956	8229136	8229136	10878845	11382314	4236507	11838877	12472199	11704350	12049362	4407244	16185586	4313660	12675527	5118425	11800166	8349505	9674065	4488814	10783626	3679648
2025-10-13	17817660	20314862	440630328	256138712	20433316	23640412	17675444	19991674	16669692	15022822	13820788	0	11186488	8477863	8229136	8064750	7424056	10346396	10788588	9805288	3448331	7882092	9347622	8229136	24931286	11068594	19241327	8229136	0	10419148	12336474	4398739	16790098	10236850	18171110	4247296	12410068	17339492	13753677	13663876
2025-10-20	30600917014	3609769846	4088457766	37421960965	30003050916	2787606103	4933272078	3096532210	3070340092	2963782803	2650418496	4579116	3247253976	9142331	0	2629967724	3309488	6336643444	2824908	7258566	3448331	3941046	2545277745	2556509061	2416268507	2514169109	2618969326	2863132818	2256017415	2323482656	5726765086	4180932	2293399299	4247296	4670097134	5437681337	0	0	3973738281	1265964448
2025-10-27	25001026	40832555	22363364	39108983	54272160	10024671	26623274	20389030	50141804	30094760	29687476	29832272	22684076	29601104	18875132	19446684	27722728	35817396	36498084	23393324	15590346	20409664	29507725	25268537	39698091	23530832	25404713	28759898	41220636	37963580	17254640	34972105	16790098	43974953	48739662	2995877180	40436803	44832676	32567347	28330320
2025-11-03	55409644	40032448	76514758	105146491	57925578	81926539	67493684	60306842	59924330	60853160	52274004	46748037	52659884	41944808	56481816	55285276	56074248	44267272	55221608	38773188	49356637	52989510	58626968	47220650	76752411	42032194	68441085	61487610	48680735	54289124	51241532	39542725	42406614	48487705	85280974	66609307	77111985	57104566	51779201	46138392
2025-11-10	48823554	58876085	52093458	103369922	104167694	59679771	66642262	61874451	63414604	51338550	34133864	64020095	29888724	47851204	37957808	31292150	42619780	32167376	34166468	43327414	31780565	45229800	36603822	45245877	55338417	41634010	37939043	50712356	32526952	34696448	48269612	42547820	63643103	65161863	44438628	47973382	47389944	56289710	61003797	49021672
2025-11-17	17467638	31932301	23690970	32952390	27073114	30538561	41113246	29987511	37520316	15047380	19190580	25169374	16902100	34644768	40432580	27972934	25847112	10943672	14277136	28544826	35489158	25055144	22620422	15496882	30218828	14545607	31709293	22748826	38518451	35176292	31958528	39409997	25881972	21974881	26936643	29109078	24192702	39475680	49241040	26627376
2025-11-24	18447032	29543197	24487012	28904186	28795180	34321309	22597690	40580624	33526148	39783904	4247296	12825670	10029272	21138314	20268776	14933932	41566668	16698176	24107884	25168568	35693444	28266186	19159792	26663957	34354974	22137188	38934503	21554274	24677261	26322660	26369492	28943200	33712921	37520851	49005118	29403821	30150383	32205028	38224616	31309592
2025-12-01	35900776	32857658	16059436	47205391	40206390	30936745	35549980	37370025	31508210	33189310	14744192	25476721	21149396	22051509	20827444	30563162	28816068	26851868	21415704	35363734	11011230	26065828	26189525	46955194	33902845	19257451	21099519	20743880	45353943	26428168	40313162	40044703	29266536	19469843	24004829	33820922	32687294	39101434	32766439	34362336
2025-12-08	16307342	24097610	15130014	34014214	4247296	30538561	26446802	25101702	43586458	8361864	15407832	30164092	17034828	12577358	10578804	26812072	19020332	12649972	19283180	22107518	1142150337	29036984	19093428	19728031	12587582	19522907	12600694	36828254	33342059	34949980	25469316	30251765	25085598	23045102	26194841	17163558	43673560	26805606	24653702	1285733812
2025-12-15	12253337672	3635334942	34310188	54539679	13558383720	2849538543	2529314810	3138904662	3115824088	7462412577	2672800240	3132556751	31444124	46574387	1919981692	2660032648	42619780	3193849504	2442115396	34675204	2716004107	2264074444	2585429708	2594752648	59010015	3332244565	3989681790	2906531108	37172432	2366408240	2923542156	2084222540	2340584115	3816329464	50533622	5496940617	54107787	35143532	66861462	36589084
2025-12-22	30600917014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2298030090	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	2670614	0	1934622720	4180932	0	0	0	1651778833	0	4114568	1348464360	8669211	2890988	0	3099804	0	3309488	950149320	2824908	4114568	3448331	1109259506	9690858	4114568	1475658302	4114568	0	3901450	0	8588176	0	4398739	4114568	0	0	4180932	5625861	4114568	0	4645480
2026-01-05	16838254	44548939	28336450	20503573116	48337046	47937050	41723858	24769882	1314846400	29008378	14086244	25609449	30100228	30132016	37000956	25319390	30625320	18815436	25994820	30784618	35500060	32804508	28208128	36701068	43005502	31454233	38761001	20611152	36195711	30265356	32090428	35332859	1187615066	1708227652	40961897	44525529	2550581895	30322898	52527666	595350620
2026-01-12	9772395756	0	0	7552892308	2753056160	0	0	0	0	5136617003	4955877936	1117608428	0	0	0	0	0	0	0	0	6655910851	6898950228	1606616284	0	2416268507	10485760	3599245151	1267023512	0	0	10485760	0	0	0	0	0	0	0	0	0
2026-01-19	80832424	3626095390	8270288624	45381447	23036326	2895997082	13095606	2413597862	235540866	8494592	16132144	12584687	14475660	25186518	1908909756	15164682	15710844	5516026260	2412442060	14384404	32709661	9025504	18450906	11382314	30229617	11772513	4447863	12448380	20031781	26096348	19356598	803300844	8760051	3771923551	16933026	26807399	29685835	1994521016	17404239	12808252
2026-01-26	41109276	15868474	15860670	46704884	32526378	30206741	1206505950	29987511	42497616	25980192	19063544	1446630736	1433296788	1760127985	753674824	983106810	1207552644	10545488	1304601520	10336200	11743831	8188342	985199948	15762338	25783229	11838877	34714272	15818918	1163061398	17707264	1296679302	30963054	21568303	13878473	1721751550	2349024168	34132223	26407422	1836959805	27195024
2026-02-02	871583284	2738179939	1437372792	1618493512	1845592782	1178792186	14446440	32086032	10392130	18473750	13007344	8337391	8672964	21122413	42444600	2688250	7623148	11341856	10096204	297035376	13402931	12833822	6902713	1069233127	13660195	19788363	18053958	8148746	16344283	959377416	11938290	8712399	16723734	14882330	21179494	18049122	20011770	4488814	8826412	12240604
2026-02-09	45061156	23570437	19377636	18976261	410529670	159333822	151745038	9929473	18886722	195168289	329094832	524067121	309199496	538831285	41164380	47849770	54583136	89148596	91932372	12210976	6896662	8494592	9889950	12343704	17432154	12277340	4180932	8082382	8048783	17336300	15780172	8446943	8494598	174710471	209944166	291561090	19480858	0	0	82459856
2026-02-16	6785182	16477166	22942706	14728965	21252516	5910103	10068416	22953941	11211330	716800	6515056	5517987	11130240	0	3099804	4247296	3309488	4234520	2824908	0	8560956	3941046	10287277	11647770	12465643	4380024	4447863	8148746	8048783	8521812	9490052	4114568	4114568	9232993	8428228	9090925	0	12983406	15850122	4977300
2026-02-23	7809182	7849846	15462160	29789750	9344120	22043969	26369234	10062201	19284906	9713702	12017576	4289187	10361092	4297759	1908843392	4114568	17352520	6298192	13272800	1325189262	8292903	8453798	21233343	12128465	13129283	6954026	8229136	19999850	8712423	13327240	11599240	2062266275	8229136	19262354	8494592	18580977	0	8892776	9982345	1269644096
2026-03-02	2135086456	0	3516966	30410109	0	0	0	0	0	4180932	4180932	0	0	0	0	0	0	2117260	2824908	0	2113929216	0	0	4380024	0	0	2134744695	0	3934215	0	4512752	0	0	4299225	5490483	0	0	2134580846	4114568	0
2026-03-09	0	16777216	0	8556380160	0	5910103	0	0	0	0	0	0	4579116	0	0	0	0	0	0	4910936	6951001611	3941046	0	0	0	16777216	0	0	0	4462444492	0	0	0	0	0	0	0	8552570478	0	3679648
