region	bytes_sent
US/California	628728319398
NL/North Holland	394745468661
IR/Fars	209450814315
AWS/us-east-1	208149314302
US/Massachusetts	207733008367
VPN	71537998367
CN/Shanghai	52830578330
US/New York	47135314954
DK/Capital Region	46846536397
GitHub	42404336736
GB/England	19592390670
AWS/us-east-2	17054023992
HK/Hong Kong	5287537794
IR/Tehran	5144573726
US/Florida	3708882600
US/Pennsylvania	3413585124
US/Georgia	2861155602
JP/Kyoto	2787606103
NO/Oslo	2787606103
CA/Quebec	2762181492
CA/British Columbia	2672811531
ES/Catalonia	2672811531
IN/Maharashtra	2612318756
PT/Lisbon	2612318756
GCP/us-east4	2387413708
AWS/ap-east-1	1892692216
US/Indiana	1273299080
US/Maryland	752246982
GCP/us-central1	424595522
US/Virginia	336631578
AWS/ap-southeast-1	190663772
JP/Osaka	119286945
GCP/us-east1	114123473
US/Rhode Island	101702449
GB/Scotland	72204032
GCP/europe-west4	45412374
SE/Stockholm	686632
