region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	358201602762	30022	133	60
HKG	5825711962	953	12	3
USA/VT	1721352575	5368	201	138
NLD	563153057401	7860	69	30
USA/NH	38888029750	121098	4525	4085
CHN	533368779424	19224	67	81
AWS/us-east-1	240853066671	31161	114	290
USA/MA	571215919066	12164	349	128
IRN	214595388041	307	61	19
USA/NV	417366631184	20690	40	80
USA/IN	2865645423	4019	283	83
USA/GA	21214220891	41615	134	121
USA/NY	471666561035	6582	337	190
GitHub	61794982110	121711	637	711
AWS/ap-southeast-1	1046889616	146	146	0
AWS/us-east-2	17089672435	75095	2	68
CAN/QC	529309188934	658	107	48
USA/CA	213186718015	1232	79	22
ESP/CT	2672811531	319	0	1
VPN	408157191233	2243	607	154
AWS/us-west-2	255526409	745	46	42
CAN	210520614470	41	41	0
USA/NJ	285153191008	86	86	0
UKR/30	31522900	6	6	0
FRA/PAC	529812480691	199	99	8
ITA/52	3007368220	576	1	38
USA/IL	447546916	52	21	2
JPN/19	212213663334	42	42	0
BRA/PE	1858192	1	1	0
IRQ/BG	1990920	2	2	0
CHN/BJ	158959738	546	40	41
CHE/VD	16124408566	6729	164	67
USA/VA	1281810191	1982	100	88
USA/PA	36571758339	12874	249	90
PRT/11	6492948442	1168	9	1
USA/DC	24099399978	19192	729	88
DEU/BW	3450208197	5249	91	41
KOR/27	404327765	1461	39	22
SYC	1061824	1	1	0
ARG/T	1061824	1	1	0
KEN/30	1061824	1	1	0
GCP/asia-east1	2573988595	380	0	10
ITA/45	5243532422	317	1	8
NOR/50	516490918	112	0	9
GCP/us-west3	4982859870	739	0	26
MEX/CMX	163681707	662	79	54
BTN/15	929096	1	1	0
IND/KL	1924556	2	2	0
FRA/IDF	22419793521	436	52	20
SAU/05	1128188	1	1	0
USA/FL	9561790092	1007	4	18
GBR/ENG	21142144589	63	22	4
BGD/C	18581920	3	3	0
USA/AZ	862732	1	1	0
ZAF	1194552	1	1	0
IND/OD	1128188	1	1	0
VNM/SG	23824676	6	6	0
BRA/PR	20108292	1	1	0
VEN/O	62448524	2	2	0
BRA/MT	9556416	2	2	0
MEX/MOR	15661904	1	1	0
GCP/us-central1	7574567231	611	1	13
DNK/84	67723110040	284	119	29
GCP/us-east1	7181763105	934	0	12
USA/MD	7232579778	360	29	12
ITA/25	32	4	0	1
VNM/HN	64306716	6	6	0
UKR/35	1260916	1	1	0
PER/LMA	8826412	2	2	0
MYS/13	1128188	1	1	0
KAZ/71	4180932	1	1	0
BRA/RJ	34177460	4	4	0
JPN/13	40688610	44	4	1
GBR/SCT	1390930233	298	9	3
GCP/europe-west4	45412374	9	0	1
JPN/23	119286945	5	5	0
USA/WA	19099230129	15	8	2
IND/TS	1444949706	21	1	2
GCP/us-west1	186970134	36	0	1
USA/NM	64041260	1	1	0
TWN/HSQ	186454720	102	6	1
ARG/B	13007344	5	5	0
ARE	1128188	1	1	0
SAU/01	862732	1	1	0
BGD/B	862732	1	1	0
PAK/SD	37694752	2	2	0
IDN/YO	7631860	1	1	0
BRA/SC	3716384	2	2	0
BGD/A	4711844	1	1	0
HND/CR	3782748	1	1	0
MYS/14	1128188	1	1	0
MUS	6039124	1	1	0
PSE	12741888	1	1	0
SEN/DK	15263720	2	2	0
BRA/SP	48180264	8	8	0
BRA/BA	11215516	3	3	0
ARM	11215516	1	1	0
COL/NAR	1128188	1	1	0
ESP/AN	29598344	2	2	0
VEN/I	2455468	1	1	0
TUN/14	1990920	1	1	0
BRA/RS	25019228	2	2	0
TUR/54	2787288	1	1	0
MEX/YUC	13206436	1	1	0
URY/MO	7499132	2	2	0
MEX/MEX	9158232	1	1	0
DZA/09	11149152	2	2	0
ETH	7963680	1	1	0
PAK	929096	1	1	0
CHE/AG	12389368	18	2	2
SWE/AB	929547908	528	4	1
IND/MH	2621609716	5	5	0
UKR/56	12808252	1	1	0
AWS/ap-east-1	1892692216	4	4	0
DEU/SH	6376996	31	3	1
DEU/HH	192326172	82	3	1
NLD/DR	6370017170	5	5	0
NLD/GE	1265964448	1	1	0
JPN	1265964448	1	1	0
ITA	4608744	19	1	1
GCP/asia-south1	43675254	214	3	2
KOR/30	12275542470	68	8	1
CHN/GD	174277972	169	2	2
BRA/MG	35969288	5	5	0
ESP/VC	2787288	1	1	0
BGD	17520096	3	3	0
COG/BZV	4114568	1	1	0
NLD/NH	1393644	1	1	0
VNM/49	65700360	2	2	0
ARG/W	1460008	1	1	0
DEU/NW	14666444	1	1	0
SGP	929096	1	1	0
MYS/10	929096	1	1	0
RUS/MOS	19112832	1	1	0
CHL/AT	16657364	1	1	0
ALB/11	25085592	2	2	0
ECU/T	4180932	1	1	0
ARE/RK	1128188	1	1	0
TUN/23	862732	1	1	0
BOL/L	3384564	1	1	0
ZAF/EC	11746428	2	2	0
UKR/53	1128188	1	1	0
MAR/07	929096	1	1	0
MAR/09	26412872	1	1	0
VEN/A	37495660	2	2	0
USA/TX	35438376	1	1	0
VNM	33513820	2	2	0
SWE/BD	9689144	1	1	0
OMN/ZU	38955668	1	1	0
OMN/MA	88345344	1	1	0
UKR/51	9025504	1	1	0
UZB/TK	62581252	4	4	0
TUR/01	18648284	1	1	0
EGY/PTS	2654560	1	1	0
JOR/AM	9888236	1	1	0
PAK/PB	128960112	4	4	0
TUR/34	15860996	1	1	0
LBN/BA	9091868	1	1	0
IRQ/DA	41212044	1	1	0
PRY/ASU	1393644	1	1	0
NGA/RI	3450928	1	1	0
ROU/GJ	25351048	1	1	0
DZA/10	5043664	1	1	0
SLV/SS	26412872	1	1	0
GCP/us-east4	2387413708	1	1	0
RUS/RYA	1990920	1	1	0
UKR/23	4313660	1	1	0
ROU/VN	33248364	1	1	0
BRA/GO	1327280	1	1	0
ARG/J	2123648	1	1	0
AUT/9	31987448	1	1	0
IND/DL	263775116	1	1	0
ISL/1	862732	1	1	0
BRA/RO	16657364	1	1	0
BRA/PB	4645480	1	1	0
IDN/AC	1194552	1	1	0
