region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NV	1589200150846	74471	19	38
NLD	1616369367552	38176	8	44
USA	1443735696638	983345	54	24
CHN	669080729319	90762	0	22
USA/MA	2702631616958	20862	60	67
AWS/us-east-2	656817762275	347201	21	87
USA/NH	12155037000	26898	1998	1778
AWS/us-east-1	935843554245	112557	80	216
USA/VT	607856896	1321	108	79
USA/NY	1854955799	3729	54	50
NOR/50	549220593	121	0	5
CAN/QC	317339118661	269	4	37
USA/IN	682588286	1095	133	38
GitHub	66082081976	300099	269	418
VPN	1702179232337	2646648	208	198
KOR/30	508850749263	87	19	19
AWS/us-west-2	52490024674	29852	54	64
USA/MD	3095800890	590	13	30
USA/CA	843328219159	240	37	13
AWS/ap-southeast-1	331222724	57	57	0
USA/VA	730093706276	338	27	7
USA/GA	888261746	118	2	19
DEU/BW	512679998548	400	18	13
MEX/CMX	109670876	451	65	45
DEU/NW	5660196	27	3	3
DNK/84	114532087	332	32	31
CHE/VD	183961496	330	23	21
CHN/BJ	27862823	135	19	19
BRA/ES	2057284	1	1	0
MEX/NAY	1128188	1	1	0
IRQ/DA	1128188	1	1	0
DEU/BE	610505687	2917	24	19
CHE/AG	6206100	14	2	2
GBR/ENG	1550651796	259	1	18
USA/IL	31968147917	40	25	2
BRA/RJ	9556416	1	1	0
VNM/HN	20041928	4	4	0
COL/DC	1393644	1	1	0
SAU/02	2190012	2	2	0
IND/SK	929096	1	1	0
PHL/40	862732	1	1	0
PAK/PB	4844572	4	4	0
SAU/01	1194552	1	1	0
DZA/30	1061824	1	1	0
GBR	24289224	1	1	0
KOR/27	16479316	20	3	3
PAK	6968220	1	1	0
IND/UP	1128188	1	1	0
BRA/RS	1194552	1	1	0
ARE/AZ	1128188	1	1	0
BRA/PR	995460	1	1	0
VNM/SG	53290292	5	5	0
GCP/us-west1	3119076907	10986	0	4
PAK/IS	1194552	1	1	0
BEN/LI	929096	1	1	0
GBR/SCT	3189269669	460	9	2
MYS/14	1061824	1	1	0
SYC	5508212	2	2	0
HKG	1061824	1	1	0
IDN/JI	4910936	1	1	0
BRN/BM	9888236	1	1	0
VNM/56	39884764	1	1	0
MEX	12011884	1	1	0
BOL/L	929096	1	1	0
BHR/13	1061824	1	1	0
IND/DL	929096	1	1	0
IDN	929096	1	1	0
VNM	862732	1	1	0
GCP/us-central1	81587899860	12449	6	8
GBR/NIR	2123648	1	1	0
VEN/S	2720924	1	1	0
KAZ/75	1061824	1	1	0
USA/WA	14063736	23	2	3
USA/TX	1393644	1	1	0
VNM/34	862732	1	1	0
FRA/PAC	2455468	1	1	0
VNM/HP	7300040	1	1	0
KOR/11	137208346733	302	24	8
ISR/M	7830952	1	1	0
VNM/66	9290960	1	1	0
BRA/SP	89473532	3	3	0
GCP/us-east1	2567000409	9033	0	2
CAN/BC	509257093	11	2	1
IRN	249820604	331	5	6
ARE	6423652583	61	4	2
GCP/us-west4	507024	21	0	1
GCP/us-east4	17338663280	449	19	4
USA/CT	477460272	1	1	0
EST	298763804	1	1	0
JPN/13	7211813	11	1	1
IRN/23	32691047	55	2	2
USA/NJ	15410023197	1	1	0
ESP/CT	314407143	3	1	1
POL/16	198657172	2	2	0
RUS/MOW	9888236	1	1	0
ESP/MD	213503917	1	1	0
URY/MO	1989492748	1	1	0
USA/RI	76996951	17	0	1
GCP/europe-west4	6208526322	40	3	1
CAN/ON	15410023197	1	1	0
ITA	72448	5	0	1
IRL/L	339551185	101	5	2
DZA/16	862732	1	1	0
JPN/26	334138696	1646	1	1
UKR/51	1327280	1	1	0
USA/DC	8720242	39	6	1
FRA/IDF	9439024	21	4	3
ITA/72	1327280	1	1	0
ARM/ER	1128188	1	1	0
VEN/K	1393644	1	1	0
TGO/M	7034584	1	1	0
JOR/AM	2057284	1	1	0
ZAF/GP	1128188	1	1	0
ARG/U	1393644	1	1	0
KEN/30	3052744	1	1	0
PER/LAL	22762852	1	1	0
PHL/11	2057284	1	1	0
MAR/09	1128188	1	1	0
BRA/GO	1393644	1	1	0
HUN/BA	87908368	34	7	1
DEU/HE	101895435	64	3	3
BRA/MG	4778208	1	1	0
IDN/YO	862732	1	1	0
MAR/06	929096	1	1	0
COL/BOL	9091868	1	1	0
TUN/11	2920016	1	1	0
MEX/NLE	1791828	1	1	0
