region	bytes_sent
US/California	2402978211857
US/Massachusetts	1654508069198
AWS/us-east-1	923296832046
NL/North Holland	796936573114
AWS/us-east-2	656790348998
KR/Seoul	508850749263
DE/Baden-Wurttemberg	481859657411
CN/Shanghai	179825575050
VPN	127011790643
GCP/us-central1	78582009484
US/New York	46488081006
CA/Quebec	15982389312
AWS/us-west-2	15420110525
US/New Jersey	15410023197
GB/Scotland	3189269669
GitHub	2362265696
UY/Montevideo Department	1989492748
GB/England	1372593216
US/Texas	1303080948
US/Maryland	1041586226
US/Georgia	544952838
CA/British Columbia	507456800
ES/Madrid	213503917
PL/Mazovia	198657172
HU/Budapest	87908368
US/Rhode Island	76996951
RU/St.-Petersburg	9888236
AWS/ap-southeast-1	7830952
