region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	4471779010454	63953	18	74
AWS/us-east-1	1389265437720	165647	44	20
USA	4286490246559	20907	82	11
GBR/ENG	473111120	44	10	10
GitHub	11585120729	22461	1125	1195
USA/MD	40455860748	7863	8	69
VPN	1397339965451	1154	166	107
USA/NY	11265381176	5312	59	21
MEX/CMX	1389568976268	959	175	72
CHN	1088288949143	58056	0	17
AWS/ap-southeast-1	159970536	35	35	0
BRA/MG	18014700	2	2	0
IND	1	1	0	1
CAN/QC	243681596	3	3	0
USA/VT	150677444	264	27	9
USA/PA	4368476521	5421	10	4
CAN/ON	288350897022	2	2	0
DEU/NW	6241212	30	3	3
JPN/26	146803356	356	13	10
COL/DC	2620320	1	1	0
IDN/SN	2358288	1	1	0
MYS/14	1244652	1	1	0
SLV/SS	6354276	1	1	0
ARG/H	3144384	1	1	0
SAU/01	11267376	1	1	0
USA/VA	33707300	5	1	2
USA/CA	31436956	70	7	4
KEN/30	192050329	264	10	4
GCP/us-central1	342095120	1	1	0
KOR/30	11006982	17	1	1
USA/GA	96327	4	0	1
USA/TX	382389342	2	2	0
USA/IL	3640532	17	2	2
FRA/IDF	11710080	15	3	3
CHE/VD	237455224	669	6	6
DEU/BW	422976340	64	5	2
NPL	9695184	1	1	0
VNM/HN	8385024	2	2	0
AGO	6223260	1	1	0
BGD	6681816	3	3	0
MYS/07	917112	1	1	0
MAR/09	7860960	1	1	0
VNM/37	2423796	1	1	0
KGZ/GB	4782084	1	1	0
RUS/MOW	22076196	1	1	0
USA/OH	225707329	1120	1	1
AWS/us-east-2	108129882768	33582	32	8
USA/IN	21297512	12	1	1
USA/NH	1256239158	2000	250	192
NIC/MN	8843580	1	1	0
IDN/YO	5044116	2	2	0
ARM/KT	9760692	1	1	0
USA/NM	268696075	141	7	1
USA/MI	2429725	12	1	1
GBR/SCT	87809392	1	1	0
EST/37	255149137	1	1	0
