asset_path	bytes_sent
sub-STTC-BH535/sub-STTC-BH535_ecephys.nwb	947418396
sub-STTC-BH535/sub-STTC-BH535_ses-20240129T200300_ecephys.nwb	786978608
sub-STTC-BH535/sub-STTC-BH535_ses-20240201T020900_ecephys.nwb	734772884
sub-STTC-BH539/sub-STTC-BH539_ses-20240319T131300_ecephys.nwb	730363364
sub-STTC-BH539/sub-STTC-BH539_ses-20240319T175400_ecephys.nwb	716032152
sub-STTC-BH535/sub-STTC-BH535_ses-20240131T023600_ecephys.nwb	714721652
sub-STTC-BH535/sub-STTC-BH535_ses-20240129T110600_ecephys.nwb	695582496
sub-STTC-BH535/sub-STTC-BH535_ses-20240129T032800_ecephys.nwb	693379764
sub-STTC-BH511/sub-STTC-BH511_ses-20240123T080200_ecephys.nwb	681087652
sub-STTC-BH511/sub-STTC-BH511_ses-20240123T131000_ecephys.nwb	679239540
sub-STTC-BH511/sub-STTC-BH511_ses-20240124T222600_ecephys.nwb	671288056
sub-STTC-BH535/sub-STTC-BH535_ses-20240131T182600_ecephys.nwb	662299424
sub-STTC-BH539/sub-STTC-BH539_ses-20240319T083300_ecephys.nwb	657314664
sub-STTC-BH539/sub-STTC-BH539_ses-20240320T020800_ecephys.nwb	653916428
sub-STTC-BH511/sub-STTC-BH511_ses-20240123T024400_ecephys.nwb	634621216
sub-STTC-BH511/sub-STTC-BH511_ses-20240124T095500_ecephys.nwb	632051216
sub-STTC-BH511/sub-STTC-BH511_ses-20240125T030700_ecephys.nwb	626517700
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T091700_ecephys.nwb	618689648
sub-STTC-BH511/sub-STTC-BH511_ses-20240124T045900_ecephys.nwb	618212784
sub-STTC-BH539/sub-STTC-BH539_ses-20240319T215300_ecephys.nwb	615265824
sub-STTC-BH511/sub-STTC-BH511_ses-20240122T150700_ecephys.nwb	614985868
sub-STTC-BH535/sub-STTC-BH535_ses-20240201T060100_ecephys.nwb	612741432
sub-STTC-BH511/sub-STTC-BH511_ses-20240122T104400_ecephys.nwb	609991264
sub-STTC-BH511/sub-STTC-BH511_ses-20240124T002800_ecephys.nwb	609563428
sub-STTC-BH535/sub-STTC-BH535_ses-20240131T095600_ecephys.nwb	601385424
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T221300_ecephys.nwb	600932312
sub-STTC-BH511/sub-STTC-BH511_ses-20240122T195200_ecephys.nwb	598978912
sub-STTC-BH535/sub-STTC-BH535_ses-20240129T145300_ecephys.nwb	594681368
sub-STTC-BH535/sub-STTC-BH535_ses-20240131T060700_ecephys.nwb	563830068
sub-STTC-BH511/sub-STTC-BH511_ses-20240124T173200_ecephys.nwb	557576740
sub-STTC-BH535/sub-STTC-BH535_ses-20240131T130500_ecephys.nwb	557434620
sub-STTC-BH535/sub-STTC-BH535_ses-20240129T065200_ecephys.nwb	547053596
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T123900_ecephys.nwb	540983388
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T051900_ecephys.nwb	527218460
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T015800_ecephys.nwb	525133256
sub-STTC-BH547/sub-STTC-BH547_ses-20240405T051600_ecephys.nwb	519220400
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T183400_ecephys.nwb	510484712
sub-STTC-BH535/sub-STTC-BH535_ses-20240201T123000_ecephys.nwb	509807188
sub-STTC-BH535/sub-STTC-BH535_ses-20240201T091300_ecephys.nwb	504646388
sub-STTC-BH535/sub-STTC-BH535_ses-20240129T230400_ecephys.nwb	502419116
sub-STTC-BH539/sub-STTC-BH539_ses-20240320T071800_ecephys.nwb	498012332
sub-STTC-BH535/sub-STTC-BH535_ses-20240130T152300_ecephys.nwb	492815532
sub-STTC-BH547/sub-STTC-BH547_ses-20240405T141000_ecephys.nwb	484563076
sub-STTC-BH547/sub-STTC-BH547_ses-20240405T083600_ecephys.nwb	478878620
sub-STTC-BH539/sub-STTC-BH539_ses-20240320T103900_ecephys.nwb	475547648
sub-BH494/sub-BH494_ses-20230817T132836_ecephys.nwb	437169107
sub-STTC-BH513/sub-STTC-BH513_ses-20240125T201000_ecephys.nwb	429987684
sub-STTC-BH547/sub-STTC-BH547_ses-20240403T233600_ecephys.nwb	416564480
sub-STTC-BH553/sub-STTC-BH553_ses-20240406T185900_ecephys.nwb	401464376
sub-STTC-BH513/sub-STTC-BH513_ses-20240125T133400_ecephys.nwb	389872224
