region	bytes_sent
US/California	758105610730
US/Tennessee	736685933892
IR/Fars	656595713966
GitHub	285139968452
VPN	79975099763
US/Virginia	66203528763
AWS/us-east-1	44611802058
US/Washington	37811298603
AWS/us-east-2	19149472088
GB/England	17315610391
DE/Hesse	11829766251
IT/Sardinia	11654848841
US/Texas	10734831486
IN/Delhi	4998356210
US/Pennsylvania	2297247286
GCP/us-west3	2281456759
GCP/us-east4	2281456759
IR/Tehran	1275845408
NL/South Holland	1179369392
DE/Lower Saxony	541537769
GB/Scotland	378610414
US/Georgia	357201342
US/Rhode Island	209931115
US/New York	194914972
AWS/ap-southeast-1	117586860
MX/Jalisco	115577824
JP/Tokyo	59612280
US/Massachusetts	35998808
IT/Veneto	24943252
US/Alabama	24172452
US/Oregon	22010688
DE/Bavaria	21833604
CA/Ontario	12184488
IT/Lombardy	10546788
