region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	21361988551027	2551851	2636	7518
IND	124278242	68	6	3
JPN/26	702964577	552	552	0
GitHub	74452759193	220011	2951	2962
USA/CA	41572786024	7947	0	27
VPN	56008479	265	37	37
JPN/27	6092244	1	1	0
USA/VA	194248908	72	2	2
GCP/us-central1	201531016	2	2	0
ESP/CT	2313897	11	1	1
CAN/BC	669688	1	1	0
FRA/IDF	2303040	11	2	2
USA/MI	23731472	28	1	1
