region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/IA	3530556	22	14	1
AWS/us-east-1	202960	1	1	0
VPN	405920	3	1	1
USA/OH	202960	1	1	0
GCP/us-central1	1623680	8	8	0
GitHub	405920	3	1	1
MEX/CMX	305360	2	1	1
FRA/IDF	916080	6	3	3
CHN/GS	202960	1	1	0
