asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-859638045/sub-859638045_ses-872843906_icephys.nwb	13145393079	29618	218	162
sub-1047717119/sub-1047717119_ses-1053917650_icephys.nwb	10706531847	31379	208	158
sub-681561759/sub-681561759_ses-PLACEHOLDER_icephys.nwb	6676632747	20709	253	148
sub-791205802/sub-791205802_ses-PLACEHOLDER_obj-xdlohj_icephys.nwb	5803699437	19580	252	152
sub-847868497/sub-847868497_ses-847870571_icephys.nwb	14003075019	33576	202	153
sub-701201569/sub-701201569_ses-PLACEHOLDER_icephys.nwb	14344168056	492750	314	333
sub-893495139/sub-893495139_ses-901315954_icephys.nwb	10676168007	29310	202	161
sub-1047717119/sub-1047717119_ses-1053917889_icephys.nwb	8099440146	22215	205	155
sub-1089233462/sub-1089233462_ses-1089235664_icephys.nwb	3965268019	9571	214	148
sub-847868497/sub-847868497_ses-847870147_icephys.nwb	14231156248	32779	192	157
sub-825455761/sub-825455761_ses-PLACEHOLDER_icephys.nwb	5966175308	18706	240	151
sub-847868497/sub-847868497_ses-847870440_icephys.nwb	12603141001	33854	190	151
sub-681539651/sub-681539651_ses-PLACEHOLDER_obj-v5bwie_icephys.nwb	6218131250	20729	242	152
sub-1089230952/sub-1089230952_ses-1089231177_icephys.nwb	7154118600	17358	190	150
sub-681539651/sub-681539651_ses-PLACEHOLDER_obj-taag8t_icephys.nwb	6661537118	22782	248	159
sub-971847052/sub-971847052_ses-971847307_icephys.nwb	9938814072	28425	183	153
sub-791205802/sub-791205802_ses-PLACEHOLDER_obj-10r9ed6_icephys.nwb	6897693888	21993	259	157
sub-1089230952/sub-1089230952_ses-1089232011_icephys.nwb	7840755407	22440	202	160
sub-791205802/sub-791205802_ses-PLACEHOLDER_obj-g7j7bb_icephys.nwb	6675959579	19634	260	158
sub-1089233462/sub-1089233462_ses-1089235110_icephys.nwb	3486115600	8549	199	157
sub-971847052/sub-971847052_ses-971847789_icephys.nwb	8390624855	24636	201	161
