region	bytes_sent
GitHub	4649082907
US/Washington	2027240404
AWS/us-east-2	1022252516
US/Maryland	971079232
GB/England	707307156
US/Maine	392948420
DE/Thuringia	392948420
VPN	375744498
PT/Lisbon	314358736
NL/North Holland	314358736
GCP/us-central1	314358736
PL/Lesser Poland	275063894
US/California	173537129
US/Rhode Island	83832564
IN/Maharashtra	78589684
CA/Quebec	78589684
AWS/us-east-1	51306726
GCP/us-east4	39294842
ES/Valencia	39294842
DE/North Rhine-Westphalia	39294842
DE/Hesse	39294842
DE/Baden-Wurttemberg	39294842
US/New Mexico	39294842
US/New York	39294842
VN/Ho Chi Minh	39294842
VN/Kiên Giang Province	39294842
