region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	146318110028	315105	22119	19982
CHN	122650199272	4920	489	180
USA	12294033464	2316	214	50
GH-actions	20939535288	108686	3027	2972
VPN	116804927388	9043	1764	217
USA/VT	2185273436	4559	330	216
USA/NY	30870447136	262	198	3
ITA/45	2899443264	653	1	194
AWS/us-east-1	16364846336	2920	805	637
CAN/QC	15027725996	714	57	195
HKG/KKC	8052633264	975	4	28
AWS/ap-southeast-1	1824449140	382	382	0
USA/MA	43843938396	1064	3	272
USA/CA	30400601632	274	209	9
MEX/CMX	79181092	273	51	50
USA/IL	1559777352	133	111	2
AWS/us-east-2	2005599144	5513	32	16
AWS/us-west-2	1321340048	11	11	0
NLD	10264207884	491	59	19
HKG	3921387508	41	35	5
HKG/NTW	1839340808	13	11	2
USA/VA	581599940	97	34	3
CAN/ON	186147952	30	30	0
TUR/54	6354276	1	1	0
OMN/MA	7645880	1	1	0
VEN/P	851604	1	1	0
VNM/HN	37086620	7	7	0
IND/DL	2096256	1	1	0
VNM/54	5764704	1	1	0
USA/MD	78993048	71	13	12
UZB/SA	11461884	2	2	0
SYR	1506684	1	1	0
COL/DC	10743312	2	2	0
VNM/DN	24071968	3	3	0
IDN/JB	12839568	2	2	0
SGP	70593044	13	13	0
VEN/L	1048128	1	1	0
TWN/NWT	885988168	1	1	0
CRI/A	7779504	1	1	0
MYS/10	7779504	1	1	0
NOR/50	220205560	56	0	4
VNM/HP	12772044	3	3	0
BRA/AM	4389036	1	1	0
ZAF/GP	9106112	1	1	0
IDN/JI	14215736	2	2	0
VEN/A	14162760	2	2	0
GCP/us-central1	85496288	8	8	0
USA/MO	63806248	6	6	0
VEN/K	5109624	1	1	0
IRQ/BG	12970584	2	2	0
IND/MH	8340688	2	2	0
GBR/ENG	127614072	28	28	0
PAN/8	2489304	1	1	0
BGD/F	3668448	1	1	0
VNM/43	12905076	1	1	0
VNM/45	11463900	2	2	0
BGD	6812832	2	2	0
MEX/AGU	8534984	1	1	0
BRA/RJ	14280744	2	2	0
COL/MAG	8534984	1	1	0
BRA/SP	8843580	3	3	0
BRA/ES	8450532	1	1	0
TUR/41	8534984	1	1	0
CHN/GS	107681864	3	3	0
USA/FL	12925504	1	1	0
JPN/13	19085964	13	2	1
JAM/01	16508016	1	1	0
UKR/63	4716576	1	1	0
EST/37	3926864	1	1	0
VNM/SG	5630072	2	2	0
CHE/VD	5800068	22	3	2
IDN/YO	19452260	3	3	0
USA/GA	3926865	3	0	1
UKR/05	6695024	1	1	0
TUR/26	2816844	1	1	0
PAK	9695184	1	1	0
CHL/VS	7860960	1	1	0
PAK/PB	3668448	1	1	0
DZA/16	5175132	1	1	0
GHA/AA	8694816	1	1	0
IDN/BA	5961228	1	1	0
VNM/46	10808820	1	1	0
VNM	6971920	1	1	0
GBR/SCT	21994150	3	1	1
NIC/MN	11666888	1	1	0
KHM/12	917112	1	1	0
BGD/C	10022724	2	2	0
AZE/BA	6288768	1	1	0
BRA/BA	5961228	1	1	0
HUN/SO	13298124	1	1	0
KAZ/71	4389036	1	1	0
IDN/KR	10494312	1	1	0
IDN	5109624	1	1	0
CAN/BC	10494312	1	1	0
ARM/ER	13363632	1	1	0
SWE/F	5625576	1	1	0
VNM/CT	5625576	1	1	0
FRA/BFC	12485528	1	1	0
USA/RI	37456584	9	0	1
ISR/TA	53528360	51	1	1
FRA/IDF	7636048	16	4	3
VNM/20	8235584	1	1	0
