region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	450620874	95	51	2
CHN	2145386988	205	37	4
GitHub	8924536581	177	177	0
VPN	1169072777	66	66	0
KOR/11	1983229842	34	34	0
AWS/ap-southeast-1	23336349	35	35	0
USA/TX	5935312173	203	68	14
USA/MA	2923868186	93	18	21
USA	1969418123	75	46	1
AWS/us-east-2	26762	4	4	0
MAR/07	991614921	17	17	0
HKG	991614921	17	17	0
USA/PA	8460874861	190	168	2
USA/SC	7822593986	577	89	8
USA/UT	31809118	8	2	1
USA/FL	39302115	7	1	1
USA/NY	450129905	8	3	1
DEU/NW	360	3	3	0
USA/VA	360	3	3	0
USA/IL	623	5	5	0
JOR/AM	94	1	1	0
USA/MN	211350786	3	3	0
IND/RJ	334862207	5	5	0
USA/OR	247166487	8	2	1
SGP	1536581931	13	13	0
USA/NH	877480325	39	16	3
USA/CA	36625524	7	1	1
CHE/VD	106462470	5	3	1
EGY/C	42512007	7	1	1
GBR/ENG	120808722	5	3	1
DEU/BY	45855600	4	4	0
IRL/L	303474841	3	3	0
RUS/AD	169	1	1	0
