week_start	Microscopy	Miscellaneous
2025-01-06	390260164	1080
2025-01-13	0	191
2025-01-20	8924531049	4959
2025-01-27	334861869	338
2025-02-10	685963722	1387
2025-02-17	0	1183
2025-02-24	211341921	169
2025-03-03	13409585097	0
2025-03-10	6739077063	0
2025-03-17	1114895682	0
2025-03-24	0	169
2025-03-31	1810930706	0
2025-04-07	31808949	529
2025-04-21	59712403	360
2025-05-12	1536581931	0
2025-07-21	120808722	0
2025-07-28	613142914	169
2025-08-04	1056724634	266
2025-08-11	167102476	0
2025-08-18	5226	0
2025-08-25	211341921	169
2025-09-01	8696	94
2025-09-08	8696	338
2025-10-06	1021863675	360
2025-12-15	1055492885	1080
2025-12-29	7353	97
2026-01-05	570659665	0
2026-01-12	1301775529	1080
2026-01-19	781653637	94
2026-01-26	489763368	169
2026-02-02	36625524	0
2026-02-09	27446063	0
2026-02-23	106462470	0
2026-03-16	40209928	194
2026-03-23	23760182	0
2026-04-20	2001231838	914
2026-05-11	217106625	0
2026-05-18	17439906	194
2026-05-25	0	169
2026-06-22	2608336	194
2026-06-29	991641323	360
2026-07-06	2724715	288
2026-08-03	991614561	1268
2026-08-10	991614561	529
