region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/DC	90555571057	782	754	8
GitHub	96102322875	377229	4478	1484
USA/MD	49337811775	1146	390	22
VPN	96397167217	4539	2029	139
USA/NY	27678145148	13074	279	81
AWS/us-east-1	130472008955	23178	382	750
IRN	23820197042	187	187	0
HKG/KKC	3717683384	458	0	32
CAN/QC	8906033065	60	60	0
USA/MA	33920173442	838	2	245
USA	9573599373	2412	3	75
USA/PA	47287076394	572	366	1
AWS/ap-southeast-1	2548334784	449	449	0
CHN	36376323691	4017	129	219
AWS/us-west-2	8915274848	38943	230	208
USA/NV	1390210776	179	179	0
USA/CA	25863634432	14647	308	60
JPN/13	28976121692	4739	220	12
AWS/us-east-2	5957788946	109	41	1
USA/IL	2695739241	421	107	2
USA/VA	800701984	65	65	0
MEX/CMX	570695886	2649	79	53
UKR	1703208	1	1	0
USA/WA	10760681637	1505	149	58
CAN/BC	2359602362	11094	4	51
NLD	11286975114	542	66	57
BGD/E	4716576	2	2	0
unknown	13494648	1	1	0
MYS/04	851604	1	1	0
JAM/01	24041436	2	2	0
VNM/SG	124858248	17	17	0
KAZ/71	2030748	1	1	0
NAM/KH	2489304	2	2	0
ZAF/GP	7009356	2	2	0
CAN/ON	4471406468	13	13	0
UZB/TK	31247316	2	2	0
BRA/RS	4127004	2	2	0
USA/CO	917112	1	1	0
QAT/DA	47368632	2	2	0
SAU/02	2161764	2	2	0
MEX/NLE	11267376	1	1	0
ETH/AA	1113636	1	1	0
VEN/M	2096256	1	1	0
GCP/us-central1	268979966	622	14	8
DOM	1113636	1	1	0
VNM/HN	109725900	16	16	0
KAZ/35	6616308	1	1	0
BRA/SE	6092244	1	1	0
ITA/25	1179144	1	1	0
COL/CAU	4192512	1	1	0
IND/KL	917112	1	1	0
IRQ/BG	6288768	3	3	0
CHN/SH	174109471	32	2	6
PAK/SD	18145716	5	5	0
TUR/34	5306148	1	1	0
BHR/13	18997320	1	1	0
ZAF/WC	12118980	1	1	0
PAK	1113636	1	1	0
MEX/TAB	3013368	1	1	0
USA/WI	17228604	1	1	0
BRA/MA	9105612	3	3	0
HKG	64918428	12	12	0
NGA/LA	3471924	2	2	0
PAK/PB	24958548	5	5	0
KEN/30	12512028	2	2	0
MKD	12381012	1	1	0
IRQ	2292780	2	2	0
COL/RIS	6485292	1	1	0
CHE/VD	1002953190	99	16	6
TUR/01	6288768	1	1	0
USA/MI	17746010	70	1	1
CHL/RM	94031967	7	7	0
GCP/asia-south1	588640236	1388	7	3
BRA/RJ	3864972	1	1	0
KOR/11	16173118	79	1	1
VNM/69	5044116	1	1	0
ARG/X	3668448	1	1	0
IDN/BT	13887696	1	1	0
IND/KA	243282322	202	3	1
IRQ/AR	23582880	3	3	0
NOR/50	1656706034	319	0	3
ARE/DU	10874328	1	1	0
KAZ/15	11005344	1	1	0
VNM/HP	5306148	1	1	0
BGD	32622984	5	5	0
IDN/YO	21617640	6	6	0
GTM/01	9302136	1	1	0
VNM/43	15066840	2	2	0
BRA/MG	6747324	1	1	0
MAR/03	2816844	2	2	0
SGP	79723236	12	12	0
KAZ/55	13822188	1	1	0
COL/DC	8647056	3	3	0
