date	bytes_sent	number_of_requests	number_of_downloads
2024-04-16	23710179648	3120	<50
2024-04-19	1884604912	8300	<50
2024-04-20	988421490	4200	<50
2024-04-21	537607877	1780	<50
2024-04-22	542859173	1700	<50
2024-04-23	2041777286	4320	<50
2024-04-24	654885555	2320	<50
2024-04-25	534928827	1780	<50
2024-04-26	550912130	1720	<50
2024-04-27	867228397	3520	<50
2024-05-02	1604084849	5820	<50
2024-05-03	668631018	2180	<50
2024-05-04	696780971	2340	<50
2024-05-06	381268586	920	<50
2024-05-07	459655042	1120	<50
2024-05-08	171304197	440	<50
2024-05-10	22813565	<50	<50
2024-05-19	228229872	<50	<50
2024-05-30	7860960	<50	<50
2024-06-01	23585285354	180	180
2024-06-03	28364964	<50	<50
2024-06-08	25679136	<50	<50
2024-06-11	21159084	<50	<50
2024-06-12	68586876	<50	<50
2024-06-15	10874328	<50	<50
2024-07-09	2199796956	7820	<50
2024-07-10	1188089767	4060	<50
2024-07-11	1741353415	1740	<50
2024-07-12	720815962	2020	<50
2024-07-13	1899131035	6160	<50
2024-07-14	428990687	1020	<50
2024-07-15	523290687	1420	<50
2024-07-16	1096177343	3500	<50
2024-07-17	1031715506	3500	<50
2024-07-18	916664254	3060	<50
2024-07-19	638921310	1900	<50
2024-07-20	619358971	1960	<50
2024-07-21	479948336	1160	<50
2024-07-22	314823872	760	<50
2024-07-26	1796491392	180	180
2024-08-19	21469068507	160	140
2024-08-20	476387478	<50	<50
2024-08-26	387785582	80	<50
2024-08-27	463296815	<50	<50
2024-08-28	350607950	<50	<50
2024-08-29	1417612215	<50	<50
2024-08-30	87301466	<50	<50
2024-08-31	407744783	<50	<50
2024-09-03	403582982	<50	<50
2024-09-04	3304339333	<50	<50
2024-09-05	1480184399	<50	<50
2024-09-06	1289140671	<50	<50
2024-09-07	2073262343	80	<50
2024-09-08	1447557196	60	<50
2024-09-09	868170980	<50	<50
2024-09-10	3477464549	160	<50
2024-09-11	3027426632	160	<50
2024-09-12	393093414	<50	<50
2024-09-13	79017686	<50	<50
2024-09-14	1590920964	300	<50
2024-09-18	7860960	<50	<50
2024-09-20	15402757435	10380	<50
2024-09-21	1831095228	5800	<50
2024-09-22	712103398	2020	<50
2024-09-23	13593997925	5940	<50
2024-09-24	1242307117	2900	<50
2024-09-25	25880775082	5820	<50
2024-09-26	20310322708	5780	<50
2024-09-27	746881293	2280	<50
2024-09-28	1050105286	3680	<50
2024-09-29	612133581	1780	<50
2024-09-30	8928246838	4560	<50
2024-10-01	627169928	2040	<50
2024-10-02	449841097	1080	<50
2024-10-03	335332998	860	<50
2024-10-04	220246096	440	<50
2024-10-06	19433405	<50	<50
2024-10-09	105296612	<50	<50
2024-10-10	121818008	<50	<50
2024-10-12	228626720	<50	<50
2024-10-14	27428188	<50	<50
2024-10-15	13298124	<50	<50
2024-10-18	23517372	<50	<50
2024-10-22	1030768380	120	120
2024-10-23	24212979188	4660	60
2024-10-24	6157752	<50	<50
2024-10-25	7860960	<50	<50
2024-10-26	4127004	<50	<50
2024-10-29	4127004	<50	<50
2024-11-11	4127004	<50	<50
2024-11-14	63935808	<50	<50
2024-11-15	22927800	<50	<50
2024-11-16	47362284	<50	<50
2024-11-17	58564152	<50	<50
2024-11-19	3266639338	10900	<50
2024-11-20	143298642	<50	<50
2024-11-22	23124324	<50	<50
2024-11-23	15590904	<50	<50
2024-11-24	81982468	<50	<50
2024-11-26	64983936	<50	<50
2024-11-27	67866288	<50	<50
2024-11-29	103958960	<50	<50
2024-11-30	6419784	<50	<50
2024-12-01	6616308	<50	<50
2024-12-02	2471745366	300	<50
2024-12-03	1253209406	160	<50
2024-12-06	676852534	<50	<50
2024-12-19	1596728	<50	<50
2025-01-19	57974580	<50	<50
2025-01-20	1200033396	<50	<50
2025-02-11	26099075	<50	<50
2025-02-20	23722062	<50	<50
2025-02-25	444044476	<50	<50
2025-03-02	143921076	<50	<50
2025-03-26	403953580	<50	<50
2025-04-12	23585285354	180	180
2025-04-15	23625179726	180	180
2025-04-16	23585285354	180	180
2025-06-17	51554796	<50	<50
2025-07-15	641885847	400	<50
2025-07-16	50589704	100	<50
2025-07-26	522400716	<50	<50
2025-07-27	328844423	<50	<50
2025-07-28	1637104796	<50	<50
2025-07-29	468506756	<50	<50
2025-07-30	1075837129	<50	<50
2025-07-31	2746504434	60	<50
2025-08-01	100642407	<50	<50
2025-08-02	1043627965	<50	<50
2025-08-03	1896180748	<50	<50
2025-08-04	976849172	<50	<50
2025-08-05	547413204	300	<50
2025-08-06	1540821699	920	<50
2025-08-07	96457856	<50	<50
2025-08-08	404006591	<50	<50
2025-08-09	491689778	<50	<50
2025-08-10	1023989056	<50	<50
2025-08-11	194870450	<50	<50
2025-08-12	1282087386	<50	<50
2025-08-13	624059318	<50	<50
2025-08-14	1203274442	<50	<50
2025-08-15	1113079372	<50	<50
2025-08-16	629578254	<50	<50
2025-08-17	1324521620	<50	<50
2025-08-18	841181096	<50	<50
2025-08-19	980462067	680	<50
2025-08-20	20343876	<50	<50
2025-08-21	331403812	<50	<50
2025-08-22	29077283	<50	<50
2025-08-23	115283654	<50	<50
2025-08-24	21340768	<50	<50
2025-08-27	930437000	<50	<50
