region	bytes_sent
GitHub	181124425261
US/Massachusetts	89840779636
US/California	60598564722
JP/Tokyo	44625901532
AWS/us-east-2	42081221127
GB/England	31697982738
US/Georgia	18123734801
NL/North Holland	15863344709
US/Pennsylvania	15216247907
AWS/us-east-1	15111794750
US/Vermont	14705747085
AWS/us-west-2	14682586049
US/Wisconsin	14682586049
US/Tennessee	14682586049
IR/Fars	14682586049
CA/Quebec	13791442682
VPN	12683727394
DE/Lower Saxony	12226053546
PT/Lisbon	9366925934
GCP/us-central1	4911038189
IN/Punjab	4142102672
NO/Oslo	3058581973
FR/Centre	2966536014
US/Virginia	2692354987
US/Maryland	2534888126
IN/Maharashtra	2285977653
US/New Jersey	1514791584
CH/Vaud	1391107969
CN/Shanghai	1347110050
US/Washington	1161737297
NO/Trøndelag	835538656
DE/Bavaria	623051021
VN/Ho Chi Minh	420341919
VN/Kiên Giang Province	420341919
IN/Tamil Nadu	402281140
HK/Hong Kong	372211599
US/Florida	362921219
SE/Stockholm	311814662
US/Louisiana	311814662
CH/Valais	299965420
PT/Santarém	216191784
US/New York	180127646
US/Rhode Island	120162867
AWS/ap-southeast-1	114876084
DE/North Rhine-Westphalia	66115668
IT/Apulia	52035398
GCP/us-east1	43996632
GB/Scotland	36450960
JP/Niigata	23227400
US/Oregon	19586060
US/Texas	17023384
DE/Thuringia	6370944
