week_start	sub-Cori/sub-Cori_ses-20161214T120000.nwb	sub-Cori/sub-Cori_ses-20161217T120000.nwb	sub-Cori/sub-Cori_ses-20161218T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171101T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171102T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171104T120000.nwb	sub-Forssmann/sub-Forssmann_ses-20171105T120000.nwb	sub-Hench/sub-Hench_ses-20170615T120000.nwb	sub-Hench/sub-Hench_ses-20170616T120000.nwb	sub-Hench/sub-Hench_ses-20170617T120000.nwb	sub-Hench/sub-Hench_ses-20170618T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171205T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171206T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171207T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171208T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171209T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171210T120000.nwb	sub-Lederberg/sub-Lederberg_ses-20171211T120000.nwb	sub-Moniz/sub-Moniz_ses-20170515T120000.nwb	sub-Moniz/sub-Moniz_ses-20170516T120000.nwb	sub-Moniz/sub-Moniz_ses-20170518T120000.nwb	sub-Muller/sub-Muller_ses-20170107T120000.nwb	sub-Muller/sub-Muller_ses-20170108T120000.nwb	sub-Muller/sub-Muller_ses-20170109T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170108T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170109T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170110T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170111T120000.nwb	sub-Radnitz/sub-Radnitz_ses-20170112T120000.nwb	sub-Richards/sub-Richards_ses-20171029T120000.nwb	sub-Richards/sub-Richards_ses-20171030T120000.nwb	sub-Richards/sub-Richards_ses-20171031T120000.nwb	sub-Richards/sub-Richards_ses-20171101T120000.nwb	sub-Richards/sub-Richards_ses-20171102T120000.nwb	sub-Tatum/sub-Tatum_ses-20171206T120000.nwb	sub-Tatum/sub-Tatum_ses-20171207T120000.nwb	sub-Tatum/sub-Tatum_ses-20171208T120000.nwb	sub-Tatum/sub-Tatum_ses-20171209T120000.nwb	sub-Theiler/sub-Theiler_ses-20171011T120000.nwb
2024-04-29	14400988	412944916	374824979	0	0	0	0	0	109630652	0	0	28337428	0	518987420	0	0	72866844	0	0	0	0	0	0	0	0	0	0	0	0	0	83640324	0	0	189209676	0	0	0	0	0
2024-05-06	0	0	287177732	0	0	0	0	495658120	0	0	0	0	28470156	0	954724860	0	56608492	0	0	0	214023632	0	58728948	0	0	21037388	0	0	78229116	0	0	0	0	0	0	0	0	0	0
2024-05-13	0	0	0	0	0	0	9689144	0	75151736	404444448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255769094	0	0	0	0	185987400	0	104984221	0	0	0	0	0	0	0
2024-05-20	0	0	51127162	126792971	0	0	27142876	0	216902936	0	0	112793319	0	0	0	0	0	0	0	0	0	0	141818228	0	0	0	0	0	0	0	57176312	0	0	0	0	0	0	64829687	0
2024-05-27	0	0	0	0	501189164	0	0	0	0	0	0	0	232042732	0	21166107	0	0	118509104	51830284	0	0	0	385854464	66684028	9556416	0	0	0	0	0	0	0	0	0	97708827	0	0	0	0
2024-06-03	49847804	0	0	10087328	0	0	0	0	0	0	212118500	0	0	8826412	9556416	1076518968	0	0	0	0	0	460274780	0	0	9888236	13737348	0	0	57963064	0	0	0	0	0	0	0	0	0	0
2024-06-10	692522624	383798282	33913016	473624313	400344556	344796465	84331524	33787912	533096560	826169592	721997964	805452142	714182984	219782152	848284898	551061128	33935912	758042036	849630888	926329282	17012024	904238700	682287520	353419976	1066696688	300255892	515095688	440876520	444952292	94276324	428907286	425161870	289122304	410480208	89736	343008992	473522147	397066361	352980021
2024-06-17	0	332879362	0	845569058	347258464	0	280983334	615890792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358289768	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	515855832	596786816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	73081344	0	0	8666561	5263340	3802465	2588196	11348244	6682512	2502396829	25090108	3981840	11267184	0	0	0	0	0	425840744	5176392	3185472	3080742	3273904	5242756	3237334	44438440	8326852	2370644	132728	0	0	0	5242756	8298620	3961593	4247296	4232787	7876193	2458125
2024-07-15	0	0	0	0	12210976	0	13471892	0	0	0	0	6370944	10087328	11746428	10352784	14069168	0	6503672	0	0	0	0	0	6370944	0	0	0	0	0	0	23691948	8892776	11547336	0	0	0	0	0	0
2024-07-22	16856456	6370944	10551876	0	0	0	0	10020964	10153692	0	19909200	0	0	0	0	0	0	0	0	0	0	0	590604640	0	0	10750968	11812792	11945520	0	0	0	0	0	0	14400988	10020964	6968220	11746428	0
2024-07-29	57736680	0	0	115240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315079362	0	0	0	485782265	0	0	0	0
2024-08-05	33942022	28792322	0	45297169	37928544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	69107636	0	0	0	0	0	0	6355413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	26213780	16391908	15396448	63046792	17586460	0	20572840	640843656	27872880	22895580	12741888	384688031	0	20904660	414206091	16524636	11812792	4579116	10684604	26943784	10286420	10419148	0	13339164	13936440	19444652	12011884	10419148	12277340	54153024	29797436	204150135	16657364	25616504	36632928	9290960	7698224	14600080	0
2024-09-02	0	0	0	0	0	310773089	0	0	0	0	0	372211599	0	0	789655606	0	0	0	0	0	0	0	0	0	220456292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-09-09	479040030	403527688	573267819	422784529	347258464	355602467	280983334	615890792	515855832	837057792	394403936	372211599	619346872	286488802	394827803	437928056	216191784	355026576	416303544	429497787	88321288	443613734	295302320	163506784	385048414	283392876	498000376	0	0	299965420	315079362	204150135	272075696	298044164	188743680	230686720	759115458	379929985	335774221
2024-09-16	202190882	124205190	133266860	135891507	116062592	156953340	162354110	175267580	142056972	100731604	140520560	214488588	106747632	82602662	55434123	92562824	36021840	42634528	41849712	55925779	46916696	111267030	87774528	73897056	82151236	82569412	96380392	96891284	97919696	104445312	89411956	46863735	53334620	57737288	120062088	44029216	540740449	95983883	94966779
2024-09-23	755768354	825361938	1339144750	1163499536	813216096	863778250	859481980	1503244136	1012575936	1075768732	785449728	901512312	1542347128	740393308	1005410547	715729936	545877096	952775808	910333816	1269417737	1187172296	1209735074	384012000	289600240	674511924	300230940	555379160	824258272	732465984	632872800	680384016	401768650	531449376	503759384	899795940	440347040	955128901	803530375	704155227
2024-09-30	107342342	117921282	0	156326621	122942688	0	7233676	82757768	154097112	182599296	116531296	140396567	241461080	97745122	143169563	99331984	78748592	40453776	133188024	0	0	21568300	0	6171852	0	0	0	0	0	68157440	11215516	78321015	125009228	104057604	13923065	117429536	0	36700160	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96109932	0	0	0	0	0	0	0	0	100954504	0	101419052	0	0	0	0	0	0
2024-10-21	8680	0	0	0	0	0	0	0	0	182599296	0	0	231373752	150217466	0	0	0	78643200	0	141139387	130802776	134283814	101315760	89377328	133390174	94649196	162456056	136455644	214488136	43064300	110607042	0	0	0	136314880	0	151426643	138757505	110330381
2024-10-28	127324044	0	0	150154769	10485760	0	0	7897316	0	6238216	0	8428228	7963680	0	8494592	6636400	0	2190012	7167312	5441848	0	8494592	0	10153692	0	7897316	7897316	0	0	8096408	8560128	0	0	6503672	7897316	0	0	8361864	7897316
2024-11-04	0	8229136	6636400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	334046602	0	9888236	0	0	0	0	0	5906396	0	4380024	0	0	0	0	4114568	0	0	0	0	4048204	0	0	0	0	4114568	4114568	0	0	0	0	0	0	0	0	5972760	0	0	0
2024-11-18	164615180	10485512	153946715	4114568	109858672	229916724	7300040	197629980	12874616	295388552	174531260	236912414	9091868	150242004	5110028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6304580	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10220056	0	12410068	0	0	0	0	0	0
2024-12-02	0	0	0	0	0	126223713	0	310378496	0	0	0	201326592	0	0	210278427	7764588	0	0	256919992	0	0	0	0	0	0	165952364	0	0	0	176160768	0	137041271	0	0	0	0	0	0	0
2024-12-16	311840702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	17520096	0	19577380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	0	0	23236888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	4434196748	57603952	706959441	1254777418	459295756	660767302	609283372	1772022200	900974060	0	210086640	1116634797	912071552	396667902	394827803	0	216191784	710053152	832607088	858995574	366732376	566269266	377475812	427111040	385048414	566785752	574266480	634444176	358289768	241245164	546535210	0	88013524	68620376	0	348713408	0	5640940	0
2025-03-03	80	0	0	139128	25104	0	8232	17952	30800	0	20248	8976	8976	8976	9072	0	0	10800	0	0	0	0	11640	11408	10128	0	0	0	9176	11688	10008	0	0	0	8976	0	24232	8328	8976
2025-03-10	0	0	0	4114568	0	0	0	0	0	4114568	0	0	543672	5402246	0	0	0	0	0	5527195	0	4114568	0	596528	0	0	0	0	5508212	0	0	0	0	5508212	611065	0	0	0	0
2025-03-17	311814662	332879362	573267819	422784529	347258464	310773089	0	615890792	0	0	394403936	0	0	286488802	394827803	267104144	216191784	355026576	0	429497787	0	0	0	0	0	283392876	0	346170844	358289768	0	315079362	204150135	272075696	0	0	342873376	0	379929985	0
2025-04-28	311814662	332879362	613351675	0	0	0	313501694	615890792	128960112	596786816	394403936	744423198	723287756	0	0	437822072	251298340	388142212	416303544	57404860	0	887227468	295302320	545756256	0	566785752	498000376	0	184986188	582536408	351712290	250405843	272075696	298044164	45791160	456105220	903859310	464824401	439117001
2025-06-09	15529176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	24193048	22736064	40162256	18340088	24846704	5702368	7801312	2770664	6402360	9988784	3220848	5681832	5591424	12670656	14716424	10401328	23104	11238112	10631768	5232080	6736712	19907136	179056	2465112	10840144	4987480	12029936	11354808	7872096	10869760	12328264	9826200	11090200	10579016	11357744	5349296	13711864	7363568	2630024
2025-07-14	6603984	5093384	3211048	33672155	10038272	14269864	7697664	10701536	12701416	16677352	15033400	11194872	13853024	10152232	11858744	7762808	113248	5641024	8158400	7552408	4732352	6910568	26256	9439400	8137960	2776192	11851664	4507872	13036672	2353344	7417456	7372696	6683528	5487664	13902336	5342064	13723624	9848520	7927960
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	162496399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	311814662	332879362	730554219	0	347258464	310773089	280983334	615890792	0	596786816	394403936	372211599	619346872	296642494	394827803	0	216191784	104857600	416303544	649280374	366732376	758186534	295302320	282766364	717668028	126106476	681427952	398599644	358289768	547502040	0	0	324504496	298044164	485782265	342873376	722283686	379929985	15330084
2025-08-04	0	0	0	277750095	0	0	0	248889192	358569432	0	0	0	0	104857600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99292535	0	0	0	0	0	275072385	0
2025-08-11	0	0	0	0	0	205915489	0	0	0	0	209715200	0	0	0	0	157286400	209715200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193186564	262144000	0	0	0	0
2025-08-18	0	175592962	0	20877537	157286400	0	0	0	0	0	0	0	104857600	0	104857600	0	0	0	311445944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	209715200	0	0	0	0	0	0	0	0	0	0	0	0	0	197740176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328495865	0	0	0	0
2025-09-01	273875320	384949844	61243787	439826209	0	0	280983334	0	186220360	634016936	394403936	372211599	251497776	286488802	0	103011788	0	0	355928960	228171195	321310672	0	328856752	0	0	283392876	0	0	684352136	167531464	315079362	0	0	0	0	157286400	121017939	379929985	335774221
2025-09-08	262144000	0	0	422784529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157286400	52428800	0	0	168020528	0	0	0	0	0	0	52428800	0	0	0	0	0	387356243	0	52428800
2025-09-15	0	0	0	10286420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608633882
2025-09-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9176	0	0	0	0	0	0	0	0	0	545719322
2025-09-29	311814662	332879362	1146535638	422784529	347258464	310773089	255811436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	311814662	332879362	573267819	1017556708	347258464	310773089	280983334	0	0	0	0	778433579	619346872	572977604	394827803	267104144	216191784	355026576	416303544	429497787	366732376	443613734	0	272878128	385048414	283392876	498000376	346170844	358289768	299965420	0	0	0	0	0	342873376	439785043	379929985	0
2025-10-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272859661
2025-11-03	20157168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818578983
2025-11-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10087328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	1124619516	334108162	12095372	402754821	524292676	524403641	304277098	1250363504	1031711664	1201736404	6370944	604888867	18316464	8229136	590426166	282898776	6437308	364516628	190262056	875453846	7499132	0	8494592	19245560	385048414	518736604	996000752	356258172	372956212	765970360	20572840	204150135	287936692	298044164	485782265	342873376	448412363	390083677	16922820
2025-12-22	0	0	0	0	0	0	0	235929600	0	0	0	0	399832944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125506935	0	0	0	0	0	0	0
2025-12-29	0	0	0	71168489	0	0	193986560	2498468644	0	0	0	0	1579236360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194127324	0	0	0	0	209715200	172215044	0	0	0	0	0
2026-01-05	0	0	0	0	0	0	0	0	0	0	0	0	0	171145442	0	0	125829120	0	0	0	0	0	0	0	191061854	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	0	0	0	20971520	0	621546178	0	1242267344	0	0	0	744423198	619346872	0	1184483409	0	0	0	1001068144	0	0	0	0	0	385048414	283392876	0	367142364	358289768	310451180	336050882	612450405	533665632	0	0	0	0	0	671548442
2026-01-19	0	191321602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115820288	563511892	0	133514625	0
2026-01-26	0	0	325058560	0	184729184	0	0	0	306140632	324157056	216146016	0	0	0	0	110100480	0	162529280	0	198811067	151774296	235929600	169473200	0	0	0	288285176	0	199229440	0	152043520	0	0	0	260338425	183500800	0	0	0
2026-02-02	107342342	0	20639204	251658240	0	0	0	0	0	0	0	372211599	0	286488802	0	0	0	0	0	0	0	0	0	136314880	0	0	0	0	0	0	0	0	0	0	0	0	182883923	0	146800640
2026-02-16	12330500	17581096	5030460	12590592	3276800	3379200	13234976	11613700	14689276	6370944	16028852	9888236	819200	5773668	0	0	7167312	716800	969144	8428228	6503672	10220056	1024000	11680064	1024000	0	7660400	10352784	0	1024000	0	0	0	0	7521964	15153824	0	0	10883696
2026-02-23	10307464	18229400	14634328	447153665	10000264	4728968	10000264	10880120	1433600	614400	5164068	17415267	9928192	5110028	1945600	13024468	10373828	11262968	18776452	1638400	17139036	10169028	6295296	8229136	30840692	9994556	11024264	9922484	8473900	15681160	5343368	18893040	14590796	9012300	11909828	158924800	13307048	4795332	13335588
2026-03-02	4701396312	0	0	0	4114568	7211693	0	0	0	0	7248104	0	1977272	0	6661175	0	1561384	7416056	0	0	2290776	6873470	2028720	1927728	0	1997676	0	0	0	4644652	6815062	46811373	1842096	4247296	15993724	1881376	0	1766785	2052621
2026-03-09	0	0	573267819	0	347258464	310773089	285097902	0	2256376	596786816	0	372211599	619346872	0	0	267104144	0	0	4644652	0	366732376	443613734	295302320	272878128	772066842	283392876	996000752	0	358289768	0	315079362	0	0	0	0	342873376	439785043	0	335774221
2026-03-16	614400	0	0	4711844	0	6238216	0	7300040	0	0	0	8229136	0	10153692	0	0	0	0	10950060	0	0	0	0	17719188	11680064	0	0	7764588	0	12874616	0	9954600	0	10220056	0	0	0	0	0
2026-03-23	8760	0	0	422784529	351306668	4711844	0	628964500	515855832	596786816	3133536	0	620143240	286488802	0	0	0	355026576	0	2899387	0	446395468	6890416	2849328	2584414	0	499872752	0	0	304079988	315079362	204150135	272805700	0	0	342873376	0	597276	0
2026-03-30	0	0	0	113890944	0	71800968	0	0	7963680	0	0	0	4114568	64102400	0	9025504	0	0	5906396	0	5972760	8295500	0	0	101068800	0	0	0	0	59263052	0	0	0	6039124	0	0	0	0	0
2026-04-06	4380024	0	0	8909900	5242756	0	0	0	58665776	0	0	0	0	0	0	0	0	0	0	0	0	0	48	19975200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
