date	bytes_sent	number_of_requests	number_of_downloads
2024-03-07	18442605394	2200	<50
2024-03-08	161984914	280	<50
2024-03-10	18442605394	<50	<50
2024-03-12	31395608682	8720	80
2024-03-13	1257127244	460	<50
2024-03-14	3627728252	1140	<50
2024-03-15	110885612	220	<50
2024-03-16	96408344	220	<50
2024-03-17	124642292	220	<50
2024-03-18	621325080	740	<50
2024-03-19	162447258	260	<50
2024-03-20	155568918	260	<50
2024-03-21	150197262	260	<50
2024-03-25	155372394	260	<50
2024-03-26	134082294	260	<50
2024-03-27	169653138	260	<50
2024-03-30	158070804	<50	<50
2024-04-04	144105018	260	<50
2024-04-09	6239454592	1800	60
2024-04-15	7553712	<50	<50
2024-04-16	328907056	500	<50
2024-04-19	127662510	260	<50
2024-04-22	197074360	<50	<50
2024-04-24	3033506684	860	<50
2024-04-25	1527038098	440	<50
2024-04-26	3020667116	720	<50
2024-04-30	1502996662	360	<50
2024-05-12	157149386	260	<50
2024-05-15	18442605394	<50	<50
2024-05-18	18596151840	260	<50
2024-05-24	36885210788	<50	<50
2024-06-06	13822188	<50	<50
2024-06-07	11398392	<50	<50
2024-06-10	9957216	<50	<50
2024-06-15	9891708	<50	<50
2024-06-16	9760692	<50	<50
2024-06-20	18442605394	<50	<50
2024-07-08	325928596	<50	<50
2024-07-09	132307924	280	<50
2024-07-11	394148024	<50	<50
2024-07-14	8470824	<50	<50
2024-07-26	96820824	<50	<50
2024-08-26	37078032	<50	<50
2024-08-29	225773116	<50	<50
2024-08-30	7795452	<50	<50
2024-09-02	8412993256	<50	<50
2024-09-04	8845542168	<50	<50
2024-09-05	216274456	<50	<50
2024-09-06	216274456	<50	<50
2024-09-07	278438880	<50	<50
2024-09-08	466725064	<50	<50
2024-09-11	2357506642	120	<50
2024-09-14	194004678	<50	<50
2024-09-20	375492210	320	<50
2024-09-23	223597394	<50	<50
2024-09-24	1493629018	360	<50
2024-09-25	1505657566	360	<50
2024-10-03	1495332226	360	<50
2024-10-04	197074360	<50	<50
2024-10-05	18442605394	<50	<50
2024-10-07	30739176932	380	<50
2024-10-08	17410116958	<50	<50
2024-10-09	71665752	<50	<50
2024-10-10	203279664	<50	<50
