week_start	sub-1801-18129009/sub-1801-18129009_icephys.nwb	sub-1802-18201004/sub-1802-18201004_icephys.nwb	sub-1802-18201011/sub-1802-18201011_icephys.nwb	sub-1803-18220008/sub-1803-18220008_icephys.nwb	sub-1803-18220019/sub-1803-18220019_icephys.nwb	sub-1808-18320005/sub-1808-18320005_icephys.nwb	sub-1808-18320021/sub-1808-18320021_icephys.nwb	sub-1809-18320031/sub-1809-18320031_icephys.nwb	sub-1813-18329014/sub-1813-18329014_icephys.nwb	sub-1813-18329044/sub-1813-18329044_icephys.nwb	sub-1813-18329051/sub-1813-18329051_icephys.nwb	sub-1813-18329062/sub-1813-18329062_icephys.nwb	sub-1815-18426017/sub-1815-18426017_icephys.nwb	sub-1822-18o22001/sub-1822-18o22001_icephys.nwb	sub-1822-18o22010/sub-1822-18o22010_icephys.nwb	sub-1822-18o22020/sub-1822-18o22020_icephys.nwb	sub-1902-19128006/sub-1902-19128006_icephys.nwb	sub-1902-19128040/sub-1902-19128040_icephys.nwb	sub-1903-19129058/sub-1903-19129058_icephys.nwb	sub-1903-19129072/sub-1903-19129072_icephys.nwb	sub-1906-19228044/sub-1906-19228044_icephys.nwb	sub-1906-19228058/sub-1906-19228058_icephys.nwb	sub-1906-19228068/sub-1906-19228068_icephys.nwb	sub-1907-19319025/sub-1907-19319025_icephys.nwb	sub-1908-19320022/sub-1908-19320022_icephys.nwb	sub-1909-19328001/sub-1909-19328001_icephys.nwb	sub-1909-19328009/sub-1909-19328009_icephys.nwb	sub-1909-19328019/sub-1909-19328019_icephys.nwb	sub-1909-19328034/sub-1909-19328034_icephys.nwb	sub-1909-19328046/sub-1909-19328046_icephys.nwb	sub-1911-19o10010/sub-1911-19o10010_icephys.nwb	sub-1911-19o10045/sub-1911-19o10045_icephys.nwb	sub-1911-19o10054/sub-1911-19o10054_icephys.nwb	sub-1911-19o10065/sub-1911-19o10065_icephys.nwb	sub-1912-2019-11-04-0001/sub-1912-2019-11-04-0001_icephys.nwb	sub-1912-2019-11-04-0083/sub-1912-2019-11-04-0083_icephys.nwb	sub-1913-2019-11-26-0006/sub-1913-2019-11-26-0006_icephys.nwb	sub-1913-2019-11-26-0019/sub-1913-2019-11-26-0019_icephys.nwb	sub-1913-2019-11-26-0037/sub-1913-2019-11-26-0037_icephys.nwb	sub-1914-2019-11-28-0010/sub-1914-2019-11-28-0010_icephys.nwb	sub-1914-2019-11-28-0038/sub-1914-2019-11-28-0038_icephys.nwb	sub-X2015-10-08-15o08002/sub-X2015-10-08-15o08002_icephys.nwb	sub-X2015-10-08-15o08007/sub-X2015-10-08-15o08007_icephys.nwb	sub-X2015-10-08-15o08011/sub-X2015-10-08-15o08011_icephys.nwb	sub-X2015-10-08-15o08017/sub-X2015-10-08-15o08017_icephys.nwb	sub-X2015-10-08-15o08020/sub-X2015-10-08-15o08020_icephys.nwb	sub-X2015-10-08-15o08022/sub-X2015-10-08-15o08022_icephys.nwb	sub-X2015-10-08-15o08032/sub-X2015-10-08-15o08032_icephys.nwb	sub-X2015-10-08-15o08038/sub-X2015-10-08-15o08038_icephys.nwb	sub-X2015-11-09-2015-11-09-0003/sub-X2015-11-09-2015-11-09-0003_icephys.nwb	sub-X2015-11-09-2015-11-09-0017/sub-X2015-11-09-2015-11-09-0017_icephys.nwb	sub-X2015-11-09-2015-11-09-0053/sub-X2015-11-09-2015-11-09-0053_icephys.nwb	sub-X2015-11-09-2015-11-09-0078/sub-X2015-11-09-2015-11-09-0078_icephys.nwb	sub-X2015-11-09-2015-11-09-0106/sub-X2015-11-09-2015-11-09-0106_icephys.nwb	sub-X2015-11-09-2015-11-09-0107/sub-X2015-11-09-2015-11-09-0107_icephys.nwb	sub-X2016-01-28-2016-01-28-0004/sub-X2016-01-28-2016-01-28-0004_icephys.nwb	sub-X2016-01-28-2016-01-28-0012/sub-X2016-01-28-2016-01-28-0012_icephys.nwb	sub-X2016-01-28-2016-01-28-0019/sub-X2016-01-28-2016-01-28-0019_icephys.nwb	sub-X2016-02-04-2016-02-04-0009/sub-X2016-02-04-2016-02-04-0009_icephys.nwb	sub-X2016-02-04-2016-02-04-0015/sub-X2016-02-04-2016-02-04-0015_icephys.nwb	sub-X2016-02-04-2016-02-04-0018/sub-X2016-02-04-2016-02-04-0018_icephys.nwb	sub-X2016-02-04-2016-02-04-0021/sub-X2016-02-04-2016-02-04-0021_icephys.nwb	sub-X2016-02-04-2016-02-04-0029/sub-X2016-02-04-2016-02-04-0029_icephys.nwb	sub-X2016-02-04-2016-02-04-0033/sub-X2016-02-04-2016-02-04-0033_icephys.nwb	sub-X2016-02-04-2016-02-04-0042/sub-X2016-02-04-2016-02-04-0042_icephys.nwb	sub-X2016-02-04-2016-02-04-0045/sub-X2016-02-04-2016-02-04-0045_icephys.nwb	sub-X2016-02-25-2016-02-25-0005/sub-X2016-02-25-2016-02-25-0005_icephys.nwb	sub-X2016-02-25-2016-02-25-0007/sub-X2016-02-25-2016-02-25-0007_icephys.nwb	sub-X2016-02-25-2016-02-25-0073/sub-X2016-02-25-2016-02-25-0073_icephys.nwb	sub-X2016-02-25-2016-02-25-0082/sub-X2016-02-25-2016-02-25-0082_icephys.nwb	sub-X2016-02-25-2016-02-25-0134/sub-X2016-02-25-2016-02-25-0134_icephys.nwb	sub-X2016-02-25-2016-02-25-0255/sub-X2016-02-25-2016-02-25-0255_icephys.nwb	sub-X2016-02-29-2016-02-29-0032/sub-X2016-02-29-2016-02-29-0032_icephys.nwb	sub-X2016-02-29-2016-02-29-0065/sub-X2016-02-29-2016-02-29-0065_icephys.nwb	sub-X2016-03-01-2016-03-01-0000/sub-X2016-03-01-2016-03-01-0000_icephys.nwb	sub-X2016-03-01-2016-03-01-0047/sub-X2016-03-01-2016-03-01-0047_icephys.nwb	sub-X2016-03-03-2016-03-03-0002/sub-X2016-03-03-2016-03-03-0002_icephys.nwb	sub-X2016-03-03-2016-03-03-0054/sub-X2016-03-03-2016-03-03-0054_icephys.nwb	sub-X2016-03-03-2016-03-03-0100/sub-X2016-03-03-2016-03-03-0100_icephys.nwb	sub-X2016-03-03-2016-03-03-0103/sub-X2016-03-03-2016-03-03-0103_icephys.nwb	sub-X2019-01-22-19122003/sub-X2019-01-22-19122003_icephys.nwb	sub-X2019-01-22-19122017/sub-X2019-01-22-19122017_icephys.nwb	sub-X2019-01-22-19122024/sub-X2019-01-22-19122024_icephys.nwb	sub-X2019-01-22-19122026/sub-X2019-01-22-19122026_icephys.nwb	sub-X2019-01-28-19128003/sub-X2019-01-28-19128003_icephys.nwb	sub-X2019-01-28-19128061/sub-X2019-01-28-19128061_icephys.nwb	sub-X2019-01-28-19128068/sub-X2019-01-28-19128068_icephys.nwb	sub-X2019-01-29-19129004/sub-X2019-01-29-19129004_icephys.nwb	sub-X2019-01-29-19129015/sub-X2019-01-29-19129015_icephys.nwb	sub-X2019-01-29-19129022/sub-X2019-01-29-19129022_icephys.nwb	sub-X2019-01-29-19129024/sub-X2019-01-29-19129024_icephys.nwb	sub-X2019-01-29-19129040/sub-X2019-01-29-19129040_icephys.nwb	sub-X2019-01-29-19129043/sub-X2019-01-29-19129043_icephys.nwb	sub-X2019-01-29-19129052/sub-X2019-01-29-19129052_icephys.nwb	sub-X2019-01-29-19129057/sub-X2019-01-29-19129057_icephys.nwb	sub-X2019-01-29-19129069/sub-X2019-01-29-19129069_icephys.nwb	sub-X2019-03-20-19320001/sub-X2019-03-20-19320001_icephys.nwb	sub-X2019-03-20-19320017/sub-X2019-03-20-19320017_icephys.nwb	sub-X2019-03-20-19320024/sub-X2019-03-20-19320024_icephys.nwb	sub-X2019-03-20-19320025/sub-X2019-03-20-19320025_icephys.nwb	sub-X2019-03-20-19320030/sub-X2019-03-20-19320030_icephys.nwb	sub-X2019-03-20-19320041/sub-X2019-03-20-19320041_icephys.nwb	sub-X2019-11-26-2019-11-26-0094/sub-X2019-11-26-2019-11-26-0094_icephys.nwb	sub-X2019-11-26-2019-11-26-0110/sub-X2019-11-26-2019-11-26-0110_icephys.nwb	sub-X2019-11-28-2019-11-28-0079/sub-X2019-11-28-2019-11-28-0079_icephys.nwb	sub-X2019-11-28-2019-11-28-0093/sub-X2019-11-28-2019-11-28-0093_icephys.nwb	sub-X2019-11-28-2019-11-28-0119/sub-X2019-11-28-2019-11-28-0119_icephys.nwb	sub-X2020-01-06-2020-01-06-0017/sub-X2020-01-06-2020-01-06-0017_icephys.nwb	sub-X2020-01-06-2020-01-06-0048/sub-X2020-01-06-2020-01-06-0048_icephys.nwb	sub-X2020-01-06-2020-01-06-0063/sub-X2020-01-06-2020-01-06-0063_icephys.nwb	sub-X2020-01-06-2020-01-06-0082/sub-X2020-01-06-2020-01-06-0082_icephys.nwb	sub-X2020-01-06-2020-01-06-0090/sub-X2020-01-06-2020-01-06-0090_icephys.nwb	sub-X2020-01-06-2020-01-06-0095/sub-X2020-01-06-2020-01-06-0095_icephys.nwb	sub-X2020-01-27-2020-01-27-0002/sub-X2020-01-27-2020-01-27-0002_icephys.nwb	sub-X2020-01-27-2020-01-27-0008/sub-X2020-01-27-2020-01-27-0008_icephys.nwb	sub-X2020-01-27-2020-01-27-0038/sub-X2020-01-27-2020-01-27-0038_icephys.nwb	sub-X2020-01-27-2020-01-27-0042/sub-X2020-01-27-2020-01-27-0042_icephys.nwb	sub-X2020-01-28-2020-01-28-0008/sub-X2020-01-28-2020-01-28-0008_icephys.nwb	sub-X2020-01-28-2020-01-28-0017/sub-X2020-01-28-2020-01-28-0017_icephys.nwb	sub-X2020-01-28-2020-01-28-0029/sub-X2020-01-28-2020-01-28-0029_icephys.nwb	sub-X2020-03-02-2020-03-02-0023/sub-X2020-03-02-2020-03-02-0023_icephys.nwb
2022-07-04	924021	715794	1077692	3472848	1131912	1062003	963149	1158052	1207791	1221770	1227877	1068991	1276368	1301596	1256376	1273885	2543586	2714501	2724501	2154164	3002226	3053386	2915042	2701981	2841002	3087041	3013482	2858745	3073647	3136728	1098652	878335	1059658	1121264	1112134	1433863	1109087	937189	968683	1000361	817233	1961599	1729435	1901540	1784282	2056611	1575354	1754180	1819824	1799999	1680090	1792142	2335401	2170717	2178668	2070438	1628466	1602416	1509012	1696534	2366557	1988729	1641238	1753365	2410406	1860858	2389859	1981665	1573260	2207992	1523816	2272909	2409830	2265501	2106676	2220499	2427964	2261437	1805968	2307259	4068805	2477394	4421055	2595091	2523307	2587733	2569090	2760885	2756396	2682341	2705852	2756607	2331829	2573381	2702264	2805424	2951914	2839551	2827848	2875341	2940100	2847765	1129521	1093343	962089	1028451	934727	1160159	1146681	1136755	1135522	1487044	1188948	1214826	1172826	1200392	5563602	1195305	1228783	1183234	1010081
2022-07-11	1848042	1431588	2155384	1157616	2263824	2124006	963149	1158052	2415582	1221770	1227877	1068991	1276368	1301596	2512752	1273885	5087172	5429002	2724501	2154164	3002226	6106772	2915042	2701981	5682004	3087041	3013482	5717490	3073647	3136728	2197304	1756670	1059658	1121264	1112134	2867726	1109087	1874378	968683	1000361	1634466	3923198	1729435	3803080	3568564	4113222	1575354	3508360	1819824	1799999	3360180	1792142	2335401	4341434	4357336	2070438	3256932	1602416	3018024	3393068	2366557	1988729	1641238	1753365	2410406	1860858	2389859	1981665	3146520	2207992	1523816	2272909	2409830	4531002	2106676	2220499	4855928	2261437	1805968	2307259	4068805	4954788	4421055	5190182	5046614	5175466	5138180	5521770	2756396	2682341	2705852	2756607	2331829	2573381	8106792	5610848	2951914	2839551	2827848	2875341	2940100	2847765	1129521	2186686	962089	2056902	934727	2320318	1146681	1136755	1135522	1487044	2377896	1214826	1172826	1200392	5563602	1195305	1228783	1183234	1010081
2022-07-18	0	715794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-07-25	0	715794	0	1157616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3053386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817233	0	0	0	0	0	0	0	0	0	1680090	0	0	0	0	0	0	0	1509012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-01	0	44379228	2155384	0	2263824	1062003	963149	0	0	0	0	0	0	1301596	0	0	0	0	2724501	2154164	0	0	0	0	0	0	0	0	3073647	0	0	0	0	0	0	0	1109087	0	0	0	50668446	0	0	0	0	0	0	1754180	0	0	0	0	0	0	0	0	0	0	0	0	0	1988729	0	0	0	0	0	0	0	2207992	0	0	0	0	0	0	0	0	1805968	0	0	0	0	0	2523307	0	2569090	0	0	0	0	0	0	0	0	0	0	0	2827848	0	0	0	0	1093343	0	0	934727	0	0	1136755	0	0	0	0	0	0	0	0	1228783	0	0
2022-08-08	924021	38652876	2155384	1157616	2263824	1062003	963149	2316104	2415582	2443540	2455754	2137982	2552736	1301596	1256376	2547770	5087172	5429002	2724501	2154164	6004452	3053386	5830084	5403962	5682004	6174082	6026964	5717490	3073647	6273456	2197304	1756670	2119316	2242528	2224268	2867726	1109087	1874378	1937366	2000722	44130582	3923198	3458870	3803080	3568564	4113222	3150708	1754180	3639648	3599998	1680090	3584284	4670802	4341434	4357336	4140876	3256932	3204832	1509012	1696534	4733114	1988729	3282476	3506730	4820812	3721716	4779718	3963330	3146520	2207992	3047632	4545818	4819660	4531002	4213352	4440998	4855928	4522874	1805968	4614518	8137610	4954788	8842110	5190182	2523307	5175466	2569090	5521770	5512792	5364682	5411704	5513214	4663658	5146762	5404528	5610848	5903828	5679102	2827848	5750682	5880200	5695530	2259042	1093343	1924178	2056902	934727	2320318	2293362	1136755	2271044	2974088	2377896	2429652	2345652	2400784	11127204	2390610	1228783	2366468	2020162
2022-08-15	0	19326438	0	0	0	0	0	0	2415582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21248058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-08-22	924021	6442146	0	32413248	1131912	1062003	963149	0	1207791	1221770	1227877	1068991	1276368	1301596	1256376	1273885	0	0	2724501	2154164	3002226	15266930	2915042	2701981	2841002	0	0	2858745	3073647	3136728	0	878335	1059658	1121264	1112134	1433863	1109087	937189	968683	0	4903398	0	1729435	1901540	1784282	2056611	1575354	1754180	1819824	1799999	1680090	1792142	2335401	2170717	2178668	0	1628466	1602416	4527036	1696534	2366557	1988729	1641238	1753365	2410406	1860858	0	1981665	1573260	2207992	1523816	2272909	2409830	2265501	0	2220499	0	4522874	3611936	2307259	4068805	0	4421055	2595091	2523307	2587733	2569090	2760885	2756396	2682341	2705852	2756607	2331829	0	2702264	0	0	2839551	2827848	2875341	2940100	2847765	1129521	4373372	962089	1028451	934727	1160159	1146681	1136755	1135522	1487044	1188948	1214826	1172826	1200392	5563602	1195305	1228783	1183234	0
2022-08-29	0	0	1077692	0	0	0	0	1158052	0	3665310	0	0	0	0	0	0	2543586	2714501	0	0	0	0	0	0	0	3087041	3013482	0	0	0	10986520	21080040	0	0	0	0	0	0	0	1000361	20430825	1961599	0	0	0	0	0	0	0	0	0	0	0	0	0	2070438	0	0	0	0	0	0	0	0	0	0	2389859	0	0	0	0	0	0	0	2106676	0	2427964	0	0	0	0	2477394	0	0	0	0	0	0	0	0	0	0	0	2573381	0	2805424	2951914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010081
2022-09-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24593380	0	0	0	0	0	0	0	0	22882524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-09-26	924021	715794	1077692	1157616	1131912	1062003	963149	1158052	1207791	1221770	1227877	1068991	1276368	1301596	1256376	1273885	2543586	2714501	2724501	2154164	3002226	3053386	2915042	2701981	2841002	3087041	3013482	2858745	3073647	3136728	1098652	878335	1059658	1121264	1112134	1433863	1109087	937189	968683	1000361	817233	1961599	1729435	1901540	1784282	2056611	1575354	1754180	1819824	1799999	1680090	1792142	2335401	2170717	2178668	2070438	1628466	1602416	1509012	1696534	2366557	1988729	1641238	1753365	2410406	1860858	2389859	1981665	1573260	2207992	1523816	2272909	2409830	2265501	2106676	2220499	2427964	2261437	1805968	2307259	4068805	2477394	4421055	2595091	2523307	2587733	2569090	2760885	2756396	2682341	2705852	2756607	2331829	2573381	2702264	2805424	2951914	2839551	2827848	2875341	2940100	2847765	1129521	1093343	962089	1028451	934727	1160159	1146681	1136755	1135522	1487044	1188948	1214826	1172826	1200392	5563602	1195305	1228783	1183234	1010081
2022-10-03	1848042	3415821	3462257	3472848	3395736	3186009	2889447	3474156	3623373	3665310	3683631	3206973	3829104	3904788	2512752	3821655	7630758	8143503	8173503	6462492	9006678	9160158	8745126	8105943	8523006	9261123	9040446	8576235	9220941	9410184	3295956	2635005	3178974	3363792	3336402	10037041	3327261	2811567	4843415	3001083	2451699	5884797	5188305	5704620	5352846	6169833	4726062	5262540	5459472	5399997	5040270	5376426	7006203	6512151	6536004	6211314	4885398	4807248	4527036	3393068	7099671	5966187	4923714	5260095	7231218	5582574	7169577	5944995	4719780	6623976	4571448	6818727	7229490	6796503	6320028	11102495	7283892	6784311	5417904	6921777	12206415	7432182	13263165	7785273	7569921	7763199	7707270	8282655	8269188	8047023	8117556	8269821	6995487	7720143	8106792	8416272	8855742	8518653	8483544	8626023	8820300	8543295	3388563	3280029	2886267	3085353	2804181	3480477	3440043	3410265	3406566	4461132	3566844	3644478	3518478	3601176	16690806	3585915	3686349	3549702	3030243
