region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	141884497031	544391	36089	12463
CAN/QC	495693801	255	30	113
GCP/us-west1	234976142	121	121	0
NLD	325889657	175	175	0
GH-actions	15302919968	362497	4512	3197
USA/VT	15936505633	60643	4054	378
VPN	4321643772	2411	2233	32
CHN	692369730	373	373	0
USA/NV	514669587	272	272	0
GCP/europe-west4	469952284	242	242	0
AWS/us-east-1	3839454051	1974	854	560
GCP/us-central1	624393744	368	368	0
USA/CA	766226858	511	400	11
CAN/ON	1036577860	544	533	10
AUT/7	463862825	240	240	0
USA/MA	858944374	523	263	179
USA/UT	466075353	239	239	0
USA/NY	2194898503	10028	841	123
ITA/21	237803990	122	122	0
CHE/VD	1053544823	815	524	35
IRN	224344935	115	115	0
AWS/ap-southeast-1	458809371	280	280	0
DEU/BW	1048972029	544	544	0
IND/KA	469952284	242	242	0
CHN/BJ	234976142	121	121	0
GCP/us-west4	234976142	121	121	0
ITA/88	234976142	121	121	0
USA/NM	716144243	2792	370	1
NLD/NH	235900163	122	122	0
NOR/46	231099211	118	118	0
AUS/SA	234976142	121	121	0
AWS/us-east-2	346041633	21170	148	31
GCP/asia-east1	234976142	121	121	0
ARG/B	45808542	29	29	0
IND/TN	237108982	131	123	1
AUS/NSW	699231175	358	358	0
HKG	257025574	137	137	0
USA/VA	328278619	192	164	3
USA/NJ	251531437	132	132	0
MEX/NLE	238531067	123	123	0
HKG/KKC	23576513	13	13	0
AWS/us-west-2	484255391	2329	135	121
USA/OH	229056018	118	118	0
GBR/ENG	337928092	221	221	0
USA	545727235	289	289	0
IND/MH	593351548	324	272	9
COL/CUN	7577183	4	4	0
ETH/AA	6176755	5	5	0
FRA/NAQ	237817144	122	122	0
USA/IL	385099997	288	206	5
PAK/PB	27954793	16	16	0
VNM/61	862732	1	1	0
NGA/LA	236855199	123	123	0
TUR/06	258573878	139	139	0
KOR/44	234976142	121	121	0
CHN/HB	234976142	121	121	0
MEX/JAL	3745812	3	3	0
DEU/SN	234976142	121	121	0
USA/MD	61480849	180	30	14
VEN/A	12033715	6	6	0
ARG/C	4959144	4	4	0
USA/MO	4436486	2	2	0
MEX/CMX	228489331	936	168	96
SAU/04	2455468	2	2	0
IND/CG	1128188	1	1	0
URY/MO	17474468	11	11	0
ARE/DU	4160658	3	3	0
COG	1393644	1	1	0
VEN/V	3778761	3	3	0
VNM/13	3721477	2	2	0
BGD/B	1746329	2	2	0
IND	10785886	6	6	0
COL/ANT	8002700	4	4	0
IND/DL	6664030	5	5	0
KAZ/15	1791828	2	2	0
ZAF/NW	1509012	1	1	0
USA/WI	69520365	96	34	4
BRA/RS	18583226	12	12	0
VNM/HN	64124364	44	44	0
BRA/PA	9799029	5	5	0
IDN	1956075	2	2	0
VNM/DN	11758892	8	8	0
USA/GA	5053242	3	3	0
SYC	13286086	7	7	0
PER/LMA	2221531	2	2	0
BGD	21950206	17	17	0
PSE/RBH	3522095	2	2	0
MEX/PUE	3093424	2	2	0
USA/IN	6716704	5	5	0
SAU/01	4734670	4	4	0
ZAF/KZN	5313091	4	4	0
BRA/DF	4303822	2	2	0
ARG/P	2824722	2	2	0
