region	bytes_sent
US/California	353193045421
GB/England	170335659426
US/New York	112979585715
US/Maryland	72540917084
GCP/europe-west4	60881187466
US/Pennsylvania	58461299230
CN/Shanghai	57913469438
CN/Guangdong	57038204712
HK/Hong Kong	56537310596
CN/Beijing	53657946637
US/Virginia	40812843979
IT/Trentino-Alto Adige	38037560443
ES/Madrid	37003551166
CA/Quebec	30661267828
FR/Provence-Alpes-Côte d'Azur	29339496004
US/District of Columbia	28560647481
AWS/us-east-1	28072223817
IN/Tamil Nadu	27948031763
PL/Mazovia	27886422621
CL/Santiago Metropolitan	27785757333
US/Texas	27744749325
US/Florida	27744749325
CH/Vaud	27744749325
BR/São Paulo	27744749325
IR/Fars	27744749325
AWS/us-west-2	25685663451
IT/Friuli Venezia Giulia	24940941567
AWS/us-east-2	19597868970
CN/Zhejiang	17413155850
GCP/us-central1	9806792761
TR/Mersin	6386146768
IN/Telangana	5916546065
GitHub	5722825188
US/Wisconsin	5718802594
IN/Kerala	5391688816
VPN	3400055478
US/New Jersey	2301894168
IT/Piedmont	2226625476
KR/Seoul	2101025936
DE/Bavaria	2011033502
IT/Veneto	1296973794
US/Connecticut	1123740991
GCP/us-east1	994457952
SG/Singapore	952329276
FI/Uusimaa	947138575
DE/Hesse	894307064
DE/North Rhine-Westphalia	867614375
AR/Buenos Aires F.D.	829065264
US/New Hampshire	457614396
DE/Lower Saxony	338577052
US/Massachusetts	326704258
US/Iowa	203394176
PT/Lisbon	186362997
NO/Oslo	145041300
TW/Taiwan	125120280
US/Rhode Island	124816965
AWS/ap-southeast-1	80247300
JO/Zarqa	69897036
AT/Salzburg	66847447
US/Washington	60594900
IR/Tehran	60450484
US/Arizona	53123875
US/Alabama	49786080
US/Illinois	47689824
HK/Sha Tin	41923279
CO/Risaralda Department	26203200
TR/Istanbul	15525396
TH/Bangkok	7860960
