week_start	sub-CS41/sub-CS41_ses-P41CSR1_behavior+ecephys.nwb	sub-CS41/sub-CS41_ses-P41CSR2_behavior+ecephys.nwb	sub-CS42/sub-CS42_ses-P42CSR1_behavior+ecephys.nwb	sub-CS42/sub-CS42_ses-P42CSR2_behavior+ecephys.nwb	sub-CS43/sub-CS43_ses-P43CSR1_behavior+ecephys.nwb	sub-CS43/sub-CS43_ses-P43CSR2_behavior+ecephys.nwb	sub-CS44/sub-CS44_ses-P44CSR1_behavior+ecephys.nwb	sub-CS47/sub-CS47_ses-P47CSR1_behavior+ecephys.nwb	sub-CS47/sub-CS47_ses-P47CSR2_behavior+ecephys.nwb	sub-CS48/sub-CS48_ses-P48CSR1_behavior+ecephys.nwb	sub-CS48/sub-CS48_ses-P48CSR2_behavior+ecephys.nwb	sub-CS49/sub-CS49_ses-P49CSR1_behavior+ecephys.nwb	sub-CS49/sub-CS49_ses-P49CSR2_behavior+ecephys.nwb	sub-CS51/sub-CS51_ses-P51CSR1_behavior+ecephys.nwb	sub-CS51/sub-CS51_ses-P51CSR2_behavior+ecephys.nwb	sub-CS53/sub-CS53_ses-P53CSR1_behavior+ecephys.nwb	sub-CS53/sub-CS53_ses-P53CSR2_behavior+ecephys.nwb	sub-CS54/sub-CS54_ses-P54CSR1_behavior+ecephys.nwb	sub-CS54/sub-CS54_ses-P54CSR2_behavior+ecephys.nwb	sub-CS55/sub-CS55_ses-P55CSR1_behavior+ecephys.nwb	sub-CS55/sub-CS55_ses-P55CSR2_behavior+ecephys.nwb	sub-CS56/sub-CS56_ses-P56CSR1_behavior+ecephys.nwb	sub-CS56/sub-CS56_ses-P56CSR2_behavior+ecephys.nwb	sub-CS57/sub-CS57_ses-P57CSR1_behavior+ecephys.nwb	sub-CS57/sub-CS57_ses-P57CSR2_behavior+ecephys.nwb	sub-CS58/sub-CS58_ses-P58CSR1_behavior+ecephys.nwb	sub-CS60/sub-CS60_ses-P60CSR1_behavior+ecephys.nwb	sub-CS62/sub-CS62_ses-P62CSR1_behavior+ecephys.nwb	sub-CS62/sub-CS62_ses-P62CSR2_behavior+ecephys.nwb
2025-08-18	0	803882951	913018422	6297072	1016236528	1516497852	994457952	927817738	897685121	1694595090	988293480	1257984064	946447895	1244681559	1227348888	1033846161	882270191	1132988695	1127644867	924729036	811170897	1821341098	1187278887	910108268	935356986	815928563	913830001	1096405080	984402664
2025-08-25	1055255447	1687514961	9564168	921951440	31050792	871869964	55943832	1927460916	1673547933	1013020690	1871729360	0	0	1253656155	0	928988561	882270191	9695184	0	924729036	811170897	1139766698	1187278887	0	935356986	815928563	913830001	0	492201332
2025-09-01	3196733605	2429729061	1981020608	1733424136	2897714640	2518978424	0	1855635476	897685121	2026041380	988293480	1509335168	1421036590	1259420859	2273071172	1033846161	608639891	1560665935	1142708123	924729036	811170897	1139766698	1187278887	1968977040	2705380468	1642276482	2269630803	1626050576	859202932
2025-09-08	1858640798	1607765902	913018422	1788614128	1016236528	834923452	994457952	1873701348	2693055363	2780876124	1976586960	3757174976	1892895790	906282868	3944190664	3101538483	2646810573	2265977390	2255289734	1178444108	1622341794	2279533396	3561836661	1820216536	1381332776	2842280041	913830001	911855704	1005809444
2025-09-15	929362407	803882951	0	894307064	0	834923452	994457952	0	0	1013020690	1007487324	1257984064	0	1244681559	1244628664	0	882270191	1132988695	1127644867	0	811170897	0	0	910108268	935356986	815928563	913830001	0	492201332
2025-09-22	2202181213	1615007857	916998716	901451532	1036477076	0	994457952	927817738	897685121	2026041380	988293480	1257984064	946447895	2489499486	2454697776	2067956450	1764540382	1132988695	0	1849458072	1622341794	2279533396	2374557774	1820216536	935356986	815928563	1827660002	0	492201332
2025-09-29	1127022547	144830024	1139154626	457375788	1081686188	1043496344	760834600	1136273950	781143801	531012028	682085992	137144084	764055244	1402011653	1310947848	213809954	0	1017900336	0	1234292764	198802513	1240750366	1805914837	1018425248	1044405306	1031140263	1082981786	1143591012	915802448
2025-10-06	3507626627	822493865	1864237748	1824132144	2042757100	1679616012	10693372	940511746	1737873314	1019750692	378925920	10367580	1412420185	14138542	1239729380	12381530	894529997	32686998	1133001801	928062872	14445218	1155712624	1199694246	920649376	13477184	21730591	8436054	560581168	10880940
2025-10-13	1424123474	1660531807	2786839544	1851830884	2516644728	1316481148	1016226376	942385996	909869609	2035243364	1006192468	2534558840	2891129799	1250435077	1239925904	2143598692	1776669172	2360059720	2340129569	1868565192	630364179	2163044668	2534676848	1474572772	1153770800	1652765491	315205367	1269760760	998041552
2025-10-20	5849673678	2564732933	920032648	7144468	1018201056	1672667956	1001671616	1861949726	1802476675	2033033414	995113964	3780192768	1897088302	2492239877	2461575856	1040036926	1770735793	1149921766	1134843386	1853585076	818590030	1147655140	1195043178	916260340	941669776	1636311670	919915006	554228084	6753936
2025-10-27	7661585891	1915018169	3073593164	4691138644	3277941872	4458840144	3984717932	3715528972	3611800121	3045726564	3957628464	6294374864	2860237153	7408246285	4915553044	4137448405	2652874968	4538865127	4514771980	2779682708	3252102721	3426860996	5944158726	3644560076	4683097720	3267972272	4573277009	2745205212	1483357932
2025-11-03	2837376000	862961660	985579608	54130088	1086453984	903286168	1080898688	1016377342	72738339	1069629364	1032171896	1316935216	64690140	77445627	1283618440	1086484170	943335038	64092855	62027974	79849040	881530713	1211996784	78853215	70948192	1004380606	874883572	973588132	600399304	549888044
2025-11-10	6577670395	2864625418	973609945	2750754740	4114464464	1738938624	2773796536	2840175930	966556118	2112179630	3052214100	3880610312	1488857178	3527170797	2559993136	3170589571	410941993	1337588046	3443186498	2824854940	1691815140	2348395092	2434279467	1866436784	2847509152	2543341653	1878953123	1148672120	1521470976
2025-11-17	2004919668	837108791	936152486	28242140	1047349268	882376492	35717428	961314202	926241869	1056331240	1018727452	26879352	989798309	1273089659	1266651868	1061229541	912995024	1153390702	1165726357	965498088	851345438	1186638794	1219153308	937473572	31956998	860937120	949299142	82139880	539223464
2025-11-24	3750661534	1633196290	947546720	943400716	26920228	871440864	52314304	952812706	926569409	1041923260	1012504192	1287335404	35437511	1286125751	1257153468	1057790112	38706999	35828394	41422398	35469976	851034627	29747026	1218532575	18510364	963335460	28977162	30104724	20763652	512725172
2025-12-01	6449811890	1856232114	3732678738	2765806220	2059982856	2563541944	3610786456	1729325014	2241691872	2131193676	3982002960	5017000000	4785878229	2524458627	3837561356	3124696338	3562050908	5080080385	3878627807	2816335124	2251731597	3465255078	4784792619	4578288332	3778167026	2486607116	4591583054	1672836800	1512594336
2025-12-08	1566697554	30503937	944617628	931335468	1040602656	870056780	1010669564	955720540	28884288	35632572	40194664	1311342380	993473154	49643878	533237228	25156626	924572962	1165017625	1159845359	963678008	837096744	41631456	1226427882	22959228	969654808	838492693	934436065	26920212	530543348
2025-12-15	3239097947	864461702	945660886	56373744	2072363156	889704972	2050721084	980679088	948711113	38466738	42086744	1308791152	1008337073	2544547211	2491709016	1077967094	1817172736	915055873	2322129236	981409460	863529926	4307745328	56577309	955226240	993058628	856828181	965603395	1130790820	517979036
2025-12-29	0	0	509316662	0	0	588508092	644874240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725905447	0	0	0	0	0	0
2026-01-05	2884862343	1220384204	2850099042	2682552820	1877557980	2249298176	3483797960	2140286908	1212703304	2415263634	1346708032	3629658216	1824212729	2373512974	2061624816	2463589980	1726146251	1883014385	3306488024	2753244344	1745714953	2488015148	1887861360	2578015676	52026468	1713797153	1593678598	1420446036	841709856
2026-01-12	2998037189	3399797644	2860732294	4652604708	4275705856	2597689372	3402600564	3430275222	3115622979	2441075576	4342958864	5052907776	2252219514	2489363118	2454697776	2067692322	2646810573	4542440540	2255289734	2774187108	2433512691	5375308516	3561836661	2730324804	1870713972	2447785689	1827660002	1644607620	984402664
2026-01-19	4672070060	3233130665	930065112	21826452	1804229624	861597832	17448480	949537306	3142417861	1026546202	2004458468	18883620	963570296	1257831888	1246083396	1055005763	898788017	2307347035	2263837358	944629324	2217579760	19314316	1219122147	1864939364	1895810094	960988924	1845980525	2202763800	1496479368
2026-01-26	1517900109	490523052	31795730	1498688720	1047021728	31595896	24793160	961263238	1563313807	816180504	747340516	862969260	611386260	2054752245	22992008	771032955	1485902116	17553156	34354895	22047908	847808006	1174792390	43244838	674267844	25906240	1303396856	1584886893	456836372	23281788
2026-02-02	941555800	826001864	924094144	22076420	10349552	13896112	18750856	6365214	914680892	20583054	1012619904	1279605460	21707961	1259082133	2020120548	13102118	16087119	1154932381	9483938	18190008	16574932	1154888502	1211226840	928892024	1557488588	28161688	20213016	18076632	364468000
2026-02-09	951496045	22934442	917145426	914761944	12445096	25691760	1019644160	23135262	909115082	18897168	23285948	1278819364	968221364	1268569607	16638512	1059329809	894146759	1152802624	1146678251	21654860	825943655	4192512	15659598	929814816	945796780	24838845	930454555	571061256	510032732
2026-02-16	1880558948	816083057	20381964	20381964	1041525680	850068704	1009217308	936646820	19033377	1029926242	11012996	8188500	952316485	1253066583	8318996	1044032914	888400094	1146350833	1137194313	15183712	819424905	15383836	12415359	2025068	948048074	825522109	921873007	1898540	2626932
2026-02-23	2908791891	203960957	1889140528	1847780140	2087368048	1726061184	2012980692	1887927314	2717419599	1036337758	1988925420	3850955140	2857855319	3751387518	54770044	1900881256	1809162169	2950218365	2415885103	2257178064	1667592501	3153312562	2429501896	3096120012	1907508420	2479604512	1702585203	1122536812	1502302968
2026-03-02	4725052802	2762790929	3217870452	3241278728	3685798836	3944533352	4135920856	3711270952	3590740484	4772760956	2633138385	4000612271	4052563737	3872370776	3564656514	3868620964	1764540382	5001485233	3528594637	3848527344	1765206786	2279533396	5827651027	2785417578	2447973165	1942332788	2745813531	1378314452	2106405003
2026-03-09	96	0	0	0	0	0	0	0	0	0	0	6437100	0	0	0	1033846161	884207582	1132988695	1127644867	924729036	811170897	1139766698	1195501734	910108268	935356986	3277328282	913830001	548202540	1476603996
2026-03-16	3157531720	2832980160	1814933726	2175671104	3347704876	2461816928	2879894208	2021896376	2728222247	2412590460	163593332	489854156	2260067283	608317446	2695675104	1718498007	1464373809	1321687922	3024015287	1828440548	1511870229	2363140936	80885009	1672630524	1480994608	1694780354	1292454049	1480609844	2206545532
2026-03-23	405777074	1078651038	1328066938	2308563084	2093384032	838334076	1671396952	1871291888	1064969366	1981807154	1697128724	1602095876	432479011	2414986111	868223196	566934972	1392039707	1691055278	1157662670	1000884168	821358095	4023470	2408629102	1439188160	1880129660	382229875	977700301	560384644	681452392
2026-03-30	2787961197	1607765902	2537728674	2498371816	1839535072	2522326508	1988915904	927817738	1795370242	3039062070	1976586960	3775110996	60922440	2489670318	3682046664	0	0	3400079721	3393022833	934882776	1622341794	3419300094	2374557774	1820216536	3741427944	2451126597	3655320004	560649060	2461006660
2026-04-06	0	21093576	913018422	896051652	2032473056	834923452	994457952	927817738	897685121	1013020690	988293480	1258966684	0	0	1227348888	1033846161	0	1132988695	1127644867	0	811170897	1048128	5421312	0	1870713972	0	917112	548202540	993643780
2026-04-13	1868729030	803882951	1048128	8057484	1016236528	834923452	0	927817738	0	1013020690	959242004	2515968128	1892895790	1244681559	0	0	882270191	9236628	0	0	0	2280647032	7402404	910108268	0	0	0	559928472	0
2026-04-20	147445811	139429696	1516941122	128962752	78419532	12057680	84414344	170156532	167350440	233275184	482074624	135281188	375567891	238982940	194980220	841214970	87018770	199318344	121465975	201596884	139563105	508790480	85054472	2025068	364221422	13982582	204133609	3797080	160004532
