region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	211572992	707	186	163
VPN	95511052	190	94	25
NOR/50	18699136	16	0	2
CAN/QC	5843480	5	5	0
CHN	25345784	35	35	0
AWS/us-east-1	54412816	62	59	3
USA/NY	40295852	106	22	12
USA/NC	10556448	11	11	0
USA/CA	39598912	95	42	26
USA/AZ	10556448	11	11	0
USA/VA	13300920	21	15	1
HKG/KKC	2297168	2	2	0
ITA/45	6388872	3	0	3
AWS/ap-southeast-1	20495792	25	25	0
USA	15161344	17	17	0
USA/MA	269416622	391	1	42
SGP	84451584	88	44	11
MEX/CMX	35697624	120	40	29
CHE/VD	28605324	89	18	17
KOR/11	5802608	19	5	4
AWS/us-east-2	2980824	3	2	1
GCP/us-west1	39568024	116	23	11
GCP/us-east1	1128472	1	1	0
NLD	4017544	7	7	0
USA/IL	9979752	15	11	2
GCP/us-central1	6567576	5	5	0
CHL/RM	2052232	5	5	0
USA/MI	562384	3	1	1
EST/37	281192	1	1	0
USA/MD	9375312	57	5	3
USA/PA	5775524	18	6	2
CHN/ZJ	4091704	1	1	0
USA/DC	6253468	2	2	0
FRA/IDF	2972568	9	3	3
USA/FL	195032	1	0	1
USA/MN	382552	1	1	0
ISR/M	382552	1	1	0
AUT/9	382552	1	1	0
IDN/JI	382552	1	1	0
