region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	2878080054	1477167	170	181
AWS/us-east-2	5537219288	171332	1	20
USA/VA	78522552912	17283	46	5
PRT/11	209941818	10900	15	1
IND/MH	95653698	7	7	0
AWS/us-east-1	236773030	47	6	9
USA/NH	1160464052	6534	66	59
USA/NY	194817986	5363	6	5
GCP/us-central1	546592560	40	40	0
DEU/NW	13664814	1	1	0
USA/VT	361611378	2005	21	9
USA/MD	104959100	601	7	6
PER/LMA	13664814	1	1	0
USA/CA	263794150	295	28	11
DEU/HB	85629721	43	5	2
UKR/18	13664814	1	1	0
CAN/ON	13664814	1	1	0
DEU/NI	454900789	45	34	5
USA/NV	27329628	2	2	0
KEN/30	17381198	2	2	0
ESP	27329628	2	2	0
USA/IA	14077682	9	1	2
VPN	210145534	100	16	5
AWS/ap-southeast-1	29531980	7	7	0
USA/PA	34858272	300	1	2
GCP/us-east1	13664814	1	1	0
USA/MA	2203402348	429	5	4
IND/PB	68324070	5	5	0
CAN/QC	40994442	7	1	2
JPN/27	13664814	1	1	0
USA/NJ	27329628	2	2	0
IND/RJ	81988884	6	6	0
VNM/SG	51148134	4	4	0
CHE/AG	21051968	70	1	1
GBR/ENG	300625908	22	22	0
JPN/13	39788936	198	2	1
USA/MN	24083962	2	2	0
AWS/ap-northeast-2	13664814	1	1	0
ITA/52	73566950	16	0	1
USA	17779382	4	1	1
TUR/16	27329628	3	1	1
ARG/B	40994442	3	3	0
ITA/45	13664814	3	0	1
USA/NM	27329628	2	2	0
IRN	27329628	2	2	0
USA/CO	13664814	1	1	0
NOR/50	382614792	84	0	2
USA/RI	40994442	9	0	1
USA/NE	1309140	14	0	1
HUN/CS	13664814	1	1	0
ISR/M	13664814	1	1	0
FRA/IDF	43101772	33	6	3
UKR	9224596	1	1	0
USA/TX	27329628	2	2	0
SGP	48891758	4	4	0
USA/IN	13664814	1	1	0
DEU/BY	9158232	1	1	0
USA/MO	13664814	1	1	0
USA/IL	39938032	92	3	1
CHE/VD	27401406	91	3	1
NLD	13664814	1	1	0
PAK	51817944	7	7	0
DEU/BW	13664814	1	1	0
EST/37	13664814	1	1	0
MEX/CMX	272877039	6251	21	14
ITA	1975616	68	0	1
FRA/PAC	15236682	42	1	1
VNM/20	9954600	1	1	0
SWE/AB	1690368	86	0	1
PAK/PB	6171852	1	1	0
VEN/V	13664814	1	1	0
CHN	13664814	1	1	0
BRA/MS	1128188	1	1	0
TUR/06	13664814	1	1	0
PER/ICA	1725464	1	1	0
CHN/SH	800303320	143	0	2
USA/SC	13664814	1	1	0
USA/WA	13664814	1	1	0
USA/OH	13664814	1	1	0
