region	bytes_sent
US/Maryland	77891679615
AWS/us-east-2	5523554474
GitHub	2772681204
DE/Lower Saxony	540530510
GCP/us-central1	368949978
GB/England	300625908
PT/Lisbon	209941818
US/New York	167052961
US/California	150312954
IN/Punjab	150312954
IN/Maharashtra	95653698
US/Virginia	90446419
VPN	79845940
US/Rhode Island	40994442
AR/Buenos Aires F.D.	40994442
CA/Quebec	40994442
VN/Ho Chi Minh	27329628
ES/Madrid	27329628
IR/Tehran	27329628
US/Texas	27329628
US/New Jersey	27329628
AWS/us-east-1	25212150
US/Minnesota	24083962
FR/Île-de-France	13664814
VN/Kiên Giang Province	13664814
US/Washington	13664814
US/Pennsylvania	13664814
CA/Ontario	13664814
US/New Mexico	13664814
US/Missouri	13664814
US/Massachusetts	13664814
US/Indiana	13664814
HU/Csongrád	13664814
US/Illinois	13664814
US/Colorado	13664814
CH/Vaud	13664814
UA/Kiev	13664814
DE/Baden-Wurttemberg	13664814
PK/Islamabad	13664814
AWS/ap-northeast-2	13664814
NL/North Holland	13664814
JP/Osaka	13664814
FR/Auvergne-Rhône-Alpes	13664814
IL/Tel Aviv	13664814
PE/Ica	13664814
AWS/ap-southeast-1	12410068
