region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NJ	19999117	101	101	0
USA/MA	16151208	79	1	73
NPL/P1	445	1	1	0
BRA/PE	418271	5	5	0
VPN	69457671	362	359	3
CAN/QC	5647300	26	26	0
USA/NV	29998461	151	151	0
GCP/us-central1	79225060	388	388	0
CHN	35806693	179	179	0
NLD/DR	63647779	304	304	0
AWS/us-east-1	34695976	429	429	0
AWS/ap-southeast-1	25560577	136	136	0
USA/NC	10847913	58	58	0
NLD	12913488	68	68	0
PAK/PB	1177114	5	5	0
USA	7151849	34	34	0
BRA/BA	445	1	1	0
USA/IL	5396561	28	28	0
AWS/us-east-2	2507676	11	11	0
DEU/NW	1161	3	3	0
GCP/us-east1	438	1	1	0
MAR/06	1973	4	4	0
VNM/HN	1226752	12	12	0
VEN/V	842864	4	4	0
BRA/RS	438	1	1	0
VNM/SG	3490008	15	15	0
LBN/BA	416298	1	1	0
USA/VA	3415014	14	14	0
VNM/37	416727	2	2	0
ARG/B	2367362	7	7	0
MYS/14	649	1	1	0
CRI/SJ	441733	1	1	0
ALB/11	441733	1	1	0
USA/PA	834914	2	2	0
USA/NY	2540854	7	7	0
MUS/PL	397385	1	1	0
VNM/20	397821	2	2	0
COL/MAG	397385	1	1	0
VNM/54	397385	1	1	0
COL/ANT	397385	1	1	0
RUS/IRK	382309	1	1	0
PHL/40	418216	1	1	0
IRQ	418216	1	1	0
USA/MD	2184925	5	5	0
USA/WA	449311	1	1	0
SYR	449311	1	1	0
BRA/PA	449378	2	2	0
USA/CA	844677	3	3	0
USA/LA	449311	1	1	0
USA/FL	1732854	4	4	0
MYS/10	443	1	1	0
PHL/01	443	1	1	0
DEU/BE	443	1	1	0
PAN/8	395372	2	2	0
USA/OH	780331	2	2	0
MEX/VER	452033	2	2	0
USA/TX	436	1	1	0
VNM/56	436	1	1	0
IND/GJ	402977	2	2	0
VEN/A	386691	4	4	0
SAU/02	436	1	1	0
VNM/51	416059	2	2	0
SEN/DK	429	1	1	0
IRQ/AR	424307	3	3	0
CAN/ON	1218892	3	3	0
COL/CUN	433	1	1	0
VNM	430	1	1	0
VNM/DN	874	2	2	0
IND/MH	452089	3	3	0
IRQ/DA	451597	1	1	0
BLR/HO	451597	1	1	0
PRY/ASU	385395	1	1	0
IRQ/BA	385395	1	1	0
VNM/63	385395	1	1	0
JAM/06	385395	1	1	0
USA/AL	385395	1	1	0
MAR/01	385395	1	1	0
TUN/11	809240	3	3	0
ISR/M	393181	1	1	0
BLR/VI	1	1	0	1
IND/DL	393181	1	1	0
OMN/MA	393181	1	1	0
USA/NE	393181	1	1	0
BRA/SC	448268	1	1	0
PSE/BTH	448268	1	1	0
KEN/17	448268	1	1	0
ARE/AZ	448268	1	1	0
UKR/35	435	1	1	0
HKG	435	1	1	0
BRA/ES	436	1	1	0
BRA/AL	436	1	1	0
JAM/08	436	1	1	0
PHL/00	436	1	1	0
GBR	436	1	1	0
CHL/AI	439450	1	1	0
BRA/SP	846652	4	4	0
JPN	745353	3	1	1
FRA/PAC	1606975	7	1	1
BGD	876735	3	3	0
PAK/BA	438153	1	1	0
JPN/13	745797	4	2	1
USA/CT	438153	1	1	0
BGD/D	438153	1	1	0
VNM/13	425	1	1	0
BRA/MG	1313	3	3	0
KEN/30	423124	2	2	0
ESP/CM	429	1	1	0
USA/KS	429	1	1	0
URY/MO	395922	2	2	0
ETH/OR	425	1	1	0
UZB/TK	433	1	1	0
DZA/30	433	1	1	0
IRQ/NI	434174	1	1	0
VNM/57	402541	1	1	0
USA/MO	402541	1	1	0
GBR/ENG	1224999	5	5	0
BRA/PB	422695	1	1	0
DOM	422695	1	1	0
MAR/03	437691	2	2	0
ARG/X	449	1	1	0
ECU/P	502	2	2	0
KAZ/79	67	1	1	0
GRC/I	67	1	1	0
USA/MN	444	1	1	0
TUR/34	444	1	1	0
ZAF/GP	406323	1	1	0
USA/MI	406323	1	1	0
DZA/05	437242	1	1	0
BOL/C	437242	1	1	0
SYC	437242	1	1	0
RUS	423449	1	1	0
MEX/TLA	423449	1	1	0
IRQ/BG	873	2	2	0
VNM/52	435	1	1	0
VNM/70	429	1	1	0
MEX/HID	429	1	1	0
AZE/BA	395493	1	1	0
BOL/L	395493	1	1	0
IND/KL	395493	1	1	0
XK	438	1	1	0
ZAF/KZN	444	1	1	0
RUS/AMU	444	1	1	0
CHL/RM	444	1	1	0
VEN/R	435	1	1	0
CIV/AB	415630	1	1	0
IND/CH	415630	1	1	0
ARG/S	415630	1	1	0
BRA/CE	415630	1	1	0
