region	bytes_sent
US/California	28729057981
KR/Seoul	22137990664
GitHub	13990632453
US/Massachusetts	13421590816
AWS/us-east-1	13312930952
NL/North Holland	10730121298
AWS/us-east-2	4859106268
US/Maryland	4453590220
IR/Fars	4422550232
US/Pennsylvania	4422550232
FR/Auvergne-Rhône-Alpes	4422550232
GB/England	3303374860
US/Georgia	2978942668
CA/Quebec	2849852952
VPN	1471196396
CN/Shanghai	1295177728
AWS/ap-southeast-1	1220529348
GCP/us-central1	262863132
HK/Hong Kong	250894908
CA/British Columbia	80455864
US/Illinois	45360640
DE/North Rhine-Westphalia	43614848
US/North Carolina	39198436
JP/Hokkaido	32031904
US/Florida	28993579
US/Rhode Island	22810496
NL/South Holland	21811768
US/New York	12619752
CA/Alberta	12228400
VN/Ho Chi Minh	10037448
IR/Tehran	6309876
PT/Lisbon	5840952
IN/Maharashtra	2575016
VN/Kiên Giang Province	816484
