week_start	Neurophysiology
2025-02-17	28621951061
2025-03-10	3763093255
2025-03-17	1421050101
2025-03-24	59556
2025-03-31	59556
2025-04-07	59556
2025-04-14	59556
2025-04-21	169340766
2025-04-28	59556
2025-05-05	8508
2025-06-23	4294238563
2025-07-21	1572598773
2025-07-28	9859208355
2025-08-04	6343819180
2025-08-11	5862903185
2025-08-18	2564129767
2025-08-25	3630196487
2025-09-01	3064160053
2025-09-08	3866126443
2025-09-15	17016
2025-09-22	25524
2025-09-29	17016
2025-10-06	23056269
2025-10-13	25524
2025-10-20	17016
2025-10-27	25524
2025-11-03	17016
2025-11-10	25524
2025-11-17	17016
2025-11-24	8508
2025-12-08	892622106
2025-12-15	34463671960
2025-12-22	1315747240
2025-12-29	3003147877
2026-01-05	3430035792
2026-01-12	25005699878
2026-01-19	5904054839
2026-01-26	9120508421
2026-02-02	4531337832
2026-02-16	189892186
2026-02-23	710626797
2026-03-02	729683088
2026-03-09	228499220
2026-03-16	1800749412
2026-03-23	34024808
2026-03-30	53078037
2026-04-06	48087365
2026-04-13	534594128
2026-04-20	2305374568
2026-04-27	8205516
2026-05-04	26490762
2026-05-11	1675571326
2026-05-18	6239408394
2026-05-25	597129824
2026-06-01	1016690970
2026-06-08	1107645490
2026-06-15	553071788
2026-06-22	916627803
2026-06-29	5179326273
2026-07-06	1602901258
