region	bytes_sent
US/California	798200443619
AWS/us-east-2	424077000624
GitHub	368223404618
CA/Quebec	115945824570
GB/England	92400624040
US/Illinois	75405927483
AWS/us-east-1	55906529804
AU/New South Wales	55585858956
MK/Grad Skopje	55585858956
US/Massachusetts	55585858956
ES/Catalonia	55585858956
NL/North Holland	55585858956
PT/Lisbon	7916386619
GCP/us-central1	6378385786
US/Washington	5600317329
VPN	5559290955
US/Virginia	5455913112
IN/Karnataka	5043398529
CN/Shanghai	4492473603
US/New York	4476651465
IN/Punjab	4093183506
ES/Madrid	3622055837
FR/Île-de-France	2433049554
IN/Maharashtra	2276574766
US/Pennsylvania	2123465782
RS/Central Serbia	1995987385
US/Connecticut	1823604626
BR/Santa Catarina	1813849118
NL/South Holland	1813849118
US/Maryland	1738306211
KR/Seoul	1551056946
US/New Jersey	1261282099
VN/Ho Chi Minh	1116310890
VN/Kiên Giang Province	558155445
US/Kentucky	212024208
US/Georgia	75603456
AWS/ap-southeast-1	43003872
US/Rhode Island	39649538
US/District of Columbia	34666028
US/Wisconsin	18449192
DE/Thuringia	10286420
