region	bytes_sent
US/California	280321868155
AWS/us-east-2	244389254971
AWS/us-east-1	102950712716
CN/Shanghai	67104683321
US/Virginia	61667437881
US/Washington	49831601583
GB/England	42967405112
FR/Provence-Alpes-Côte d'Azur	42950621496
CA/Ontario	42942229688
NL/North Holland	42942229688
US/Massachusetts	40325587994
GB/Scotland	40315749016
US/Connecticut	40274788976
JP/Tokyo	40235634216
US/Wisconsin	40235634216
SE/Stockholm	29263817609
US/New York	28793839168
HK/Hong Kong	24336607308
US/New Jersey	22662467296
VPN	21155256679
FR/Hauts-de-France	17111458378
FR/Auvergne-Rhône-Alpes	14259807043
CN/Beijing	13829929185
US/Missouri	13735063828
KR/Seoul	13644395744
US/Maryland	13442538904
DE/Bavaria	13429430881
FR/Île-de-France	13411878072
BE/Flanders	13411878072
US/Ohio	13411878072
CL/Santiago Metropolitan	13411878072
IL/Jerusalem	13411878072
DE/Berlin	13411878072
ES/Castille and León	13411878072
GCP/us-west1	13411878072
BE/Wallonia	13084722360
CH/Zurich	7540379800
US/Vermont	1277471666
GitHub	812827324
BR/Santa Catarina	306576189
FR/Brittany	123982812
PT/Lisbon	101463448
CA/Quebec	73007988
CN/Guangdong	49374816
IT/Apulia	39300940
SE/Västra Götaland	37959270
VN/Ho Chi Minh	33567232
US/Rhode Island	22026496
GCP/us-central1	16783616
VN/Kiên Giang Province	16783616
US/Georgia	8391808
UA/Dnipropetrovsk	8391808
SG/Singapore	7863665
