region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/MA	154657606037	6375	12	19
NLD	86336410492	2045	3	4
AWS/us-east-1	103288378940	8837	19	25
USA	97084946912	5651	14	2
USA/CA	210054754542	2131	59	19
AWS/us-east-2	244397646779	30923	17	28
GH-actions	4477099520	22802	130	194
CHN	73997475168	2726	19	8
CHN/HI	43119904076	23	3	4
USA/NY	58371255160	664	20	6
USA/NV	86768595210	2170	4	4
IDN/SU	59993056	5	5	0
USA/MD	55292211076	3396	25	12
USA/VA	79056261917	779	33	9
CAN/ON	42942229688	3	3	0
ITA/45	185833992	64	3	8
VPN	219471150195	3478	107	19
SWE/AB	29240481961	6460	21	8
KOR/11	21637574168	1984	27	4
AWS/ap-southeast-1	42237448	8	8	0
BRA/SC	306576189	3	3	0
DEU	29521959808	1	1	0
GBR/ENG	42997866684	9	7	2
TWN/TAO	65000300	3	3	0
CAN/QC	94464100	21	1	7
SWE/O	37959270	2	2	0
NZL/AUK	611723028	5	5	0
NOR/50	247658224	68	0	4
USA/IL	53886474572	19	12	2
USA/WA	32492625162	74	9	4
FRA/PAC	42950621496	4	4	0
USA/OR	83319899633	3878	10	1
USA/NH	1277471666	4	4	0
MEX/CMX	791465648	3621	24	15
CHE/VD	17901368	25	5	4
VNM/61	14666444	1	1	0
ARG/B	2543444	10	2	2
FRA/IDF	16682548	52	12	6
HUN/BU	121327280	36	4	3
CHN/GD	195917042768	23381	3	2
BRA/SP	2853652	2	2	0
SGP	13444018420	28	10	3
USA/WI	40235634216	3	3	0
ITA/62	39300940	7	4	1
PRT/11	101463448	1487	10	7
GCP/asia-southeast1	11168939764	1	1	0
DEU/BE	13411878072	1	1	0
ZAF/WC	183720508	673	8	2
CHE/ZH	13795599372	12	4	4
BEL	26823756144	2	2	0
ESP/CL	13411878072	1	1	0
CHN/ZJ	13457171033	2	2	0
ZAF/GP	100800828	220	9	2
CHN/HE	13411878072	1	1	0
GBR/SCT	40315749016	10	7	1
BEL/WAL	13084722360	1	0	1
FRA/ARA	14259807043	5	5	0
IND/TS	13428867256	2	2	0
THA/10	13319337647	1	0	1
FRA/BRE	123982812	1	1	0
USA/TX	13434256192	7	4	1
CHN/SH	13411878072	1	1	0
CHE/BS	7171706968	264	1	1
JPN	26823756144	2	2	0
USA/MI	60244510236	12	9	1
USA/OK	13411878072	1	1	0
CHN/BJ	34947862264	10	4	4
FRA/HDF	17111458378	2	2	0
GCP/us-west1	13411878072	1	1	0
USA/NJ	22662467296	2	2	0
CHN/SN	13411878072	1	1	0
HKG/KKC	24312056335	3	2	1
GCP/us-central1	31513710476	9	9	0
TWN/TPE	13446851900	3	3	0
NLD/NH	26823756144	2	2	0
VNM/HP	11812792	1	1	0
unknown	7863665	1	1	0
ISR/JM	13411878072	1	1	0
AWS/us-west-2	14112564	13	2	2
IND/MH	17019128	3	3	0
FRA	13411878072	1	1	0
DEU/BY	13429430881	2	2	0
THA/12	108055452	1	1	0
BRA/RS	10087328	1	1	0
JPN/13	13426913420	9	3	1
CHL/RM	13411878072	1	1	0
USA/UT	13411878072	1	1	0
USA/OH	13411878072	1	1	0
VNM/SG	40137268	5	5	0
HKG	9725626741	2	2	0
EGY/ALX	26213780	1	1	0
IRQ/BG	1393644	1	1	0
UKR/63	8391808	1	1	0
CAN	8391808	1	1	0
VNM	8391808	1	1	0
HKG/NSK	8391808	1	1	0
VNM/HN	8391808	1	1	0
USA/GA	8391808	2	0	1
USA/RI	22026496	5	0	1
IDN	8391808	1	1	0
EST/37	8391808	1	1	0
BRA/DF	3915476	1	1	0
