region	bytes_sent
AWS/us-west-2	6043543558511
CA/Ontario	4522251551725
AWS/us-east-1	4019961226060
GitHub	2661531136994
US/Washington	435885986547
CN/Beijing	185532672297
US/New York	108657264016
TW/Taiwan	61139960230
HU/Budapest	45882382417
GCP/us-east1	27772867774
PT/Lisbon	13520833326
DE/Baden-Wurttemberg	10259111480
AWS/us-east-2	8409833861
VPN	3922189548
US/Connecticut	1141870773
GB/England	716929448
US/Pennsylvania	306916119
AWS/ap-southeast-1	250961148
US/Texas	244880314
US/California	235464300
US/Rhode Island	181463109
GCP/asia-east1	57268114
US/Colorado	29874936
SG/Singapore	28233948
US/Indiana	10612296
