region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	700892926	330	329	1
AWS/us-east-1	243175315	149	129	7
USA	271614322	93	86	2
AWS/ap-southeast-1	93302689	93	93	0
USA/OH	144446546	49	49	0
USA/MA	266160546	56	2	54
HKG	305409152	95	95	0
CAN/QC	432368571	141	141	0
CHN	334644660	327	131	35
USA/CA	131902660	47	47	0
PAK/PB	144122857	47	47	0
DEU/BW	144122857	47	47	0
FRA/IDF	144122857	47	47	0
USA/NY	288242351	83	83	0
AWS/us-east-2	15348869	6	6	0
THA	117548191	33	33	0
HKG/KKC	136858431	9	8	1
BRA/PR	279	1	1	0
VNM/SG	698	2	2	0
USA/IL	2763	6	6	0
DEU/NI	107165015	12	12	0
USA/MD	17164386	5	5	0
NOR/03	913	2	2	0
VNM/HN	419	1	1	0
PAK/SD	419	1	1	0
VNM/43	419	1	1	0
SEN/DK	404	1	1	0
TUR/34	494	1	1	0
ECU/T	237	1	1	0
ECU/P	8909088	1	1	0
EST/45	9695184	1	1	0
ARG/F	13232616	1	1	0
ARE/DU	1113636	1	1	0
VNM/29	12774060	1	1	0
DOM/32	359	1	1	0
