region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	2829533040	558	12	9
AWS/us-west-2	6362900208	9	9	0
AWS/us-east-1	723365912	89	4	1
CHN	706988912	135	0	1
USA	20176464	2	2	0
USA/MD	514729744	953	10	5
MEX/CMX	91020960	395	20	7
USA/CA	981397824	259	9	4
GitHub	540570464	1770	20	18
USA/MA	2117763184	160	0	5
JPN/13	23306480	86	1	1
CHE/AG	6682516	18	2	1
KOR/48	1413977824	2	2	0
CHE/VD	4910712	22	1	1
USA/IL	17550668	64	2	1
FRA/IDF	7394828	18	4	3
