region	bytes_sent
US/California	205986091350
AWS/us-east-2	153109415224
US/Maryland	132756586644
DE/Baden-Wurttemberg	87840249671
US/Pennsylvania	76169466203
AWS/us-east-1	71044895456
US/New York	70769008695
US/Massachusetts	66716415275
NL/North Holland	65846092095
US/Florida	65708919583
IL/Haifa	65708919583
US/Virginia	35106649437
DK/Capital Region	26312675856
CN/Shanghai	14660121723
VPN	14583342290
FI/Uusimaa	14481912953
VN/Ho Chi Minh	10923965791
JP/Tokyo	8737990464
IN/Karnataka	5237757153
US/Georgia	4225789490
GCP/us-central1	2056601612
GitHub	903806739
CA/Quebec	833642496
DE/North Rhine-Westphalia	493638228
SE/Stockholm	393612707
US/Rhode Island	231046819
CZ/Prague	111708204
US/Indiana	54266813
AWS/ap-southeast-1	19909200
