region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/DC	112090081074	118244	2459	55
USA/CA	1315376542100	1261	254	49
USA/MD	292030917277	6644	265	46
AWS/us-east-1	152538094709	18753	54	112
GH-actions	2784451609	89999	120	261
VPN	776676690132	93036	1147	1287
USA/WA	4427453031	2441	38	24
USA/RI	8985483969	111	9	9
SGP	9726206	43	5	4
AWS/us-west-2	86244974278	1362	46	25
NLD	97892248435	1527	10	4
USA/NH	7620614766	23960	934	838
USA	91333858268	4888	16	3
USA/NV	131539181303	4243	8	16
USA/IN	378097817	345	67	22
USA/GA	4225789490	249	14	10
AWS/us-east-2	153214392857	23220	19	37
CAN/QC	94799653763	333	13	18
USA/MA	421624129832	5913	96	57
CHN	169846079312	11781	31	22
USA/NY	143908383188	2086	197	32
CHN/HN	71659759689	28	25	3
DEU/BW	229425912466	2049	31	8
USA/VA	37024779813	5474	197	83
TWN/TXG	11347622615	24	4	4
USA/VT	695499324	2222	87	49
ITA/45	21811967871	665	3	18
GBR/ENG	63461925280	408	19	12
FIN/18	40051781702	14	14	0
AWS/ap-southeast-1	163255440	20	20	0
USA/PA	76473319363	80	39	1
USA/IL	16452784698	113	8	81
ISR/HA	65708919583	8	8	0
USA/FL	65708919583	8	8	0
MEX/CMX	89025681	342	42	29
KOR	65708919583	8	8	0
JPN	74996341173	78	10	4
CHE/VD	194427840	556	14	9
KOR/31	2267789287	1423	0	8
JPN/26	65708919583	8	8	0
ITA/82	257904382	135	4	4
CHN/BJ	11608567	55	8	8
IND	27311546194	1053	37	12
GCP/asia-south1	1585674026	1400	28	3
ROU/B	40150220	1	1	0
ARG/B	2389104	2	2	0
DEU/BE	20289278	84	16	8
JPN/16	35522627202	7	5	2
TWN/TPE	2752986725	14088	1	9
KOR/30	970711741	241	0	2
FRA/IDF	558359028	294	18	5
AUS/VIC	455982472	52	5	1
CHN/GD	18924924	48	2	2
DNK/84	36234685540	19	14	2
CZE/10	111708204	16	8	1
USA/NJ	9273696842	20	19	1
DEU/NW	498152411	21	6	3
CHE/ZH	2745205	24	2	3
DEU/RP	12741888	1	1	0
FRA/ARA	67316856	4	0	1
GCP/asia-east1	2802778792	34	3	1
JPN/13	23358698	51	3	1
VNM/HN	1924556	2	2	0
SAU/05	1061824	1	1	0
HKG	315427202	114	14	4
AWS/ap-northeast-1	3517737	17	2	2
GCP/us-west1	10171845262	16427	9	7
GCP/us-central1	45976621187	5618	6	1
USA/TN	40130374445	7	7	0
ARG/J	995460	1	1	0
NOR/50	559097940	119	0	6
DOM/25	1659100	1	1	0
IND/KA	5310236409	275	2	1
BRA/SP	1194552	1	1	0
VEN/G	3650020	1	1	0
CAN/BC	479937672	103	2	1
EGY/ALX	1061824	1	1	0
ROU	13181327263	2	2	0
GCP/us-east4	23149355761	4300	0	2
VNM/SG	10923965791	7	4	2
SWE/O	17116224	706	0	1
POL/12	517558370	1429	34	2
CHN/HB	172925793	4	4	0
GCP/us-east1	5237757153	991	0	1
NZL/AUK	86126547	3	1	1
IRN	164607156	8	7	1
GCP/europe-west4	5237757153	991	0	1
GCP/us-west4	5237757153	1	1	0
GCP/asia-southeast1	5237757153	1	1	0
RUS	56297	64	0	1
AWS/eu-central-1	5195814113	1	0	1
IRN/23	12410068	1	1	0
SWE/AB	135764642	28	0	3
GCP/us-west3	293721313	49	0	1
SWE	104977633	21	0	1
KOR/11	5237757153	1	1	0
DEU/HH	700188449	305	7	1
NLD/GR	5237757153	1	1	0
ITA	3383849	25	1	1
CHL/RM	4182019	18	3	1
USA/TX	15728640	3	0	3
TUR/34	38516732	44	4	1
