date	bytes_sent	number_of_requests	number_of_downloads
2026-01-28	951400	<50	<50
2026-01-29	2663920	<50	<50
2026-02-10	190280	<50	<50
2026-02-19	190280	<50	<50
2026-02-20	1170720	<50	<50
2026-02-26	1170720	<50	<50
2026-03-02	380560	<50	<50
2026-03-26	585360	<50	<50
2026-04-10	761120	<50	<50
2026-05-12	190280	<50	<50
2026-05-16	380560	<50	<50
2026-05-27	482960	<50	<50
2026-05-28	482960	<50	<50
2026-06-03	585360	<50	<50
2026-06-09	190280	<50	<50
2026-06-10	585360	<50	<50
2026-06-13	292680	<50	<50
