region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	951400	5	5	0
VPN	1931840	14	6	5
USA/CA	878040	6	3	2
USA/MD	1170720	8	4	1
USA/MA	1712524	13	0	3
USA/IL	2488160	15	11	2
GitHub	2283360	18	6	4
CHN	190280	1	1	0
EST/37	190280	1	1	0
MEX/CMX	1843960	12	7	4
CHE/VD	585360	4	2	1
BRA/MG	190280	1	1	0
GCP/us-central1	380560	2	2	0
FRA/IDF	878040	6	3	3
