week_start	Neurophysiology
2023-05-08	355322400
2023-05-22	1138656
2023-05-29	1328432
2023-06-05	1328416
2023-06-12	1328432
2023-06-19	1264607312
2023-06-26	341608480
2023-07-03	125964112
2023-07-10	1328432
2023-07-17	1328432
2023-07-24	1328432
2023-07-31	356650832
2023-08-07	948880
2023-08-14	1328432
2023-08-21	1328432
2023-08-28	1067675184
2023-09-04	1328432
2023-09-11	1138656
2023-09-18	1328432
2023-09-25	356650832
2023-10-02	379552
2023-10-09	178040752
2023-10-16	127469110
2023-10-23	711024352
2023-10-30	355512176
2023-11-06	177850976
2023-11-13	707266416
2023-11-20	372015312
2023-11-27	379552
2023-12-04	189776
2023-12-11	867803600
2024-01-01	710644800
2024-01-22	564013468
2024-03-04	160142400
2024-03-11	170675584
2024-03-18	388996216
2024-03-25	249461748
2024-04-01	92368708
2024-04-15	79005076
2024-04-29	1954273200
2024-05-06	2131934400
2024-05-13	11725932
2024-05-20	177661200
2024-06-10	853331624
2024-06-24	23975928
2024-07-08	73173484
2024-07-22	122041404
2024-08-26	288706768
2024-09-02	185522160
2024-09-09	621147764
2024-09-16	90271072
2024-09-23	7860960
2024-10-07	13756680
2024-10-21	116800764
2024-11-04	9564168
2024-11-11	173989248
2024-11-18	106581516
2025-03-03	2551141680
2025-05-12	1954273200
2025-07-21	211790868
2025-07-28	710644800
2025-08-04	355322400
2025-08-11	888306000
2025-09-01	18931812
2025-09-08	235373748
2025-09-29	18289084
2025-10-06	17282392
2025-11-24	281749908
2025-12-15	4064520948
2025-12-29	355322400
2026-01-05	355322400
2026-01-12	532983600
2026-01-19	177661200
2026-01-26	888306000
2026-02-02	193841676
2026-02-09	355322400
2026-02-16	138038364
2026-02-23	52836504
2026-03-02	34232232
2026-03-16	77430456
2026-03-23	70200324
2026-03-30	105533388
2026-04-06	8385024
2026-04-13	1954273200
2026-04-20	109922424
2026-04-27	45069504
2026-05-04	166615516
2026-05-11	365672664
2026-05-18	206053540
2026-05-25	43961752
2026-06-01	28860576
2026-06-08	45837152
2026-06-15	11095556
2026-06-22	208499368
2026-06-29	40021640
2026-07-06	3569311592
2026-07-13	19034376
