region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	2664918000	147	11	4
CAN/QC	690142400	100	1	11
GitHub	1713429656	59479	272	375
VPN	4766003934	196	118	14
DEU/BY	853331624	152	18	7
AWS/ap-southeast-1	240741900	31	31	0
KEN/28	9564168	1	1	0
USA/MA	6219281416	575	1	29
USA/MD	50316648	40	10	10
AWS/us-east-1	516006516	55	55	0
NLD/ZH	1954273200	11	11	0
USA/CA	2185900664	45	17	6
USA/IL	201580468	29	9	2
USA/NV	84701844	11	11	0
GCP/us-central1	3368529760	150	15	5
BRA/SP	18342240	1	1	0
ZAF/KZN	11725932	1	1	0
NOR/50	607194560	119	0	3
USA/FL	2200142808	28	14	1
MEX/CMX	44571252	158	29	29
DEU/NW	8207028	33	3	3
KAZ	10088232	1	1	0
IRQ/DQ	8778072	1	1	0
UKR/30	14084220	2	2	0
USA/OK	9629676	1	1	0
USA/RI	118204268	23	1	1
USA/MI	982620	1	1	0
BRA/DF	1441176	1	1	0
GCP/europe-west4	197439280	38	0	2
OMN/MA	9957216	1	1	0
VNM/SG	22010688	2	2	0
BWA/GA	7271388	1	1	0
VNM/DN	982620	1	1	0
VNM/HN	10808820	3	3	0
CHN	1954273200	266	0	9
ALB/11	11201868	1	1	0
VNM/37	9826200	1	1	0
RUS/STA	15525396	1	1	0
GBR/ENG	4691774064	28	28	0
USA/NY	20635020	1	1	0
BRA/MG	3144384	2	2	0
PAN/8	8516040	1	1	0
PAK/PB	4061496	1	1	0
PRT/03	10284756	1	1	0
IND/HR	15394380	2	2	0
IND/MH	355322400	2	2	0
COG/BZV	12774060	1	1	0
UKR/48	1441176	1	1	0
USA/TX	56729928	3	3	0
AUS/WA	62756664	1	1	0
MEX/VER	2489304	1	1	0
CRI/A	5306148	1	1	0
JOR	13691172	1	1	0
EGY/SHR	9760692	1	1	0
IND/PB	917112	1	1	0
MEX/ROO	1375668	1	1	0
USA/VA	711389112	185	1	3
AWS/us-east-2	671812424	3487	1	16
JPN/13	220640624	13	3	1
JPN	9439328	11	1	1
IRQ	10350264	1	1	0
FRA/PAC	177661200	1	1	0
URY/MO	13953204	1	1	0
CHL/LL	11594916	1	1	0
EST/37	177661200	1	1	0
CHE/VD	5515024	22	2	1
HKG	1113636	1	1	0
FRA/IDF	5099124	16	4	3
IND/WB	18604272	1	1	0
USA/GA	16180476	1	1	0
USA/MN	177661200	1	1	0
ARE/DU	15983952	1	1	0
GCP/us-west4	104260880	20	0	1
BGD	7467912	1	1	0
USA/PA	11725932	1	1	0
