week_start	Miscellaneous
2026-04-06	6408078
2026-04-13	1949565
2026-04-20	3445062
2026-05-11	26795
2026-05-18	3590192
2026-05-25	3222762
2026-06-01	4358438
2026-06-08	4321044
2026-06-15	3434394
2026-06-22	6685719
2026-06-29	25221587
2026-07-06	25899426
2026-07-13	9668286
2026-07-20	22559334
2026-07-27	6429009
2026-08-03	6454767
2026-08-10	2195046
