asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-16wTEMSciatic2/micr/sub-16wTEMSciatic2_sample-16wTEMSciatic2_run-01_BF.ome.zarr	126109067	538	538	0
sub-8wIEFD1/micr/sub-8wIEFD1_sample-8wIEFD1_run-01_BF.ome.zarr	126765971	594	594	0
sub-DRG1H91/micr/sub-DRG1H91_sample-DRG1H91_stain-1H9_run-01_BF.ome.zarr	61611856	229	229	0
sub-24wIEFD1/micr/sub-24wIEFD1_sample-24wIEFD1_run-01_BF.ome.zarr	135975694	458	458	0
sub-8wIEFD2/micr/sub-8wIEFD2_sample-8wIEFD2_run-01_BF.ome.zarr	168853225	594	594	0
sub-8wIEFD3/micr/sub-8wIEFD3_sample-8wIEFD3_run-01_BF.ome.zarr	95090437	594	594	0
sub-24wIEFD3/micr/sub-24wIEFD3_sample-24wIEFD3_run-01_BF.ome.zarr	87704040	594	594	0
sub-8wTEMSural2/micr/sub-8wTEMSural2_sample-8wTEMSural2_run-01_BF.ome.zarr	199834353	807	807	0
sub-24wIEFD2/micr/sub-24wIEFD2_sample-24wIEFD2_run-01_BF.ome.zarr	172932213	506	506	0
sub-16wTEMSciatic1/micr/sub-16wTEMSciatic1_sample-16wTEMSciatic1_run-01_BF.ome.zarr	253219351	538	538	0
sub-Sciatic1H91/micr/sub-Sciatic1H91_sample-Sciatic1H91_stain-1H9_run-01_BF.ome.zarr	64089499	229	229	0
sub-DANDIIDs/micr/sub-DANDIIds_sample-DANDIIDs_run-01_BF.ome.zarr	17357241	538	538	0
