week_start	sub-16wTEMSciatic1/micr/sub-16wTEMSciatic1_sample-16wTEMSciatic1_run-01_BF.ome.zarr	sub-16wTEMSciatic2/micr/sub-16wTEMSciatic2_sample-16wTEMSciatic2_run-01_BF.ome.zarr	sub-24wIEFD1/micr/sub-24wIEFD1_sample-24wIEFD1_run-01_BF.ome.zarr	sub-24wIEFD2/micr/sub-24wIEFD2_sample-24wIEFD2_run-01_BF.ome.zarr	sub-24wIEFD3/micr/sub-24wIEFD3_sample-24wIEFD3_run-01_BF.ome.zarr	sub-8wIEFD1/micr/sub-8wIEFD1_sample-8wIEFD1_run-01_BF.ome.zarr	sub-8wIEFD2/micr/sub-8wIEFD2_sample-8wIEFD2_run-01_BF.ome.zarr	sub-8wIEFD3/micr/sub-8wIEFD3_sample-8wIEFD3_run-01_BF.ome.zarr	sub-8wTEMSural2/micr/sub-8wTEMSural2_sample-8wTEMSural2_run-01_BF.ome.zarr	sub-DANDIIDs/micr/sub-DANDIIds_sample-DANDIIDs_run-01_BF.ome.zarr	sub-DRG1H91/micr/sub-DRG1H91_sample-DRG1H91_stain-1H9_run-01_BF.ome.zarr	sub-Sciatic1H91/micr/sub-Sciatic1H91_sample-Sciatic1H91_stain-1H9_run-01_BF.ome.zarr
2026-06-29	253219351	126109067	135975694	172932213	87704040	126765971	168853225	95090437	199834353	17357241	61611856	64089499
