region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GCP/asia-southeast1	266491056061	29694	29694	0
USA/IL	64801389319	7721	7320	3
USA/NH	2591703644335	10264178	189845	177310
ITA/45	2647809642	695	4	81
USA/NV	26252056728	3266	2591	301
AWS/us-east-2	18137333881	8543099	1580	2736
GH-actions	268712476662	1847930	21866	18232
HKG	31374327252	3636	3536	51
USA/IN	55406846	70309	4	23
GCP/us-west1	349646434840	38952	38948	4
DEU/NW	19881676704	2227	2227	0
USA/MA	53630354322	6488	4048	1888
CHN	228299404269	37419	23422	1608
GCP/us-central1	70759934054	7939	7894	1
GCP/europe-west4	95410428605	10628	10628	0
GCP/us-west4	417300374570	46482	46482	0
GCP/us-east1	64576019263	7195	7195	0
AWS/us-east-1	97929180930	16900	7089	4938
USA/WI	54560663941	6313	6076	3
DEU/BW	107143142157	12006	11927	12
USA/TX	13317215442	1596	1596	0
VPN	304751230030	57518	36799	13895
HKG/NKT	23844668508	2656	2656	0
ITA/88	40163438175	4478	4478	0
KOR/47	14712065384	1637	1637	0
DEU	13920266427	1554	1554	0
AUS/VIC	11982242599	1354	1338	1
USA/NY	63346916990	7711	6404	175
NLD	17944353776	1996	1996	0
bogon	21590064284	2410	2410	0
SGP	46570728002	5294	5267	20
USA/CA	114719224888	19979	12822	35
USA	41090024462	5000	4995	2
USA/VT	39207151455	156986	2883	2691
JPN/23	11949540874	1331	1331	0
JPN/13	59268282774	6822	6615	10
USA/PA	12016626150	1344	1344	0
USA/WY	72359211563	180639	7838	2263
USA/MD	34975935920	14593	4972	1246
AWS/ap-southeast-1	25908653913	4473	4473	0
USA/WA	42976226749	4854	4797	3
CHN/YN	20915204001	2357	2346	6
CHE	202085647	23	23	0
GCP/us-east4	17045483366	1904	1904	0
CHE/VD	24836531647	2910	2766	6
USA/MO	11932891064	1330	1330	0
TWN/TPE	9025658881	1010	1010	0
HKG/KKC	13742943257	1731	1327	202
GCP/asia-east1	47698119235	5313	5313	0
CHN/GD	75191484491	8464	8435	29
USA/VA	40940784302	8049	4796	5
DEU/SL	11922334254	1328	1328	0
FRA/NAQ	11936912782	1333	1333	0
AWS/ap-northeast-1	24758356562	2801	2753	44
TWN/CHA	1994383570	224	224	0
CHN/BJ	49639614094	10784	6571	1242
AUS/SA	11923066930	1329	1329	0
CHN/HN	12212659616	1364	1361	3
ZAF/WC	283168642	55	55	0
USA/OK	47712923328	5316	5316	0
SWE/AB	11951745578	1334	1332	1
USA/DC	11940869641	1333	1333	0
ESP/CT	43136402	17	13	2
CHN/TJ	14635678996	1637	1635	2
CAN/QC	27641113655	4384	1752	1331
ITA/21	13542470426	1513	1513	0
FRA/IDF	13732494163	1566	1539	4
CAN/ON	43654750210	7456	4659	16
USA/NC	11212293249	1255	1255	0
AWS/us-west-2	18227087366	81969	1427	1346
CHN/SN	11894166547	1325	1325	0
CHE/ZH	12063467215	1871	1338	4
USA/NM	11931790700	1329	1329	0
KWT/KU	1432654938	167	167	0
PRT/11	11997700610	7586	1354	2
JPN/01	11988394362	1336	1336	0
TWN/NWT	2169329616	7243	1326	1324
KOR/11	11933981957	1330	1330	0
BRA/SP	486053172	195	195	0
CHN/SH	12065538042	1348	1348	0
PAK/SD	71513257	41	41	0
USA/LA	5823910402	5463	5	24
TUR/34	40216584	26	26	0
SAU/04	39637931	16	16	0
BGD/E	14129151	6	6	0
IDN/SS	23603013	7	7	0
VNM/HP	64738117	24	24	0
ZAF/GP	99167645	65	65	0
VNM	79024412	28	28	0
BOL/S	1061824	1	1	0
ARG/W	13538256	4	4	0
URY/MO	91496675	30	30	0
CHN/HB	3424958718	381	381	0
FRA/HDF	20789021	8	8	0
IND/UP	68789174	27	27	0
IRQ/NI	19975564	11	11	0
DEU/HE	4058799865	453	453	0
VNM/HN	623904866	183	183	0
SEN/DK	24919715	7	7	0
PAK/PB	163413608	93	93	0
AWS/ap-northeast-3	5490960879	616	616	0
TUR/16	2534817461	278	278	0
TUN/52	2920016	1	1	0
PSE	9520621	1	1	0
IDN/SB	7233676	1	1	0
