date	bytes_sent	number_of_requests	number_of_downloads
2021-04-21	18648398	<50	<50
2021-05-07	9337840	<50	<50
2021-05-08	9310558	<50	<50
2021-05-11	9337840	<50	<50
2021-06-02	18648398	<50	<50
2021-06-09	28013520	<50	<50
2021-06-10	28013520	<50	<50
2021-06-17	18648398	<50	<50
2021-06-18	37296796	<50	<50
2021-07-05	18648398	<50	<50
2021-07-09	18648398	<50	<50
2021-09-10	20099619	3120	<50
2021-09-13	1628663	3160	<50
2021-09-20	10161022302	2180	100
2021-09-21	1770649792	380	<50
2021-09-23	9337840	<50	<50
2021-09-24	19543729	<50	<50
2021-09-25	4711844	<50	<50
2021-09-26	100964197	<50	<50
2021-09-27	33455027	<50	<50
2021-09-28	31091065	<50	<50
2021-10-06	9337840	<50	<50
2021-10-07	11949795728	1340	1340
2021-10-08	8677440	<50	<50
2021-10-19	9337840	<50	<50
2021-10-21	28013520	<50	<50
2021-10-24	17323045	<50	<50
2021-11-08	9337840	<50	<50
2021-11-09	111738062	<50	<50
2021-11-10	37296796	<50	<50
2021-11-15	54965573	<50	<50
2021-11-17	795612197	100	100
2021-11-21	49289891	<50	<50
2021-12-14	17319461	<50	<50
2022-01-11	202085647	<50	<50
2022-01-12	11912857369	1320	1320
2022-01-13	11902998529	1320	1320
2022-01-23	18373619	<50	<50
2022-01-24	8993741	<50	<50
2022-01-25	11942449887	4540	1320
2022-01-26	697521	180	<50
2022-01-27	11727322997	1300	1300
2022-01-28	212135191	<50	<50
2022-02-03	50274157	<50	<50
2022-02-10	984173382	100	100
2022-02-14	17656780	<50	<50
2022-02-16	11937816	27880	<50
2022-02-17	2526584	5860	<50
2022-02-18	1326424	3100	<50
2022-03-25	26628560	<50	<50
2022-04-12	15206984	9840	<50
2022-04-13	1748540336	4072600	<50
2022-04-14	1748102536	4067900	<50
2022-04-25	12183676584	71660	1360
2022-04-26	12171618079	301280	1340
2022-05-02	11922334254	1320	1320
2022-05-17	1326424	3100	<50
2022-05-19	11922334254	1320	1320
2022-05-20	11922334254	1320	1320
2022-06-02	11922334254	1320	1320
2022-06-08	11885087701	1320	1320
2022-06-14	64453173	<50	<50
2022-06-22	9024265237	1000	1000
