week_start	sub-PV02/sub-PV02_ses-awake_ophys.nwb	sub-PV03/sub-PV03_ses-awake_ophys.nwb	sub-PV04/sub-PV04_ses-awake_ophys.nwb	sub-PV05/sub-PV05_ses-awake_ophys.nwb	sub-SLC02/sub-SLC02_ses-anest_ophys.nwb	sub-SLC02/sub-SLC02_ses-awake_ophys.nwb	sub-SLC03/sub-SLC03_ses-anest_ophys.nwb	sub-SLC06/sub-SLC06_ses-anest_ophys.nwb	sub-SLC06/sub-SLC06_ses-awake_ophys.nwb	sub-SLC07/sub-SLC07_ses-anest_ophys.nwb	sub-SLC07/sub-SLC07_ses-awake_ophys.nwb	sub-SLC08/sub-SLC08_ses-awake_ophys.nwb	sub-SLC09/sub-SLC09_ses-anest_ophys.nwb	sub-SLC09/sub-SLC09_ses-awake_ophys.nwb	sub-SLC10/sub-SLC10_ses-anest_ophys.nwb	sub-SLC10/sub-SLC10_ses-awake_ophys.nwb	sub-SLC11/sub-SLC11_ses-anest_ophys.nwb	sub-SLC11/sub-SLC11_ses-awake_ophys.nwb	sub-SLC12/sub-SLC12_ses-anest_ophys.nwb	sub-SLC12/sub-SLC12_ses-awake_ophys.nwb	sub-SLC13/sub-SLC13_ses-anest_ophys.nwb	sub-SLC13/sub-SLC13_ses-awake_ophys.nwb	sub-SOM09/sub-SOM09_ses-awake_ophys.nwb	sub-SOM10/sub-SOM10_ses-awake_ophys.nwb	sub-SOM11/sub-SOM11_ses-awake_ophys.nwb	sub-SOM14/sub-SOM14_ses-awake_ophys.nwb	sub-SOM15/sub-SOM15_ses-awake_ophys.nwb	sub-VIP06/sub-VIP06_ses-awake_ophys.nwb	sub-VIP09/sub-VIP09_ses-awake_ophys.nwb	sub-VIP11/sub-VIP11_ses-awake_ophys.nwb	sub-VIP13/sub-VIP13_ses-awake_ophys.nwb	sub-VIP14/sub-VIP14_ses-awake_ophys.nwb	sub-VIP15/sub-VIP15_ses-awake_ophys.nwb
2024-09-23	1399657880	723102496	725064788	985909635	722234452	782593470	718166428	588901377	739575464	1139890926	1102106200	507861128	572806929	1347491580	828747564	755812469	681774282	673459680	1143893213	1207111960	1412696798	683195017	762740200	1069856508	895145850	1015344980	770195732	452223178	1306916272	766283926	1508980094	1658979641	589325154
2024-09-30	0	0	0	0	189733653	20971520	0	196300459	202834488	0	0	0	190935643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7698224	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	94450832	0	0	0	0	0	0	0	0	0	0	0	93853556	97105392	0	0	0	97968124	0	0	0	99959044	0	0
2024-10-21	6968220	7100948	0	8295500	200219165	191121702	11414608	108984548	12210976	31457280	10020964	107259084	96099007	7366404	7698224	0	97569940	22762852	0	6570036	8760048	7830952	23891040	12675524	0	6636400	8892776	8892776	8627320	7499132	6636400	0	8560956
2024-10-28	0	0	0	0	189733653	191121702	0	196300459	202834488	15728640	0	0	190935643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	8229136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-18	0	0	0	0	0	0	16657364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10286420	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	9954600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10286420	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	0	0	9821872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32053812	0	0	32053812	0	0	0	0	14600080	0	0	33049272	0
2025-02-10	0	32186540	33580184	0	32186540	31456536	0	15927360	33314728	33314728	0	32783816	32186540	11680064	32252904	21369208	33646548	0	21966484	25151956	0	12476432	0	0	33381092	33646548	0	0	0	22431032	0	0	11281880
2025-03-10	0	0	204800	0	0	0	0	0	0	4114568	0	5508212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0
2025-03-31	17323008	17004016	33911280	33786040	33822632	70884824	33886400	62268888	123620568	50543472	52469752	33779064	68238904	33944864	323240	33783656	17124744	56818384	16871392	33879168	17358552	33929336	17108552	34270152	16957560	129648	254208	17128176	17522464	33941104	17020768	34272424	33886112
2025-04-07	0	0	0	0	0	0	0	0	22220800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36964748	0	0	0	0	0
2025-04-21	41504697016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28701466490	0	0	0	0	0	0	0	0	0	0
2025-05-05	29491200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-12	0	10485760	0	10485760	0	10485760	10485760	10485760	10485760	10485760	0	10485760	10485760	10485760	0	10485760	0	0	10485760	10485760	0	10485760	0	20971520	10485760	10485760	10485760	10485760	0	10485760	10485760	10485760	10485760
2025-05-26	0	0	0	0	0	0	0	0	0	0	0	186900836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	0	121859164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	0	0	0	0	827788904	702478812	0	661716456	1176075112	503209504	0	0	342910724	180539800	84363504	0	69298876	85757148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	33063053020	0	0	0	21958171413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	21737840732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25057537774	22969130368	21882398535	0	0	19975372800	21676007290	0	0	23214069316	0	0	57724108800	0	23802675200	0	0
2025-08-04	0	0	0	0	0	25616072552	0	0	0	32464989893	0	17877988056	18326057563	25028647210	19818086400	15501727783	0	0	0	0	0	0	0	41368574976	35293831150	0	0	0	0	0	0	0	29847011898
2025-08-11	41303902700	24242375984	11446037	10199527	0	14564052	0	0	21818100416	0	14959960	4247296	0	16460690	0	14258351	0	16452948	0	17001419854	0	15562334	28711681780	14049876	4844572	10434116	18267190830	15184995	19994032	49680503191	15879110	18579355	10606198
2025-08-18	0	0	0	0	0	0	16402296014	22649241600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	25657792810	0	0	22645812974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23689786998
2025-09-01	0	0	0	0	0	0	0	0	0	0	19002514552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21798491716	0	21830726095	58936653232	0	0	31956096787	0
2025-09-08	0	15309209600	19765657600	24340644327	0	0	0	0	0	20144383101	0	0	0	0	0	0	0	0	0	0	31737687626	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-15	0	0	0	0	8295500	0	0	57881456	4114568	0	0	0	51308593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	0	0	0	0	128264416	0	0	153450109	0	0	0	0	158160137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	0	0	0	0	0	0	10363448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	0	0	124637133	0	150681814	160106112	49905828	151720889	0	0	146919150	0	115521323	0	93232536	0	113396265	0	117492000	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	0	0	0	0	170274675	0	215420680	165747052	0	144515331	0	0	174909336	0	206836614	0	176510726	0	153544645	0	159015714	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	0	0	0	0	50372123	0	66276560	43859049	0	37708222	0	0	48813060	0	52734712	0	24233334	0	49423209	0	74611616	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	0	0	0	0	279293531	0	359012868	280939846	0	249928303	0	0	301786558	0	270614765	0	303946206	0	344285392	0	391677802	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	0	0	0	0	208767642	0	249233922	209274281	0	214463480	0	0	190928531	0	187868844	0	246576288	0	180902744	0	261908462	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	0	0	0	0	130941713	0	178642874	106452349	0	138569018	0	0	85578716	0	127197467	0	127635400	0	139974127	0	153536892	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	0	0	0	0	67516772	0	74704788	56600937	0	67559045	0	0	72132295	0	72710276	0	58973128	0	64105784	0	126887126	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	0	0	0	0	91276931	0	75235700	80531183	0	58294532	0	0	72530479	0	104314221	0	51330794	0	56274832	0	79389824	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	0	0	0	0	70459525	0	93364394	72832959	0	59887268	0	0	66864068	0	83222803	0	64338138	0	85772710	98366308	92700426	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	41655173924	0	0	0	50660316	0	66276560	66774232	0	69390790	0	0	58037656	0	51618858	0	63419516	0	60522128	0	98938642	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	69582776288	24244234176	30675647733	9954600	52915980268	10750968	29196315946	29590011276	29053274816	57768752418	19909200	28948693992	49140723474	9821872	91518303	10352784	33211225962	33109820592	28113752663	56610800216	41424157010	17785552	14400988	42595317028	12476432	30086356684	30060273705	30062047695	78449723248	15197356	34554555290	42237981619	27787927082
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24656307360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	0	10574613	0	4380024	20972705587	0	4114568	0	0	4048204	0	18744195582	21164038183	4114568	0	14881667	0	14372426	0	23715487610	0	0	0	0	0	0	0	22649103122	0	0
2026-01-05	0	0	0	0	44664819	21828487462	19949953732	43129045	0	82623673	0	0	92357893	0	73799115	0	86999684	0	109812609	0	93563158	0	0	0	0	0	0	0	0	19889002521	0	0	0
2026-01-12	8967604944	0	0	0	18444834916	0	0	6494215112	19538575928	20825500372	0	0	8689163880	0	12058277320	0	1096172856	17630488680	0	0	5017355556	0	0	9650454872	0	0	0	0	0	0	0	0	0
2026-01-19	0	0	0	0	44332999	0	66741108	38948113	0	43588171	0	22198121176	54520364	0	57247464	0	48078958	0	49290481	0	58513726	0	0	0	0	0	7135159636	0	0	0	0	0	0
2026-01-26	0	14391601864	0	0	85347798	0	62084306	81725735	0	70412697	17369661440	0	56843104	23114996010	96085085	0	21614399790	0	21759414613	21110078406	86234556	21343764480	0	24961351680	21191720960	0	22981910666	17652150735	50178946480	0	0	28987883520	0
2026-02-02	0	0	16858867477	15298723840	29378362	0	44630574	24593886	0	17954663815	0	0	39297537	0	63153860	0	44826186	0	29763334	0	22758525026	0	0	0	0	19124622916	0	0	0	0	0	0	16976445440
2026-02-09	0	0	0	0	34355662	0	12808252	39611753	0	37243674	0	0	38832989	0	44412197	0	47348954	0	48892297	0	22535198	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	0	0	0	0	25601322	15938776	22176898	24792978	7963680	22416001	4385732	0	17617639	5912104	39878138	4247296	4844572	0	25648766	0	37438536	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	204800	4385732	8837828	4789624	64541808	0	44630574	62991484	0	44052719	11848908800	0	38210242	0	54991088	0	36852968	0	56208468	15749570	55991894	0	0	0	21792277682	0	0	10207695	0	4844572	15547290	28338509587	0
2026-03-02	19356132	4114568	0	0	0	10449484	0	0	0	14706361	0	0	0	0	4778208	10143783	16070562	15988400	0	0	4579116	0	4114568	4114568	4114568	0	15077189	0	6367368	0	0	0	0
2026-03-09	0	661497324	0	4313660	10574613	0	0	0	8523312021	0	14296320	10826456	15687375	0	0	0	0	0	0	10374086	0	0	0	0	0	0	0	0	0	0	0	0	16977142
2026-03-16	8627320	0	0	0	78001456	18913740	46941992	57065485	4114568	14573633	0	0	53540326	0	19936215	18449192	55588564	19245560	44462040	0	47696394	0	6570036	0	0	0	0	0	0	19776472	22895580	0	0
2026-03-23	0	6570036	0	0	0	0	22575082	204800	204800	14573633	0	0	10914875	0	21157782	0	4180932	0	14948031	0	14372426	0	0	0	0	10020964	0	0	0	0	0	0	0
2026-04-06	0	0	0	0	0	0	0	4180932	8494592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50303912	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9689144	0	0	0	0	0	0	0
2026-04-20	0	0	0	0	26435609	14732808	17664146	4114568	18183736	4711844	60789424	0	33166578	0	48658665	0	11624174	0	0	0	33655788	0	0	0	0	0	0	0	0	0	0	0	0
