region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	517449704606	76022	46	13
USA/NH	21084094440	79577	1359	927
USA/NV	2159929098058	87185	33	66
CHN	2004831068614	143854	40	82
USA/MA	1635896411286	36914	0	83
NLD	2416215812680	52903	20	84
CAN/QC	253386582069	1493	0	48
HKG	71222330829	8491	0	2
USA/VT	3566784570	13280	235	41
GitHub	72351029979	479414	631	734
AWS/us-east-1	1116870213736	136649	133	251
AWS/ap-southeast-1	579223336	89	89	0
VPN	1238872685183	940	247	25
TWN/TPE	1208617236980	45	45	0
GBR/ENG	7081358376	59	26	33
USA/NY	1740652532	13065	1	33
AWS/us-east-2	25556124555	95693	2	86
USA/MD	164995668	218	25	17
USA/WA	199853694	38	1	1
USA/CA	1092814469451	277	50	10
USA/NM	330923473522	15	15	0
USA/IL	568422386	147	21	2
ITA/45	986654585	191	0	6
CHN/SH	138278551736	178	3	13
MEX/CMX	467840082	2081	78	54
CYP/02	1103161810800	110	41	16
GRC/B	16591000	1	1	0
KOR/30	109151013004	15	7	1
USA/CT	1568303605	1089	2	1
JPN/13	150782883917	62	9	1
USA/NJ	41655173924	2	2	0
JPN	165898940	151	1	1
MEX/QUE	41523411664	2	2	0
AWS/ap-northeast-1	11738210030	12	6	6
VNM/29	862732	1	1	0
VNM/43	7963680	1	1	0
NPL/P3	6171852	1	1	0
ETH/AA	3716384	3	3	0
VNM	3583656	1	1	0
USA/IN	48475794992	523	2	1
FRA/IDF	142200002343	72821	94	20
UKR/05	1128188	1	1	0
NOR/50	2465103494	475	0	8
VNM/HN	28536520	4	4	0
SGP	44166542007	10	9	1
USA/VA	10352326248	2069	10	4
UZB/TK	20241020	1	1	0
ZAF/GP	4579116	3	3	0
JOR/AM	929096	1	1	0
VNM/SG	34708372	4	4	0
MYS/10	929096	1	1	0
BRA/MG	5309120	1	1	0
ECU/P	7034584	2	2	0
KEN	5309120	1	1	0
DOM/01	1061824	1	1	0
MEX/COA	1393644	1	1	0
VEN/K	2853652	1	1	0
ARG/B	15263720	3	3	0
KAZ/71	1061824	1	1	0
PRY/10	2389104	1	1	0
SAU/02	2057284	1	1	0
CHN/GD	16112866751	2298	7	4
HKG/NKT	68686740	9	9	0
USA/RI	442369136	85	0	1
MAR/01	1114981884	3997	6	3
ESP/MD	3139966216	1	1	0
IRQ/BG	1128188	1	1	0
MEX/TAM	12675524	1	1	0
VEN/A	1327280	1	1	0
BRA/GO	2123648	1	1	0
PAK/PB	2720924	2	2	0
BRA/SE	98366308	1	1	0
SYR	3782748	1	1	0
HND/FM	4711844	1	1	0
IND/DL	10750968	1	1	0
USA/FL	8030044	1	1	0
COL/ANT	1061824	1	1	0
BRA/SP	14334624	1	1	0
SEN/DK	2986380	1	1	0
VEN	12277340	1	1	0
CHN/AH	13332261	1	0	1
BRA/DF	1128188	1	1	0
USA/MO	70279476	2	2	0
SAU/01	1061824	1	1	0
FRA/HDF	1194552	1	1	0
CHL/RM	1526372	1	1	0
GCP/asia-southeast1	12865243284	1	1	0
HKG/NSK	24237730504	1	1	0
CHE/VD	15989392	73	2	1
BRA/ES	3517292	2	2	0
VNM/52	862732	1	1	0
ARG	1128188	1	1	0
USA/DE	30658127637	1	1	0
OMN/MA	1061824	1	1	0
USA/OH	8959140	1	1	0
PAK/SD	1061824	1	1	0
TUR/16	1393644	1	1	0
USA/NC	1128188	1	1	0
SYC	1858192	1	1	0
