region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/ap-southeast-1	45966650	17	17	0
VPN	82461393	323	13	13
AWS/us-east-1	155558581	25	1	11
AWS/us-east-2	10904558	1	1	0
ITA/62	173850225	13	13	0
USA/MA	1154142562	266	0	16
GitHub	304487427	1401	77	53
KOR/27	169941089	26	12	1
GCP/us-central1	234790165	18	18	0
USA/TX	56411205	4	4	0
FRA/IDF	7836832	13	3	3
MEX/CMX	16930647	20	5	2
USA	9775167	1	1	0
SGP	9775167	1	1	0
CHN/GS	9775167	1	1	0
KOR/30	9775167	1	1	0
USA/IL	7974962	49	2	2
CHN/SH	15755104	4	0	2
