date	bytes_sent	number_of_requests	number_of_downloads
2022-08-30	29683186079	3540	<50
2022-08-31	5279569060	<50	<50
2022-09-01	4070403924	<50	<50
2022-09-06	2713602616	<50	<50
2022-09-09	1356801308	<50	<50
2022-09-10	8140807848	<50	<50
2022-09-11	8140807848	<50	<50
2022-09-15	59366372158	<50	<50
2022-10-25	29683186079	<50	<50
2023-02-13	3321985439	640	<50
2023-02-22	1178184900	140	<50
2023-02-28	26062646171	<50	<50
2023-03-01	2333456312	<50	<50
2023-03-03	1967937200	<50	<50
2023-03-13	1356801308	<50	<50
2023-04-13	1178184900	<50	<50
2023-05-08	29822496507	<50	<50
2023-05-14	1356801308	<50	<50
2023-05-23	1994016	4700	<50
2023-05-25	1987360	4680	<50
2023-05-26	1987360	4680	<50
2023-05-27	993680	2340	<50
2023-05-28	993680	2340	<50
2023-05-29	993680	2340	<50
2023-05-30	993680	2340	<50
2023-05-31	993680	2340	<50
2023-06-01	993680	2340	<50
2023-06-02	993680	2340	<50
2023-06-03	993680	2340	<50
2023-06-04	993680	2340	<50
2023-06-05	993680	2340	<50
2023-06-06	1967288154	2340	<50
2023-06-07	993680	2340	<50
2023-06-08	993680	2340	<50
2023-06-09	993680	2340	<50
2023-06-10	993680	2340	<50
2023-06-11	993680	2340	<50
2023-06-12	993680	2340	<50
2023-06-13	993680	2340	<50
2023-06-14	993680	2340	<50
2023-06-15	993680	2340	<50
2023-06-16	1122016	2440	<50
2023-06-17	1987360	4680	<50
2023-06-18	1122016	2440	<50
2023-06-19	993680	2340	<50
2023-06-20	993680	2340	<50
2023-06-21	993680	2340	<50
2023-06-22	471432	1100	<50
2023-06-23	993680	2340	<50
2023-06-24	1978224	4660	<50
2023-06-25	657207260	2460	<50
2023-06-26	1313420840	2600	<50
2023-06-27	993680	2340	<50
2023-06-28	993680	2340	<50
2023-06-29	623584	1460	<50
2023-06-30	1122016	2440	<50
2023-07-01	252651920	2400	<50
2023-07-02	993680	2340	<50
2023-07-03	79636880	2360	<50
2023-07-04	993680	2340	<50
2023-07-05	994024	2340	<50
2023-07-06	993680	2340	<50
2023-07-07	1121504	2440	<50
2023-07-08	993680	2340	<50
2023-07-09	993680	2340	<50
2023-07-10	993680	2340	<50
2023-07-11	993680	2340	<50
