region	bytes_sent
GitHub	3102184204
US/California	2242125856
US/Massachusetts	1211408572
US/Oregon	1099745444
IT/Trentino-Alto Adige	1078714284
IT/Veneto	1078714284
US/New York	597223731
GB/England	320161220
AWS/us-east-1	311949096
CA/Quebec	270770636
US/District of Columbia	153621100
US/Texas	147234092
CN/Shanghai	146937344
AWS/us-east-2	139767832
GCP/us-central1	75015032
CA/British Columbia	60714648
AWS/ap-southeast-1	47362284
IN/Maharashtra	22652468
US/Maryland	17556852
US/Rhode Island	15728640
