region	bytes_sent
US/California	1529763122144
NL/North Holland	957193548576
AWS/us-east-1	758864837849
US/New Mexico	177633262325
CN/Shanghai	119140776829
VPN	89846666591
GitHub	77222934361
MX/México	43451527074
HK/Hong Kong	24658196554
US/Maryland	22323445176
CA/Ontario	18916018286
GCP/us-central1	17350449629
AWS/us-east-2	12452075733
CA/British Columbia	11592676616
CA/Quebec	10128676328
GB/England	6087987372
AWS/ap-southeast-1	1902614352
PT/Lisbon	1235082258
US/Georgia	707537318
TW/Taiwan	707403384
US/New York	631526658
CH/Zurich	443483591
IN/Maharashtra	331232910
US/Michigan	316046799
US/Virginia	101164378
US/Connecticut	71665752
US/Texas	29665655
HU/Budapest	24929651
US/Rhode Island	16210629
DE/Hamburg	11922456
GE/Tbilisi	9498660
