date	bytes_sent	number_of_requests	number_of_downloads
2026-05-30	50814417852	6680	1720
2026-05-31	30348046852	15840	3920
2026-06-01	3282735576	12220	2080
2026-06-02	3081954428	11680	2020
2026-06-03	2902148076	10860	1940
2026-06-04	3416635568	13320	2200
2026-06-05	2635942836	9940	1840
2026-06-07	2300957472	8660	1700
2026-06-08	2324671368	8660	1700
2026-06-09	2332073772	8660	1700
2026-06-10	3301734876	12660	2120
2026-06-11	2686762896	10220	1860
2026-06-12	3052923524	11600	2000
2026-06-13	2992908588	11460	1980
2026-06-14	2558696748	9560	1800
2026-06-15	2524115660	9460	1780
2026-06-16	2596506276	9820	1820
2026-06-17	2606273044	9900	1840
2026-06-18	2634779888	9800	1820
2026-06-19	4697637280	9600	1800
2026-06-20	9680934964	9140	1700
2026-06-21	2331025644	8660	1700
2026-06-22	9086722928	9100	1700
2026-06-23	4455861208	8800	1700
2026-06-24	4868936518	8960	1700
2026-06-25	5235419226	8860	1700
2026-06-26	4288123112	9740	2800
2026-06-27	2357048528	8660	1720
2026-06-28	2338559064	8660	1700
2026-06-29	33034990620	10680	3720
2026-06-30	2304429396	8660	1700
2026-07-01	2342686068	8660	1700
2026-07-02	2275867908	8660	1700
2026-07-03	2363255580	8660	1700
2026-07-04	2328012276	8660	1700
2026-07-05	2319168696	8660	1700
2026-07-06	2386055896	8680	1700
2026-07-07	2699229832	10060	1840
2026-07-08	2911999704	11180	1960
2026-07-09	4396845200	11800	2960
2026-07-10	2950741652	11200	1980
2026-07-11	2970216536	11120	1960
2026-07-12	2940639028	11260	1980
2026-07-13	2885939612	10920	1940
2026-07-14	2966044888	11440	2000
2026-07-15	3043599912	11520	2000
2026-07-16	3240547280	12440	2100
2026-07-17	3016107916	11500	2000
2026-07-18	2999951196	11360	1980
2026-07-19	5496148	<50	<50
