date	bytes_sent	number_of_requests	number_of_downloads
2021-09-30	26800026646	3540	<50
2022-01-23	63695370	<50	<50
2022-02-10	13929170320	360	360
2022-04-16	3498853782	4265360	<50
2022-04-17	3592160445	4444280	<50
2022-05-17	5854470	7880	<50
2022-06-27	40182933	<50	<50
2022-07-12	3706501960	180	80
2022-07-13	12563131068	620	280
2022-07-14	14350837598	720	300
2022-07-15	3100282709	160	60
2022-07-27	21281695	<50	<50
2022-07-31	769372508	100	<50
2022-08-01	2385335874	320	<50
2022-08-02	1837590284	220	<50
2022-08-03	2031244086	260	<50
2022-08-04	98849355	<50	<50
2022-08-07	498589739	<50	<50
2022-08-08	3862426635	100	100
2022-08-09	2991383786	80	80
2022-08-10	3396490465	100	100
2022-08-11	3388582047	80	80
2022-08-12	3807016821	100	100
2022-08-13	2424636708	60	60
2022-08-14	553324070	60	60
2022-08-16	42563390	<50	<50
2022-08-18	63845085	<50	<50
2022-08-19	42563390	<50	<50
2022-08-20	21281695	<50	<50
2022-08-21	106408475	<50	<50
2022-08-22	42563390	<50	<50
2022-08-23	1421859024	<50	<50
2022-08-24	3471985448	80	80
2022-08-25	5491858967	160	160
2022-08-26	5685300734	160	160
2022-08-27	5661956137	160	160
2022-08-28	6760039322	180	180
2022-08-29	3486026671	100	100
2022-08-30	546190366	<50	<50
2022-08-31	2933903760	80	80
2022-09-01	242892548	<50	<50
2022-09-06	52409276	<50	<50
2022-09-10	157227828	<50	<50
2022-09-11	157227828	<50	<50
2022-09-12	26800026646	720	720
2022-10-03	26800026646	720	720
2022-10-20	26800026646	720	720
2022-12-18	26800026646	720	720
2023-01-04	26800026646	720	720
2023-01-05	94241892	<50	<50
2023-01-07	29584284	<50	<50
2023-01-19	23180213	<50	<50
2023-02-01	86903189	<50	<50
2023-02-02	15760981	<50	<50
2023-02-07	26800026646	720	720
2023-02-16	63695370	<50	<50
2023-02-17	243455462	<50	<50
2023-02-18	182546732	<50	<50
2023-02-19	79817242	<50	<50
2023-02-20	194915229	<50	<50
2023-02-21	145023741	<50	<50
2023-02-22	218892364	<50	<50
2023-02-23	239582772	<50	<50
2023-02-26	114974906	<50	<50
2023-04-11	140081268	<50	<50
2023-04-12	688496757	<50	<50
2023-04-13	881909754	<50	<50
2023-04-14	988631198	<50	<50
2023-04-15	579192902	<50	<50
2023-04-16	253418622	<50	<50
2023-04-18	24671681119	5020	<50
2023-05-08	63695370	<50	<50
2023-05-09	362306824	<50	<50
2023-05-14	26204638	<50	<50
2023-05-18	46679432	<50	<50
2023-05-23	11708940	15760	<50
2023-05-25	11708940	15760	<50
2023-05-26	11708940	15760	<50
2023-05-27	5854470	7880	<50
2023-05-28	5854470	7880	<50
2023-05-29	5854470	7880	<50
2023-05-30	26805881116	8600	720
2023-05-31	5854470	7880	<50
2023-06-01	5854470	7880	<50
2023-06-02	5854470	7880	<50
2023-06-03	5854470	7880	<50
2023-06-04	5854470	7880	<50
2023-06-05	5819470	7160	<50
2023-06-06	2018776	3360	<50
2023-06-07	5854470	7880	<50
2023-06-08	5854470	7880	<50
2023-06-09	5854470	7880	<50
2023-06-10	5854470	7880	<50
2023-06-11	5854470	7880	<50
2023-06-12	5823746	7200	<50
2023-06-13	5854470	7880	<50
2023-06-14	5854470	7880	<50
2023-06-15	5854470	7880	<50
2023-06-16	5917238	7820	<50
2023-06-17	11708940	15760	<50
2023-06-18	3311559	4720	<50
2023-06-19	4678502	5180	<50
2023-06-20	5854470	7880	<50
2023-06-21	5854470	7880	<50
2023-06-22	5955126	7820	<50
2023-06-23	5854470	7880	<50
2023-06-24	11804848	15700	<50
2023-06-25	3577453360	14060	<50
2023-06-26	281280166	7940	<50
2023-06-27	5854470	7880	<50
2023-06-28	5959950	7940	<50
2023-06-29	5854398	7880	<50
2023-06-30	5854470	7880	<50
2023-07-01	132120330	7900	<50
2023-07-02	5854470	7880	<50
2023-07-03	36350522	7880	<50
2023-07-04	5854470	7880	<50
2023-07-05	5854470	7880	<50
2023-07-06	5854470	7880	<50
2023-07-07	5961022	7940	<50
2023-07-08	5854470	7880	<50
2023-07-09	5854470	7880	<50
2023-07-10	5770167	7400	<50
2023-07-11	5854470	7880	<50
2023-07-12	5854470	7880	<50
2023-07-13	5854470	7880	<50
2023-07-14	5954166	7820	<50
2023-07-15	5854470	7880	<50
2023-07-16	5854470	7880	<50
2023-07-17	5854470	7880	<50
2023-07-18	2374056	4080	<50
2023-07-19	5854470	7880	<50
2023-07-20	5854470	7880	<50
2023-07-21	5550894	6380	<50
2023-07-22	5854470	7880	<50
2023-07-23	5854470	7880	<50
2023-07-24	29034683	7880	<50
2023-07-25	5854470	7880	<50
2023-07-26	5854470	7880	<50
2023-07-27	5854470	7880	<50
2023-07-28	544227539	8020	<50
2023-07-29	58263746	7880	<50
2023-07-30	4801446	5380	<50
2023-07-31	5854470	7880	<50
2023-08-01	5854470	7880	<50
2023-08-02	5854470	7880	<50
2023-08-03	5854470	7880	<50
2023-08-04	5850650	7880	<50
2023-08-05	5854470	7880	<50
2023-08-06	5854470	7880	<50
2023-08-07	5854470	7880	<50
2023-08-08	5854470	7880	<50
2023-08-09	5854470	7880	<50
2023-08-10	2988056	5300	<50
2023-08-11	4865934	5600	<50
2023-08-12	5854470	7880	<50
2023-08-13	5854470	7880	<50
2023-08-14	5954230	7820	<50
2023-08-15	5854470	7880	<50
2023-08-16	5854470	7880	<50
2023-08-17	5854470	7880	<50
2023-08-18	26805881116	8600	720
2023-08-19	5854470	7880	<50
2023-08-20	5825650	7700	<50
2023-08-21	43102492	3600	<50
2023-08-22	5854470	7880	<50
2023-08-23	26805881116	8600	720
2023-08-24	5955126	7820	<50
2023-08-25	5826374	7820	<50
2023-08-26	5854470	7880	<50
2023-08-27	5093910	5700	<50
2023-08-28	5950514	7800	<50
2023-08-29	32059108	7880	<50
2023-08-30	5854470	7880	<50
2023-08-31	26421738012	8600	720
2023-09-01	5854470	7880	<50
2023-09-02	5854470	7880	<50
2023-09-03	23417880	31540	<50
2023-09-04	5954942	7820	<50
2023-09-05	5854470	7880	<50
2023-09-06	5954942	7820	<50
2023-09-07	11708940	15760	<50
2023-09-08	5854470	7880	<50
2023-09-09	5854470	7880	<50
2023-09-10	5854470	7880	<50
2023-09-11	5854470	7880	<50
2023-09-12	5854470	7880	<50
2023-09-13	5854470	7880	<50
2023-09-14	5279998	5800	<50
2023-09-15	5854470	7880	<50
