region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CA	2558875626	85000	85000	0
ESP/CN	128804749	2986	2986	0
CAN/AB	35126540	620	620	0
VPN	3580394	47	47	0
USA/VA	32217402	1065	1065	0
JPN/26	761299	4	4	0
USA/MA	102131465	3415	55	1
MEX/CMX	103344186	3527	3525	1
AWS/us-east-1	179	1	0	1
GBR/ENG	358	2	2	0
