week_start	Microscopy
2026-04-13	358
2026-05-04	98341112
2026-05-11	150360856
2026-05-18	11753648
2026-05-25	1302237
2026-06-08	105947144
2026-06-15	1120120445
2026-06-22	1302058
2026-07-06	3580691
