region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	23698764	121	121	0
USA/MA	49718846	436	0	88
USA/MD	4551496	32	14	12
CHN	26439924	135	135	0
GitHub	148193896	1137	379	308
VPN	62534744	328	310	14
USA	4115180	21	21	0
CAN/QC	2945220	15	15	0
AWS/ap-southeast-1	14507240	74	74	0
USA/NV	7441656	38	38	0
MEX/CMX	19981492	134	67	47
GCP/us-central1	980460	5	5	0
AWS/us-east-2	1765212	9	8	1
USA/IL	5296376	28	26	2
NLD	2937092	15	15	0
GCP/us-east1	391416	2	2	0
USA/NH	391416	3	1	1
USA/CA	1490540	10	5	4
USA/TX	195708	1	1	0
NOR/50	1369956	7	0	2
USA/VA	2348384	12	12	0
VNM/SG	587124	3	3	0
JOR/AM	195708	1	1	0
EST/37	195596	1	1	0
CHE/VD	595992	4	2	1
FRA/IDF	894324	6	3	3
ZAF/EC	195708	1	1	0
AUT	195708	1	1	0
VNM/HN	195596	1	1	0
IRQ	195596	1	1	0
BGD	195596	1	1	0
