region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	343235028444	40994	92	33
USA/MA	354913178807	7052	1	74
USA/NH	197550002	455	50	44
GitHub	4907372274	19693	383	229
VPN	341319845	361	63	36
AWS/ap-southeast-1	87780720	37	37	0
GCP/asia-south1	11182080018	825	10	4
USA/GA	378215680099	50	50	0
JPN/26	2005520398	144	6	38
KOR/27	24254120301	19848	6	32
CAN/BC	179447168	30	0	30
MEX/CMX	98804864	404	67	47
EST/37	2788288	1	1	0
CHE/VD	4877608	13	2	2
GCP/us-central1	17365296	5	5	0
AWS/us-east-2	2788288	1	1	0
USA/FL	711121556	671	6	1
USA/CA	2788288	1	0	1
USA/IL	9081544	11	2	2
VNM/HN	43890360	5	5	0
VNM/SG	7467912	1	1	0
CHN	17070680	8	4	1
VNM/DN	11070852	1	1	0
FRA/IDF	9675544	17	3	3
ETH/AM	2816844	1	1	0
IRQ/DA	10219248	1	1	0
MEX/MIC	1113636	1	1	0
LBN/BI	3406416	1	1	0
VNM/51	10546788	1	1	0
RUS/ORE	3930480	1	1	0
SYR	917112	1	1	0
