date	bytes_sent	number_of_requests	number_of_downloads
2026-04-21	406487882562	26840	<50
2026-04-22	110764425350	9120	120
2026-04-23	96528972359	8440	<50
2026-04-24	64483019331	1340	<50
2026-04-25	80367313	120	<50
2026-04-27	47100252	<50	<50
2026-05-11	21880973107	2600	<50
2026-05-12	21911699481	460	<50
2026-05-13	17370523	<50	<50
2026-05-15	38781877	60	<50
2026-05-16	36301024	<50	<50
2026-05-17	11024621149	320	<50
2026-05-18	109351005	<50	<50
2026-05-19	17310534	<50	<50
2026-05-20	8616276	<50	<50
2026-05-22	58954551	80	<50
2026-05-23	48519860	60	<50
2026-05-24	23545172	<50	<50
2026-05-26	8868051	<50	<50
2026-05-27	56672626	220	<50
2026-05-28	31404175	120	<50
2026-05-29	16130392	<50	<50
2026-06-03	97898968	<50	<50
2026-06-04	60257608	60	<50
2026-06-05	32259412	<50	<50
2026-06-10	73989795	180	<50
2026-06-11	25332334	80	<50
2026-06-12	45426364	160	<50
2026-06-13	22364802	60	<50
2026-06-14	24545074	60	<50
2026-06-16	47750138	80	<50
2026-06-17	20515976	60	<50
2026-06-18	8632572	<50	<50
2026-06-20	11954032	<50	<50
2026-06-21	29366138	80	<50
2026-06-22	4826548	<50	<50
2026-06-23	44654254	120	<50
2026-06-25	15124294	<50	<50
2026-06-26	80049325	120	<50
2026-06-27	43557792	60	<50
2026-06-28	26577018	80	<50
2026-06-29	11209468672	880	<50
2026-06-30	343021754607	100	<50
2026-07-02	12599360	<50	<50
2026-07-03	27054922	80	<50
2026-07-04	31040698	80	<50
2026-07-05	23465356	60	<50
2026-07-06	866705016	200	<50
2026-07-07	14490876	<50	<50
2026-07-08	8894604	<50	<50
2026-07-09	34884646	<50	<50
2026-07-10	10297278	<50	<50
2026-07-11	14691960	<50	<50
2026-07-12	13205510	<50	<50
2026-07-13	24623282	60	<50
2026-07-14	33032232	80	<50
2026-07-15	16516720	<50	<50
2026-07-16	722048310	720	<50
2026-07-17	42938908	60	<50
2026-07-18	24426758	60	<50
