region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	4213225576	12132	2939	2552
CHN	714516052	672	671	1
AWS/ap-southeast-1	528731112	474	474	0
VPN	3604116520	2809	2750	27
USA	136916920	117	117	0
USA/MA	468776150	361	1	332
USA/NC	305446032	229	229	0
AWS/us-east-1	689296912	524	524	0
USA/CA	629372624	1466	463	460
AWS/us-east-2	60490896	45	45	0
JPN/26	317011048	229	229	0
USA/IL	336839544	314	309	2
VNM/HN	5896584	9	9	0
USA/NY	51256096	154	30	17
USA/VA	277528016	236	120	2
HKG/KKC	18376152	8	8	0
GCP/us-west1	3516712	3	1	2
MEX/CMX	107491284	338	103	57
IDN/JT	2480832	3	3	0
NPL	1881408	2	2	0
TUN/13	1048128	1	1	0
COL/ATL	1138832	1	1	0
BRA/RJ	4136816	4	4	0
CHL/RM	2538488	7	7	0
DEU/NW	267488	1	1	0
GEO/TB	1116784	1	1	0
GCP/us-east1	5645688	4	4	0
ZAF/GP	1410592	2	2	0
ISR/M	857376	1	1	0
AZE/BA	835208	2	2	0
BRA/SP	5877648	6	6	0
OMN/MA	3682080	4	4	0
BRA/SC	1654640	3	3	0
CAN/QC	623856	1	1	0
BGD/B	2490904	1	1	0
ARG/Y	2490904	1	1	0
VNM/56	1565508	2	2	0
FRA/PAC	813152	1	1	0
FRA/IDF	4046556	10	4	3
IND/DL	1246832	2	2	0
IDN/YO	4757248	4	4	0
MAR/03	1609320	2	2	0
VNM/SG	4682968	6	6	0
CHL/ML	812104	2	2	0
KAZ/75	410312	1	1	0
IDN/JB	410312	1	1	0
AZE/YEV	410312	1	1	0
CAN/ON	410312	1	1	0
ARE/AZ	2585488	3	3	0
AWS/us-west-2	20264912	22	6	2
USA/WA	2448624	6	2	2
EST/37	241896	1	1	0
CHE/VD	483792	3	1	1
EGY/C	576352	2	2	0
VEN/O	241896	1	1	0
MAR/07	1572192	1	1	0
KEN/30	4978800	4	4	0
IDN/JI	1626104	1	1	0
IRQ/BG	3121452	3	3	0
URY/MO	1287408	2	2	0
VNM/20	477768	1	1	0
MEX/MIC	477768	1	1	0
NOR	306757736	779	779	0
ARG/M	696384	1	1	0
IND	696384	1	1	0
DZA/16	696384	1	1	0
JOR/AM	1664392	3	3	0
USA/IN	1530048	1	1	0
BGD	5236352	5	5	0
NIC/MN	1530048	1	1	0
IDN	3327520	3	3	0
VNM/54	1530048	1	1	0
GCP/us-central1	7518920	9	9	0
USA/FL	6435256	7	7	0
CHN/SH	1904008	2	2	0
BOL/C	1022904	1	1	0
ARG/B	5322616	6	6	0
AGO/LUA	1054896	1	1	0
PAK/SD	2191376	3	3	0
BGR/16	1054896	1	1	0
MYS/14	982620	1	1	0
DZA/31	1054896	1	1	0
VNM/DN	1879792	2	2	0
MEX	549120	1	1	0
COL/DC	2219352	2	2	0
MAR/09	709008	1	1	0
PAK/PB	2457904	4	4	0
TUN/11	709008	1	1	0
MRT/14	1256416	1	1	0
IRQ/DQ	1113636	1	1	0
BGD/C	1385752	2	2	0
IRN	1579776	2	2	0
HKG	737496	2	2	0
ARE/SH	388000	1	1	0
BRA/DF	597800	1	1	0
KAZ/71	597800	1	1	0
BRA/MG	597800	1	1	0
SYR	1052752	2	2	0
IND/GJ	770760	1	1	0
NPL/P3	1216112	3	3	0
KHM/12	451872	1	1	0
BOL/L	733864	2	2	0
MKD	401792	1	1	0
ALB/11	401792	1	1	0
VEN/V	2294976	2	2	0
USA/MI	389920	3	1	1
URY/MA	1072112	2	2	0
VEN/P	504296	1	1	0
ECU/P	1697176	2	2	0
IRQ/AR	1338104	3	3	0
USA/NJ	1698408	2	2	0
DZA/25	809640	1	1	0
UKR/07	809640	1	1	0
USA/NH	4699296	3	1	1
MEX/JAL	277960	1	1	0
VEN/A	964784	1	1	0
IRQ/KI	407400	1	1	0
IND/KA	1164520	2	2	0
TUN/51	1263056	1	1	0
UZB/TK	2352672	3	3	0
VEN/D	939256	2	2	0
PAN/8	604800	1	1	0
CRI/SJ	604800	1	1	0
USA/PA	1695664	2	2	0
USA/MD	1643440	2	1	1
USA/GA	43352	3	0	1
NPL/P1	847832	1	1	0
CAN/BC	2046066	4	2	2
BRA/ES	278400	1	1	0
IRQ/AN	1862896	1	1	0
BEL/BRU	1862896	1	1	0
IND/MZ	7009952	1	1	0
URY/AR	7009952	1	1	0
VEN	1893184	1	1	0
UKR/18	1893184	1	1	0
ARG/R	1893184	1	1	0
COL/CUN	325168	1	1	0
ARG/C	757120	1	1	0
IND/PB	772648	1	1	0
BGD/D	772648	1	1	0
SGP	1802896	3	3	0
IRQ/SU	772648	1	1	0
THA/10	795608	1	1	0
VEN/L	521824	1	1	0
IDN/SU	419408	1	1	0
NGA/FC	419408	1	1	0
IND/OD	419408	1	1	0
ARE/DU	493440	1	1	0
BRA/RS	493440	1	1	0
GBR/ENG	1236016	2	2	0
COL/ANT	822200	2	2	0
LBN/BI	334456	1	1	0
PHL/03	334456	1	1	0
VNM/06	334456	1	1	0
BRA/MA	332496	1	1	0
KAZ/79	569352	1	1	0
IDN/JA	327816	1	1	0
SAU/05	506736	1	1	0
VNM/18	328760	1	1	0
PHL/00	742576	1	1	0
ROU/IS	742576	1	1	0
BRA/PE	2619344	1	1	0
